hrv_uint8,ee_status,timestamp_received,rr_hr,rr,sensor_contact,rr_interval,hr
True,False,2024-08-12 17:06:33.490124,,,Contact detected,False,75
True,False,2024-08-12 17:06:34.393709,,,Contact detected,False,75
True,False,2024-08-12 17:06:35.383064,,,Contact detected,False,75
True,False,2024-08-12 17:06:36.403339,,,Contact detected,False,75
True,False,2024-08-12 17:06:37.393690,,,Contact detected,False,75
True,False,2024-08-12 17:06:38.383045,,,Contact detected,False,75
True,False,2024-08-12 17:06:39.403318,,,Contact detected,False,75
True,False,2024-08-12 17:06:40.393670,,,Contact detected,False,75
True,False,2024-08-12 17:06:41.383026,[84],[711],Contact detected,True,76
True,False,2024-08-12 17:06:42.403299,[84],[711],Contact detected,True,76
True,False,2024-08-12 17:06:43.393651,"[83, 84]","[715, 711]",Contact detected,True,77
True,False,2024-08-12 17:06:44.383007,[83],[715],Contact detected,True,78
True,False,2024-08-12 17:06:45.433200,[84],[711],Contact detected,True,79
True,False,2024-08-12 17:06:46.423553,"[84, 83]","[708, 715]",Contact detected,True,81
True,False,2024-08-12 17:06:47.383109,[84],[711],Contact detected,True,81
True,False,2024-08-12 17:06:48.403339,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:06:49.393693,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:06:50.383047,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:06:51.403320,"[83, 84]","[715, 711]",Contact detected,True,82
True,False,2024-08-12 17:06:52.393657,[83],[715],Contact detected,True,82
True,False,2024-08-12 17:06:53.383012,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:06:54.403285,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:06:55.423557,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:06:56.382993,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:06:57.403267,"[83, 84]","[715, 711]",Contact detected,True,82
True,False,2024-08-12 17:06:58.393619,[83],[715],Contact detected,True,82
True,False,2024-08-12 17:06:59.382974,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:00.404244,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:07:01.393600,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:02.382955,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:03.403228,"[83, 84]","[715, 711]",Contact detected,True,82
True,False,2024-08-12 17:07:04.393581,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:05.383008,"[83, 84]","[715, 711]",Contact detected,True,82
True,False,2024-08-12 17:07:06.403326,[83],[715],Contact detected,True,82
True,False,2024-08-12 17:07:07.393635,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:08.382990,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:07:09.403262,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:10.393616,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:11.382971,"[83, 84]","[715, 711]",Contact detected,True,82
True,False,2024-08-12 17:07:12.404241,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:13.393598,[83],[715],Contact detected,True,82
True,False,2024-08-12 17:07:14.382951,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:07:15.403224,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:16.393577,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:07:17.383694,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:18.432889,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:19.423242,"[83, 84]","[715, 711]",Contact detected,True,82
True,False,2024-08-12 17:07:20.383675,[83],[715],Contact detected,True,82
True,False,2024-08-12 17:07:21.402950,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:22.393303,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:07:23.383656,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:24.402931,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:07:25.393284,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:26.383637,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:27.402912,"[83, 84]","[715, 711]",Contact detected,True,82
True,False,2024-08-12 17:07:28.393265,[83],[715],Contact detected,True,82
True,False,2024-08-12 17:07:29.383666,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:30.403522,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:07:31.392877,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:32.383229,"[84, 83]","[711, 715]",Contact detected,True,82
True,False,2024-08-12 17:07:33.403502,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:34.392858,[84],[711],Contact detected,True,82
True,False,2024-08-12 17:07:35.383163,"[83, 84]","[715, 711]",Contact detected,True,82
True,False,2024-08-12 17:07:36.403439,"[90, 89]","[663, 670]",Contact detected,True,82
True,False,2024-08-12 17:07:37.392792,[92],[647],Contact detected,True,83
True,False,2024-08-12 17:07:38.383145,"[98, 105]","[610, 568]",Contact detected,True,85
True,False,2024-08-12 17:07:39.403418,"[110, 113]","[541, 530]",Contact detected,True,88
True,False,2024-08-12 17:07:40.392773,"[114, 115]","[522, 519]",Contact detected,True,95
True,False,2024-08-12 17:07:41.383125,"[117, 117]","[511, 511]",Contact detected,True,104
True,False,2024-08-12 17:07:42.373560,"[119, 120]","[503, 496]",Contact detected,True,109
