timestamp_received,hr,rr_interval,rr,rr_hr,ee_status,sensor_contact,hrv_uint8
2024-06-19 13:50:49.605975,0,True,[431],[139],False,Sensor contact not supported,True
2024-06-19 13:50:50.626555,0,True,[431],[139],False,Sensor contact not supported,True
2024-06-19 13:50:51.585860,139,True,[20817],[2],False,Sensor contact not supported,True
2024-06-19 13:50:52.606088,139,False,,,False,Sensor contact not supported,True
2024-06-19 13:50:53.865506,139,True,[752],[79],False,Sensor contact not supported,True
2024-06-19 13:50:54.863212,139,True,"[725, 1792]","[82, 33]",False,Sensor contact not supported,True
2024-06-19 13:50:55.860874,139,True,[830],[72],False,Sensor contact not supported,True
2024-06-19 13:50:56.858435,139,True,[830],[72],False,Sensor contact not supported,True
2024-06-19 13:50:57.855959,138,True,[831],[72],False,Sensor contact not supported,True
2024-06-19 13:50:58.852925,137,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:50:59.850305,135,True,"[832, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:00.848668,121,True,[832],[72],False,Sensor contact not supported,True
2024-06-19 13:51:01.845489,101,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:02.842820,90,True,[832],[72],False,Sensor contact not supported,True
2024-06-19 13:51:03.841109,83,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:04.838461,80,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:05.835551,80,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:06.833620,79,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:07.830530,78,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:08.828326,78,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:09.825880,77,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:10.822741,76,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:11.820924,76,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:12.817892,75,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:13.815991,75,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:14.813494,74,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:15.810861,74,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:16.808041,74,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:17.806100,74,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:18.803270,74,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:19.800425,73,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:21.795412,73,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:21.796409,73,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:22.792900,73,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:23.790923,73,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:24.787942,73,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:25.785831,73,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:26.783116,73,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:27.780844,73,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:28.778099,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:29.775135,72,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:30.773243,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:31.770527,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:32.768545,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:33.765745,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:34.763044,72,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:35.760384,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:36.757865,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:37.755485,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:38.753420,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:39.750912,72,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:41.745180,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:41.747135,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:42.743125,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:43.740784,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:44.738396,72,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:45.735627,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:46.732857,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:47.730586,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:48.728069,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:49.726022,72,True,"[833, 833]","[72, 72]",False,Sensor contact not supported,True
2024-06-19 13:51:50.723634,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:51.720711,72,True,[833],[72],False,Sensor contact not supported,True
2024-06-19 13:51:52.718615,72,True,[813],[73],False,Sensor contact not supported,True
2024-06-19 13:51:53.715413,72,True,"[789, 764]","[76, 78]",False,Sensor contact not supported,True
2024-06-19 13:51:54.713282,73,True,[742],[80],False,Sensor contact not supported,True
2024-06-19 13:51:55.710666,74,True,"[721, 702]","[83, 85]",False,Sensor contact not supported,True
2024-06-19 13:51:56.708204,75,True,[683],[87],False,Sensor contact not supported,True
2024-06-19 13:51:57.705975,78,True,"[666, 650]","[90, 92]",False,Sensor contact not supported,True
2024-06-19 13:51:58.702694,81,True,"[634, 621]","[94, 96]",False,Sensor contact not supported,True
2024-06-19 13:52:00.697741,85,True,[608],[98],False,Sensor contact not supported,True
2024-06-19 13:52:00.698740,88,True,"[596, 584]","[100, 102]",False,Sensor contact not supported,True
2024-06-19 13:52:01.695550,92,True,"[575, 565]","[104, 106]",False,Sensor contact not supported,True
2024-06-19 13:52:02.693212,97,True,"[556, 548]","[107, 109]",False,Sensor contact not supported,True
2024-06-19 13:52:03.690885,101,True,"[541, 534]","[110, 112]",False,Sensor contact not supported,True
2024-06-19 13:52:04.688288,105,True,"[527, 520]","[113, 115]",False,Sensor contact not supported,True
2024-06-19 13:52:05.685399,109,True,"[514, 509]","[116, 117]",False,Sensor contact not supported,True
2024-06-19 13:52:06.683443,112,True,"[504, 500]","[119, 120]",False,Sensor contact not supported,True
2024-06-19 13:52:07.680531,115,True,"[495, 491]","[121, 122]",False,Sensor contact not supported,True
2024-06-19 13:52:08.677922,118,True,"[486, 483]","[123, 124]",False,Sensor contact not supported,True
2024-06-19 13:52:09.675723,120,True,"[479, 475]","[125, 126]",False,Sensor contact not supported,True
2024-06-19 13:52:10.673402,122,True,"[472, 468]","[127, 128]",False,Sensor contact not supported,True
2024-06-19 13:52:11.670365,124,True,"[466, 462]","[128, 129]",False,Sensor contact not supported,True
2024-06-19 13:52:12.668328,126,True,"[466, 470]","[128, 127]",False,Sensor contact not supported,True
2024-06-19 13:52:13.666006,126,True,"[475, 479]","[126, 125]",False,Sensor contact not supported,True
2024-06-19 13:52:14.663253,126,True,"[484, 489]","[123, 122]",False,Sensor contact not supported,True
2024-06-19 13:52:15.661123,125,True,"[494, 499]","[121, 120]",False,Sensor contact not supported,True
2024-06-19 13:52:16.657650,123,True,"[503, 508]","[119, 118]",False,Sensor contact not supported,True
2024-06-19 13:52:17.656070,121,True,"[514, 519]","[116, 115]",False,Sensor contact not supported,True
2024-06-19 13:52:18.652992,119,True,"[524, 529]","[114, 113]",False,Sensor contact not supported,True
2024-06-19 13:52:20.647893,117,True,"[534, 540]","[112, 111]",False,Sensor contact not supported,True
2024-06-19 13:52:20.648890,115,True,"[544, 550]","[110, 109]",False,Sensor contact not supported,True
2024-06-19 13:52:21.646031,114,True,[555],[108],False,Sensor contact not supported,True
2024-06-19 13:52:22.643533,112,True,"[561, 557]","[106, 107]",False,Sensor contact not supported,True
