rr_hr,hrv_uint8,timestamp_received,rr,ee_status,hr,sensor_contact,rr_interval
"[123, 125]",True,2024-06-19 13:43:30.845961,"[484, 480]",False,123,Sensor contact not supported,True
"[126, 126]",True,2024-06-19 13:43:31.843328,"[476, 473]",False,123,Sensor contact not supported,True
"[127, 128]",True,2024-06-19 13:43:32.841220,"[470, 467]",False,125,Sensor contact not supported,True
"[129, 130]",True,2024-06-19 13:43:33.838754,"[464, 461]",False,126,Sensor contact not supported,True
"[131, 131, 131]",True,2024-06-19 13:43:34.834177,"[458, 457, 455]",False,128,Sensor contact not supported,True
"[132, 133]",True,2024-06-19 13:43:35.832146,"[452, 450]",False,130,Sensor contact not supported,True
"[133, 134]",True,2024-06-19 13:43:36.826369,"[448, 446]",False,131,Sensor contact not supported,True
"[135, 135]",True,2024-06-19 13:43:37.825432,"[444, 442]",False,132,Sensor contact not supported,True
"[136, 136, 137]",True,2024-06-19 13:43:38.826725,"[440, 439, 437]",False,134,Sensor contact not supported,True
"[137, 138]",True,2024-06-19 13:43:39.824180,"[435, 434]",False,135,Sensor contact not supported,True
"[138, 139]",True,2024-06-19 13:43:40.817427,"[432, 431]",False,136,Sensor contact not supported,True
"[139, 140, 140]",True,2024-06-19 13:43:41.819034,"[430, 428, 427]",False,138,Sensor contact not supported,True
"[140, 141]",True,2024-06-19 13:43:42.817134,"[426, 424]",False,139,Sensor contact not supported,True
"[141, 142]",True,2024-06-19 13:43:43.813292,"[423, 422]",False,140,Sensor contact not supported,True
"[142, 142, 143]",True,2024-06-19 13:43:44.813086,"[421, 420, 419]",False,141,Sensor contact not supported,True
"[143, 143]",True,2024-06-19 13:43:45.809666,"[418, 417]",False,142,Sensor contact not supported,True
"[144, 144, 144]",True,2024-06-19 13:43:47.803637,"[416, 416, 415]",False,143,Sensor contact not supported,True
"[144, 145]",True,2024-06-19 13:43:47.805633,"[414, 413]",False,143,Sensor contact not supported,True
"[145, 144]",True,2024-06-19 13:43:48.801667,"[413, 415]",False,144,Sensor contact not supported,True
"[143, 142, 141]",True,2024-06-19 13:43:49.796140,"[417, 420, 423]",False,144,Sensor contact not supported,True
"[140, 139]",True,2024-06-19 13:43:50.794492,"[426, 430]",False,143,Sensor contact not supported,True
"[138, 137]",True,2024-06-19 13:43:51.794136,"[433, 437]",False,142,Sensor contact not supported,True
"[136, 135]",True,2024-06-19 13:43:52.791164,"[441, 444]",False,140,Sensor contact not supported,True
"[133, 132, 131]",True,2024-06-19 13:43:53.783017,"[449, 452, 457]",False,137,Sensor contact not supported,True
"[130, 129]",True,2024-06-19 13:43:54.786726,"[460, 464]",False,135,Sensor contact not supported,True
"[127, 126]",True,2024-06-19 13:43:55.781477,"[469, 474]",False,133,Sensor contact not supported,True
"[125, 124]",True,2024-06-19 13:43:56.781607,"[478, 483]",False,131,Sensor contact not supported,True
"[122, 121]",True,2024-06-19 13:43:57.778615,"[488, 493]",False,128,Sensor contact not supported,True
"[120, 119]",True,2024-06-19 13:43:58.908882,"[498, 502]",False,126,Sensor contact not supported,True
,True,2024-06-19 13:43:59.774032,,False,126,Sensor contact not supported,False
,True,2024-06-19 13:44:00.772017,,False,126,Sensor contact not supported,False
