ee_status,hr,sensor_contact,rr,timestamp_received,rr_hr,rr_interval,hrv_uint8
False,180,Sensor contact not supported,"[22245, 84]",2024-06-20 14:29:11.986809,"[2, 714]",True,True
False,180,Sensor contact not supported,"[336, 334]",2024-06-20 14:29:12.763626,"[178, 179]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:13.539162,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 332]",2024-06-20 14:29:14.315416,"[180, 180]",True,True
False,179,Sensor contact not supported,"[334, 333]",2024-06-20 14:29:15.091852,"[179, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:15.868740,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:16.645088,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 332]",2024-06-20 14:29:17.421110,"[180, 180]",True,True
False,179,Sensor contact not supported,"[334, 333, 333]",2024-06-20 14:29:18.197527,"[179, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:18.973582,"[180, 180]",True,True
False,179,Sensor contact not supported,"[332, 333]",2024-06-20 14:29:19.750079,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 332, 334]",2024-06-20 14:29:20.525376,"[180, 180, 179]",True,True
False,179,Sensor contact not supported,"[332, 333]",2024-06-20 14:29:21.302170,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:22.078621,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:22.854461,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:23.630815,"[180, 180]",True,True
False,179,Sensor contact not supported,"[332, 333]",2024-06-20 14:29:24.407014,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:25.183518,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:25.959427,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:26.735989,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:27.512207,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:28.288572,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:29.065040,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:29.840420,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:30.617299,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 332]",2024-06-20 14:29:31.393183,"[180, 180]",True,True
False,179,Sensor contact not supported,"[334, 333]",2024-06-20 14:29:32.170139,"[179, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:32.945669,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:33.721779,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:34.498525,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 332, 334]",2024-06-20 14:29:35.274424,"[180, 180, 179]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:36.050899,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:36.826927,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:37.603434,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[332, 334]",2024-06-20 14:29:38.379830,"[180, 179]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:39.156150,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:39.932345,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:40.708492,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:41.484311,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:42.260521,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:43.036843,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:43.812965,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:44.589323,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:45.365717,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:46.142545,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:46.918688,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:47.694507,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 332]",2024-06-20 14:29:48.471358,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:49.246753,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[332, 334]",2024-06-20 14:29:50.023238,"[180, 179]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:50.799283,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:51.576030,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:52.351617,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:53.128503,"[180, 180]",True,True
False,179,Sensor contact not supported,"[332, 333]",2024-06-20 14:29:53.904372,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:54.681060,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:55.456620,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:56.233551,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:57.009293,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:57.785715,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:29:58.561769,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:29:59.338472,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:00.114304,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:00.890277,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 332]",2024-06-20 14:30:01.666768,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:02.443220,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:03.219199,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:30:03.995579,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:04.771684,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:05.547927,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:30:06.324326,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:07.101149,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:07.877432,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:30:08.653459,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:09.429906,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:30:10.205526,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 332]",2024-06-20 14:30:10.982402,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[334, 333]",2024-06-20 14:30:11.758083,"[179, 180]",True,True
False,180,Sensor contact not supported,"[333, 469]",2024-06-20 14:30:12.534511,"[180, 127]",True,True
False,180,Sensor contact not supported,[500],2024-06-20 14:30:13.310503,[120],True,True
False,180,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:14.087110,"[120, 120]",True,True
False,180,Sensor contact not supported,[500],2024-06-20 14:30:14.863455,[120],True,True
False,180,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:15.639242,"[120, 120]",True,True
False,180,Sensor contact not supported,[500],2024-06-20 14:30:16.415564,[120],True,True
False,180,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:17.191800,"[120, 120]",True,True
False,180,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:17.968209,"[120, 120]",True,True
False,180,Sensor contact not supported,[500],2024-06-20 14:30:18.744672,[120],True,True
False,180,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:19.520496,"[120, 120]",True,True
False,178,Sensor contact not supported,[500],2024-06-20 14:30:20.296988,[120],True,True
False,164,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:21.073760,"[120, 120]",True,True
False,159,Sensor contact not supported,[500],2024-06-20 14:30:21.849201,[120],True,True
False,150,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:22.625942,"[120, 120]",True,True
False,146,Sensor contact not supported,[500],2024-06-20 14:30:23.401683,[120],True,True
False,140,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:24.178730,"[120, 120]",True,True
False,135,Sensor contact not supported,[500],2024-06-20 14:30:24.954782,[120],True,True
False,133,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:25.731320,"[120, 120]",True,True
False,130,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:26.507004,"[120, 120]",True,True
False,129,Sensor contact not supported,[500],2024-06-20 14:30:27.283635,[120],True,True
False,127,Sensor contact not supported,"[500, 500]",2024-06-20 14:30:28.059783,"[120, 120]",True,True
