ee_status,hr,timestamp_received,rr_hr,rr_interval,sensor_contact,rr,hrv_uint8
False,0,2024-06-18 08:47:52.227845,,False,Sensor contact not supported,,True
False,0,2024-06-18 08:47:52.229159,,False,Sensor contact not supported,,True
False,0,2024-06-18 08:47:53.169362,"[120, 120]",True,Sensor contact not supported,"[500, 500]",True
False,120,2024-06-18 08:47:54.282165,[1],True,Sensor contact not supported,[41156],True
False,120,2024-06-18 08:47:55.278526,,False,Sensor contact not supported,,True
False,120,2024-06-18 08:47:56.276120,,False,Sensor contact not supported,,True
False,120,2024-06-18 08:47:57.273936,,False,Sensor contact not supported,,True
False,120,2024-06-18 08:47:59.267366,,False,Sensor contact not supported,,True
False,120,2024-06-18 08:47:59.268552,[59],True,Sensor contact not supported,[1008],True
False,120,2024-06-18 08:48:00.263286,[14],True,Sensor contact not supported,[4152],True
False,120,2024-06-18 08:48:01.261812,[60],True,Sensor contact not supported,[995],True
False,120,2024-06-18 08:48:02.260978,[60],True,Sensor contact not supported,[998],True
False,119,2024-06-18 08:48:03.257538,[60],True,Sensor contact not supported,[1000],True
False,118,2024-06-18 08:48:04.256074,[60],True,Sensor contact not supported,[999],True
False,117,2024-06-18 08:48:05.247467,[60],True,Sensor contact not supported,[1000],True
False,116,2024-06-18 08:48:06.243297,[60],True,Sensor contact not supported,[1000],True
False,104,2024-06-18 08:48:07.240192,[60],True,Sensor contact not supported,[1000],True
False,86,2024-06-18 08:48:08.243861,[60],True,Sensor contact not supported,[999],True
False,77,2024-06-18 08:48:09.241233,[60],True,Sensor contact not supported,[999],True
False,72,2024-06-18 08:48:10.238674,[60],True,Sensor contact not supported,[999],True
False,71,2024-06-18 08:48:11.229738,[60],True,Sensor contact not supported,[999],True
False,70,2024-06-18 08:48:12.234395,[60],True,Sensor contact not supported,[999],True
False,69,2024-06-18 08:48:13.231147,[60],True,Sensor contact not supported,[999],True
False,68,2024-06-18 08:48:14.228417,[60],True,Sensor contact not supported,[999],True
False,67,2024-06-18 08:48:15.225960,[60],True,Sensor contact not supported,[1000],True
False,67,2024-06-18 08:48:16.223151,[60],True,Sensor contact not supported,[1000],True
False,66,2024-06-18 08:48:17.220639,[60],True,Sensor contact not supported,[1000],True
False,65,2024-06-18 08:48:19.215854,[60],True,Sensor contact not supported,[999],True
False,65,2024-06-18 08:48:19.218671,[60],True,Sensor contact not supported,[1000],True
False,64,2024-06-18 08:48:20.213422,[60],True,Sensor contact not supported,[1000],True
False,64,2024-06-18 08:48:21.210257,[60],True,Sensor contact not supported,[1000],True
False,63,2024-06-18 08:48:22.205984,[60],True,Sensor contact not supported,[1000],True
False,63,2024-06-18 08:48:23.205149,[60],True,Sensor contact not supported,[1000],True
False,63,2024-06-18 08:48:24.203851,[60],True,Sensor contact not supported,[1000],True
False,63,2024-06-18 08:48:25.200199,[60],True,Sensor contact not supported,[1000],True
False,62,2024-06-18 08:48:26.191210,[60],True,Sensor contact not supported,[1000],True
False,62,2024-06-18 08:48:27.195118,[60],True,Sensor contact not supported,[1000],True
False,62,2024-06-18 08:48:28.188049,[60],True,Sensor contact not supported,[1000],True
False,62,2024-06-18 08:48:29.185146,[60],True,Sensor contact not supported,[1000],True
False,62,2024-06-18 08:48:30.180593,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:48:31.185982,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:48:32.183229,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:48:33.174246,[60],True,Sensor contact not supported,[1000],True
