ee_status,timestamp_received,rr,sensor_contact,hrv_uint8,rr_hr,rr_interval,hr
False,2024-06-17 17:19:35.573345,,Sensor contact not supported,True,,False,0
False,2024-06-17 17:19:36.569535,[1000],Sensor contact not supported,True,[60],True,0
False,2024-06-17 17:19:37.565613,"[1000, 23003]",Sensor contact not supported,True,"[60, 2]",True,60
False,2024-06-17 17:19:38.566653,,Sensor contact not supported,True,,False,60
False,2024-06-17 17:19:39.559135,,Sensor contact not supported,True,,False,60
False,2024-06-17 17:19:40.564768,,Sensor contact not supported,True,,False,60
False,2024-06-17 17:19:41.561624,,Sensor contact not supported,True,,False,60
False,2024-06-17 17:19:42.559100,[849],Sensor contact not supported,True,[70],True,60
False,2024-06-17 17:19:43.552883,[4173],Sensor contact not supported,True,[14],True,60
False,2024-06-17 17:19:44.554391,[988],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:45.547300,[995],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:46.542036,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:47.542221,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:48.544898,[998],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:49.542413,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:50.535816,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:51.532900,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:52.528729,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:53.530565,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:54.528399,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:55.520758,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:56.524520,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:57.520409,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:58.515803,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:59.515115,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:00.514052,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:01.511414,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:02.504554,[999],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:03.503653,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:04.502580,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:05.497226,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:06.494328,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:07.496765,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:08.492636,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:10.489843,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:10.489843,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:11.981936,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:12.483610,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:13.475139,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:15.476367,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:15.477368,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:16.469539,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:17.466067,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:18.465823,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:19.465515,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:20.461820,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:21.460426,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:22.457395,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:23.457440,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:24.448400,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:25.452212,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:26.443967,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:27.446721,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:28.443575,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:30.438044,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:30.438044,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:31.435832,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:32.433001,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:33.428426,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:34.428477,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:35.422349,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:36.422661,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:20:37.417285,"[1000, 750]",Sensor contact not supported,True,"[60, 80]",True,60
False,2024-06-17 17:20:38.419354,"[500, 500]",Sensor contact not supported,True,"[120, 120]",True,60
False,2024-06-17 17:20:39.416738,"[500, 500]",Sensor contact not supported,True,"[120, 120]",True,62
