ee_status,hr,timestamp_received,rr_hr,rr_interval,sensor_contact,rr,hrv_uint8
False,0,2024-06-18 08:53:43.401166,,False,Sensor contact not supported,,True
False,0,2024-06-18 08:53:44.403481,,False,Sensor contact not supported,,True
False,0,2024-06-18 08:53:45.399873,[60],True,Sensor contact not supported,[1000],True
False,0,2024-06-18 08:53:46.395112,[60],True,Sensor contact not supported,[1000],True
False,0,2024-06-18 08:53:47.390038,,False,Sensor contact not supported,,True
False,0,2024-06-18 08:53:48.389211,,False,Sensor contact not supported,,True
False,0,2024-06-18 08:53:49.389836,,False,Sensor contact not supported,,True
False,60,2024-06-18 08:53:50.384419,[2],True,Sensor contact not supported,[23998],True
False,60,2024-06-18 08:53:51.385799,[69],True,Sensor contact not supported,[864],True
False,60,2024-06-18 08:53:52.383466,[14],True,Sensor contact not supported,[4152],True
False,60,2024-06-18 08:53:53.375924,[60],True,Sensor contact not supported,[999],True
False,60,2024-06-18 08:53:55.376415,[60],True,Sensor contact not supported,[996],True
False,60,2024-06-18 08:53:55.376415,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:53:56.373005,[60],True,Sensor contact not supported,[996],True
False,60,2024-06-18 08:53:57.368519,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:53:58.363980,[60],True,Sensor contact not supported,[998],True
False,60,2024-06-18 08:53:59.364155,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:00.361889,[60],True,Sensor contact not supported,[997],True
False,60,2024-06-18 08:54:01.356587,[60],True,Sensor contact not supported,[999],True
False,60,2024-06-18 08:54:02.352219,,False,Sensor contact not supported,,True
False,60,2024-06-18 08:54:03.349816,[60],True,Sensor contact not supported,[999],True
False,60,2024-06-18 08:54:04.352335,[60],True,Sensor contact not supported,[999],True
False,60,2024-06-18 08:54:05.348022,[30],True,Sensor contact not supported,[2000],True
False,60,2024-06-18 08:54:07.346433,[60],True,Sensor contact not supported,[999],True
False,60,2024-06-18 08:54:07.346433,[60],True,Sensor contact not supported,[999],True
False,60,2024-06-18 08:54:08.344007,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:09.333907,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:10.333889,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:11.328716,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:12.331887,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:13.324797,[60],True,Sensor contact not supported,[999],True
False,60,2024-06-18 08:54:15.325394,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:15.326395,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:16.322989,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:17.318277,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:18.311823,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:19.310367,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:20.310633,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:21.310760,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:22.302601,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:23.299535,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:24.302986,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:25.299942,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:26.298144,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:27.294639,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:28.295796,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:29.289646,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:30.287783,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:31.285367,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:32.283352,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:33.280685,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:35.275366,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:35.276366,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:36.272564,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:37.271441,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:38.264615,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:39.260190,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:40.263313,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:41.254444,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:42.258275,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:43.254808,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:54:44.247749,"[60, 60]",True,Sensor contact not supported,"[1000, 1000]",True
False,60,2024-06-18 08:54:45.249967,"[60, 92]",True,Sensor contact not supported,"[1000, 651]",True
False,60,2024-06-18 08:54:46.248267,"[120, 120]",True,Sensor contact not supported,"[500, 500]",True
False,62,2024-06-18 08:54:47.242290,"[120, 120]",True,Sensor contact not supported,"[500, 500]",True
False,64,2024-06-18 08:54:49.240350,"[120, 120]",True,Sensor contact not supported,"[500, 500]",True
False,72,2024-06-18 08:54:49.241387,"[120, 120]",True,Sensor contact not supported,"[500, 500]",True
False,95,2024-06-18 08:54:50.238847,"[120, 120]",True,Sensor contact not supported,"[500, 500]",True
False,108,2024-06-18 08:54:51.231199,"[120, 120]",True,Sensor contact not supported,"[500, 500]",True
