timestamp_received,rr_hr,hrv_uint8,hr,sensor_contact,ee_status,rr_interval,rr
2024-08-12 12:36:51.378223,,True,120,Contact detected,False,False,
2024-08-12 12:36:52.368576,,True,120,Contact detected,False,False,
2024-08-12 12:36:53.358929,,True,120,Contact detected,False,False,
2024-08-12 12:36:54.378204,,True,120,Contact detected,False,False,
2024-08-12 12:36:55.368656,,True,120,Contact detected,False,False,
2024-08-12 12:36:56.359010,,True,120,Contact detected,False,False,
2024-08-12 12:36:57.378284,"[123, 122, 122]",True,120,Contact detected,False,True,"[485, 488, 488]"
2024-08-12 12:36:58.368637,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:36:59.358916,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:00.378191,"[122, 122, 121]",True,120,Contact detected,False,True,"[488, 488, 492]"
2024-08-12 12:37:01.368544,[124],True,120,Contact detected,False,True,[481]
2024-08-12 12:37:02.388817,"[122, 122, 122]",True,120,Contact detected,False,True,"[488, 488, 488]"
2024-08-12 12:37:03.378172,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:04.368524,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:05.358923,"[122, 123, 122]",True,120,Contact detected,False,True,"[488, 485, 488]"
2024-08-12 12:37:06.378237,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:07.368551,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:08.358904,"[122, 122, 122]",True,120,Contact detected,False,True,"[488, 488, 488]"
2024-08-12 12:37:09.378237,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:10.368531,"[123, 122]",True,120,Contact detected,False,True,"[485, 488]"
2024-08-12 12:37:11.358885,"[122, 122, 122]",True,120,Contact detected,False,True,"[488, 488, 488]"
2024-08-12 12:37:12.348287,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:13.398433,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:14.418745,"[122, 123, 122]",True,120,Contact detected,False,True,"[488, 485, 488]"
2024-08-12 12:37:15.378181,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:16.369491,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:17.359498,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:18.348854,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:19.370124,"[123, 122, 122]",True,120,Contact detected,False,True,"[485, 488, 488]"
2024-08-12 12:37:20.358482,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:21.348835,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:22.369111,"[122, 122, 123]",True,120,Contact detected,False,True,"[488, 488, 485]"
2024-08-12 12:37:23.358463,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:24.348815,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:25.368091,"[122, 122, 122]",True,120,Contact detected,False,True,"[488, 488, 488]"
2024-08-12 12:37:26.358444,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:27.348797,"[122, 123]",True,120,Contact detected,False,True,"[488, 485]"
2024-08-12 12:37:28.369071,"[122, 122, 122]",True,120,Contact detected,False,True,"[488, 488, 488]"
2024-08-12 12:37:29.358425,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:30.378697,"[122, 122, 122]",True,120,Contact detected,False,True,"[488, 488, 488]"
2024-08-12 12:37:31.369051,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:32.358406,"[123, 122]",True,120,Contact detected,False,True,"[485, 488]"
2024-08-12 12:37:33.378679,"[122, 122, 122]",True,120,Contact detected,False,True,"[488, 488, 488]"
2024-08-12 12:37:34.369031,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:35.358387,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:36.348739,"[122, 123, 122]",True,120,Contact detected,False,True,"[488, 485, 488]"
2024-08-12 12:37:37.369013,[122],True,120,Contact detected,False,True,[488]
2024-08-12 12:37:38.358367,"[122, 122]",True,120,Contact detected,False,True,"[488, 488]"
2024-08-12 12:37:39.348720,"[122, 122, 122]",True,120,Contact detected,False,True,"[488, 488, 488]"
2024-08-12 12:37:40.368994,[123],True,120,Contact detected,False,True,[485]
