timestamp_received,rr,rr_interval,hr,ee_status,rr_hr,hrv_uint8,sensor_contact
2024-06-20 10:23:23.956322,[366],True,163,False,[163],True,Sensor contact not supported
2024-06-20 10:23:24.796020,[788],True,76,False,[76],True,Sensor contact not supported
2024-06-20 10:23:25.530577,[733],True,77,False,[81],True,Sensor contact not supported
2024-06-20 10:23:26.311103,[725],True,79,False,[82],True,Sensor contact not supported
2024-06-20 10:23:27.030801,[733],True,80,False,[81],True,Sensor contact not supported
2024-06-20 10:23:27.720420,[725],True,80,False,[82],True,Sensor contact not supported
2024-06-20 10:23:28.455912,[733],True,81,False,[81],True,Sensor contact not supported
2024-06-20 10:23:29.191339,[725],True,81,False,[82],True,Sensor contact not supported
2024-06-20 10:23:29.955652,[733],True,81,False,[81],True,Sensor contact not supported
2024-06-20 10:23:30.645923,[725],True,81,False,[82],True,Sensor contact not supported
2024-06-20 10:23:31.411120,[733],True,81,False,[81],True,Sensor contact not supported
2024-06-20 10:23:32.100480,[725],True,82,False,[82],True,Sensor contact not supported
2024-06-20 10:23:32.835502,[733],True,81,False,[81],True,Sensor contact not supported
2024-06-20 10:23:33.570364,[733],True,81,False,[81],True,Sensor contact not supported
2024-06-20 10:23:34.306057,[725],True,82,False,[82],True,Sensor contact not supported
2024-06-20 10:23:35.070660,[733],True,81,False,[81],True,Sensor contact not supported
2024-06-20 10:23:35.805461,[725],True,82,False,[82],True,Sensor contact not supported
2024-06-20 10:23:36.525503,[733],True,82,False,[81],True,Sensor contact not supported
2024-06-20 10:23:37.215992,[725],True,82,False,[82],True,Sensor contact not supported
2024-06-20 10:23:37.995352,[733],True,82,False,[81],True,Sensor contact not supported
2024-06-20 10:23:38.685577,[725],True,82,False,[82],True,Sensor contact not supported
2024-06-20 10:23:39.450944,[733],True,82,False,[81],True,Sensor contact not supported
2024-06-20 10:23:40.140175,[725],True,82,False,[82],True,Sensor contact not supported
2024-06-20 10:23:40.875364,[733],True,82,False,[81],True,Sensor contact not supported
2024-06-20 10:23:41.610931,[725],True,82,False,[82],True,Sensor contact not supported
2024-06-20 10:23:42.346179,[733],True,82,False,[81],True,Sensor contact not supported
