time,hr,freq,duration
0.0,82.105727,1.3684287833333333,0.0
730.7651024148413,84.55202220519111,1.4092003700865186,730.7651024148413
1440.3873968928115,86.96782396056751,1.4494637326761253,709.6222944779702
2130.2977254208067,89.34042333593288,1.4890070555988815,689.9103285279953
2801.886215374468,91.65937829900403,1.5276563049834004,671.5884899536613
3456.4837166173056,93.91645650328041,1.5652742750546735,654.5975012428376
4095.3493875969625,96.10548219347646,1.6017580365579411,638.8656709796569
4719.663408301941,98.22212338732595,1.637035389788766,624.3140207049782
5330.5237514793935,100.26364935797058,1.671060822632843,610.8603431774527
5928.946015023606,102.22868152795796,1.7038113587992993,598.4222635442129
6515.8654499924605,104.11695392720254,1.7352825654533757,586.9194349688541
7092.140472809123,105.92909336250004,1.7654848893750006,576.2750228166624
7658.557102041226,107.66642469883864,1.7944404116473107,566.4166292321033
8215.833896249173,109.33080317680411,1.8221800529467351,557.2767942079463
8764.62708404796,110.92447333346801,1.848741222224467,548.7931877987867
9305.535669835193,112.44995263770602,1.8741658772951004,540.9085857872342
9839.10637033437,113.90993717044353,1.8984989528407255,533.5707004991764
10365.838291099299,115.30722637655984,1.9217871062759972,526.7319207649289
10886.187291638584,116.64466392609776,1.9440777321016294,520.349000539285
11400.570015892597,117.92509192456684,1.9654181987427808,514.3827242540137
11909.367584084279,119.1513160162698,1.98585526693783,508.7975681916814
12412.928954667943,120.32607926934294,2.005434654489049,503.56137058366403
12911.573972974353,121.45204307641707,2.0242007179402846,498.64501830640984
13405.596127564608,122.53177362576069,2.0421962270960115,494.022154590255
13895.265037305957,123.56773278057156,2.059462213009526,489.6689097413491
14380.82869255685,124.56227244229385,2.0760378740382306,485.56365525089313
14862.515473181347,125.51763166613871,2.0919605277689786,481.68678062449726
15340.53596483301,126.43593594559991,2.1072655990933318,478.0204916516632
15815.08459336387,127.31919819244344,2.121986636540724,474.5486285308598
16286.341095539683,128.1693210159417,2.136155350265695,471.2565021758128
16754.471842620234,128.98809995770816,2.1498016659618027,468.1307470805514
17219.63103187624,129.77722737458745,2.1629537895764575,465.15918925600636
17681.961759799844,130.53829668977235,2.1756382781628725,462.33072792360326
18141.596989625094,131.2728067589512,2.1878801126491867,459.63522982524955
18598.660424782494,131.9789461244541,2.199649102074235,457.0634351574008
19053.278390464846,132.6524721238676,2.210874535397793,454.6179656823515
19505.58809144029,133.3025659950004,2.2217094332500067,452.3097009754456
19955.691955174247,133.93036986524947,2.232172831087491,450.1038637339552
20403.685939364444,134.53695906863686,2.2422826511439475,447.9939841901978
20849.660045032982,135.12334623630915,2.2520557706051525,445.97410566853796
21293.698782018295,135.6904851683258,2.2615080861387633,444.0387369853124
21735.881591856207,136.23927447751697,2.270654574625283,442.1828098379119
22176.283232499864,136.77056100015287,2.279509350002548,440.4016406436567
22614.97412885389,137.28514297104982,2.2880857161841637,438.69089635402634
23052.020692680922,137.78377296276267,2.2963962160460443,437.0465638270325
23487.48561507215,138.26716058986025,2.3044526764976707,435.46492239122745
23921.428134351743,138.7359749800824,2.31226624966804,433.9425192795934
