rr,hrv_uint8,ee_status,sensor_contact,hr,rr_hr,rr_interval,timestamp_received
,True,False,Sensor contact not supported,0,,False,2024-06-19 12:31:39.125104
[775],True,False,Sensor contact not supported,0,[77],True,2024-06-19 12:31:40.122077
[774],True,False,Sensor contact not supported,0,[77],True,2024-06-19 12:31:41.114427
[10760],True,False,Sensor contact not supported,76,[5],True,2024-06-19 12:31:42.116645
"[736, 732]",True,False,Sensor contact not supported,76,"[81, 81]",True,2024-06-19 12:31:43.115024
[729],True,False,Sensor contact not supported,77,[82],True,2024-06-19 12:31:44.107013
[730],True,False,Sensor contact not supported,78,[82],True,2024-06-19 12:31:45.102661
"[730, 728]",True,False,Sensor contact not supported,80,"[82, 82]",True,2024-06-19 12:31:46.105497
[729],True,False,Sensor contact not supported,80,[82],True,2024-06-19 12:31:47.104556
"[730, 729]",True,False,Sensor contact not supported,80,"[82, 82]",True,2024-06-19 12:31:48.097949
[730],True,False,Sensor contact not supported,80,[82],True,2024-06-19 12:31:49.093751
[729],True,False,Sensor contact not supported,81,[82],True,2024-06-19 12:31:50.092751
"[730, 729]",True,False,Sensor contact not supported,81,"[82, 82]",True,2024-06-19 12:31:51.094931
[730],True,False,Sensor contact not supported,81,[82],True,2024-06-19 12:31:52.092696
[730],True,False,Sensor contact not supported,81,[82],True,2024-06-19 12:31:53.082934
"[730, 730]",True,False,Sensor contact not supported,81,"[82, 82]",True,2024-06-19 12:31:54.087685
[730],True,False,Sensor contact not supported,81,[82],True,2024-06-19 12:31:55.078882
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 12:31:56.082079
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 12:31:58.077718
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 12:31:58.077718
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 12:31:59.069549
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 12:32:00.068328
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 12:32:01.067774
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 12:32:02.066959
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 12:32:03.062362
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 12:32:04.055632
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 12:32:05.052566
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 12:32:06.057092
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 12:32:07.054714
