rr,hrv_uint8,ee_status,sensor_contact,hr,rr_hr,rr_interval,timestamp_received
,True,False,Sensor contact not supported,0,,False,2024-06-19 13:11:10.192599
,True,False,Sensor contact not supported,0,,False,2024-06-19 13:11:11.187143
[778],True,False,Sensor contact not supported,0,[77],True,2024-06-19 13:11:12.183719
[775],True,False,Sensor contact not supported,0,[77],True,2024-06-19 13:11:13.184190
"[23217, 734]",True,False,Sensor contact not supported,76,"[2, 81]",True,2024-06-19 13:11:14.178088
[730],True,False,Sensor contact not supported,76,[82],True,2024-06-19 13:11:15.175423
[730],True,False,Sensor contact not supported,77,[82],True,2024-06-19 13:11:16.171616
"[728, 730]",True,False,Sensor contact not supported,79,"[82, 82]",True,2024-06-19 13:11:17.168348
[730],True,False,Sensor contact not supported,79,[82],True,2024-06-19 13:11:18.172073
"[729, 729]",True,False,Sensor contact not supported,80,"[82, 82]",True,2024-06-19 13:11:19.164042
[730],True,False,Sensor contact not supported,80,[82],True,2024-06-19 13:11:20.166565
[729],True,False,Sensor contact not supported,80,[82],True,2024-06-19 13:11:21.157368
"[730, 729]",True,False,Sensor contact not supported,81,"[82, 82]",True,2024-06-19 13:11:22.160381
[730],True,False,Sensor contact not supported,81,[82],True,2024-06-19 13:11:23.156005
[730],True,False,Sensor contact not supported,81,[82],True,2024-06-19 13:11:24.161781
"[730, 730]",True,False,Sensor contact not supported,81,"[82, 82]",True,2024-06-19 13:11:25.151050
[730],True,False,Sensor contact not supported,81,[82],True,2024-06-19 13:11:26.150206
"[730, 730]",True,False,Sensor contact not supported,81,"[82, 82]",True,2024-06-19 13:11:27.147196
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:28.141146
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:29.143796
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:30.135835
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:31.131993
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:32.137635
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:33.135198
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:34.125598
"[730, 731]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:35.121806
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:36.123841
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:37.124550
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:38.115514
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:39.112771
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:40.112275
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:41.111436
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:42.105593
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:43.104599
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:44.100502
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:45.104875
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:46.097972
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:47.092831
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:48.093562
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:49.094581
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:50.092182
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:51.089524
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:52.087277
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:53.082008
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:54.076593
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:55.078139
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:56.076349
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:11:57.070013
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:58.065771
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:11:59.062134
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:12:00.064441
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:12:01.063424
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:12:02.058466
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:12:03.057039
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:12:04.052232
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:12:05.048843
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:12:06.050219
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:12:07.043956
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:12:08.045619
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:12:09.040632
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:12:10.038711
"[730, 730]",True,False,Sensor contact not supported,82,"[82, 82]",True,2024-06-19 13:12:11.039557
[730],True,False,Sensor contact not supported,82,[82],True,2024-06-19 13:12:12.031924
"[730, 698]",True,False,Sensor contact not supported,82,"[82, 85]",True,2024-06-19 13:12:13.027501
[680],True,False,Sensor contact not supported,82,[88],True,2024-06-19 13:12:14.032066
"[672, 638]",True,False,Sensor contact not supported,83,"[89, 94]",True,2024-06-19 13:12:15.023900
"[597, 560]",True,False,Sensor contact not supported,89,"[100, 107]",True,2024-06-19 13:12:16.025025
"[545, 539]",True,False,Sensor contact not supported,97,"[110, 111]",True,2024-06-19 13:12:17.017942
"[532, 527]",True,False,Sensor contact not supported,102,"[112, 113]",True,2024-06-19 13:12:18.021960
"[523, 519]",True,False,Sensor contact not supported,106,"[114, 115]",True,2024-06-19 13:12:19.014986
"[511, 504]",True,False,Sensor contact not supported,110,"[117, 119]",True,2024-06-19 13:12:20.012523
"[501, 493]",True,False,Sensor contact not supported,113,"[119, 121]",True,2024-06-19 13:12:22.012611
"[489, 487]",True,False,Sensor contact not supported,116,"[122, 123]",True,2024-06-19 13:12:22.012611
"[479, 473]",True,False,Sensor contact not supported,119,"[125, 126]",True,2024-06-19 13:12:23.009050
"[472, 467]",True,False,Sensor contact not supported,121,"[127, 128]",True,2024-06-19 13:12:24.007273
"[460, 459, 455]",True,False,Sensor contact not supported,125,"[130, 130, 131]",True,2024-06-19 13:12:24.998956
"[451, 448]",True,False,Sensor contact not supported,128,"[133, 133]",True,2024-06-19 13:12:26.002365
"[449, 441]",True,False,Sensor contact not supported,130,"[133, 136]",True,2024-06-19 13:12:26.997681
"[429, 426]",True,False,Sensor contact not supported,132,"[139, 140]",True,2024-06-19 13:12:27.989937
"[443, 439, 428]",True,False,Sensor contact not supported,135,"[135, 136, 140]",True,2024-06-19 13:12:29.992044
"[426, 423]",True,False,Sensor contact not supported,136,"[140, 141]",True,2024-06-19 13:12:29.992044
"[423, 420, 416]",True,False,Sensor contact not supported,139,"[141, 142, 144]",True,2024-06-19 13:12:30.989594
"[417, 419]",True,False,Sensor contact not supported,141,"[143, 143]",True,2024-06-19 13:12:31.983737
"[415, 412]",True,False,Sensor contact not supported,142,"[144, 145]",True,2024-06-19 13:12:32.985390
"[412, 408, 402]",True,False,Sensor contact not supported,144,"[145, 147, 149]",True,2024-06-19 13:12:33.977446
"[403, 405]",True,False,Sensor contact not supported,145,"[148, 148]",True,2024-06-19 13:12:34.975186
"[406, 395, 399]",True,False,Sensor contact not supported,147,"[147, 151, 150]",True,2024-06-19 13:12:35.977061
"[400, 399]",True,False,Sensor contact not supported,148,"[150, 150]",True,2024-06-19 13:12:36.974993
"[395, 399, 392]",True,False,Sensor contact not supported,149,"[151, 150, 153]",True,2024-06-19 13:12:37.968563
"[394, 394, 394]",True,False,Sensor contact not supported,151,"[152, 152, 152]",True,2024-06-19 13:12:38.965956
"[393, 393]",True,False,Sensor contact not supported,151,"[152, 152]",True,2024-06-19 13:12:39.964537
"[393, 391, 391]",True,False,Sensor contact not supported,152,"[152, 153, 153]",True,2024-06-19 13:12:40.963179
"[391, 392]",True,False,Sensor contact not supported,152,"[153, 153]",True,2024-06-19 13:12:41.957969
"[390, 390, 387]",True,False,Sensor contact not supported,153,"[153, 153, 155]",True,2024-06-19 13:12:42.952932
"[389, 390]",True,False,Sensor contact not supported,153,"[154, 153]",True,2024-06-19 13:12:43.957333
"[390, 388, 388]",True,False,Sensor contact not supported,154,"[153, 154, 154]",True,2024-06-19 13:12:44.952191
"[388, 384]",True,False,Sensor contact not supported,154,"[154, 156]",True,2024-06-19 13:12:45.951936
"[384, 388, 388]",True,False,Sensor contact not supported,155,"[156, 154, 154]",True,2024-06-19 13:12:46.949718
"[384, 382, 382]",True,False,Sensor contact not supported,155,"[156, 157, 157]",True,2024-06-19 13:12:47.947086
"[383, 384]",True,False,Sensor contact not supported,156,"[156, 156]",True,2024-06-19 13:12:49.939303
"[385, 384, 383]",True,False,Sensor contact not supported,156,"[155, 156, 156]",True,2024-06-19 13:12:49.939303
"[384, 385, 384]",True,False,Sensor contact not supported,156,"[156, 155, 156]",True,2024-06-19 13:12:50.939524
"[381, 381]",True,False,Sensor contact not supported,156,"[157, 157]",True,2024-06-19 13:12:51.937568
"[386, 385, 382]",True,False,Sensor contact not supported,156,"[155, 155, 157]",True,2024-06-19 13:12:52.934575
"[381, 381]",True,False,Sensor contact not supported,156,"[157, 157]",True,2024-06-19 13:12:53.930824
"[383, 383, 383]",True,False,Sensor contact not supported,156,"[156, 156, 156]",True,2024-06-19 13:12:54.930286
"[381, 377, 385]",True,False,Sensor contact not supported,157,"[157, 159, 155]",True,2024-06-19 13:12:55.921277
"[386, 381]",True,False,Sensor contact not supported,156,"[155, 157]",True,2024-06-19 13:12:56.918309
"[381, 380, 382]",True,False,Sensor contact not supported,157,"[157, 157, 157]",True,2024-06-19 13:12:57.921614
"[383, 382]",True,False,Sensor contact not supported,157,"[156, 157]",True,2024-06-19 13:12:58.919912
"[380, 378, 379]",True,False,Sensor contact not supported,157,"[157, 158, 158]",True,2024-06-19 13:12:59.910466
"[387, 381, 381]",True,False,Sensor contact not supported,157,"[155, 157, 157]",True,2024-06-19 13:13:00.915340
"[379, 384]",True,False,Sensor contact not supported,157,"[158, 156]",True,2024-06-19 13:13:02.909271
"[379, 380, 384]",True,False,Sensor contact not supported,157,"[158, 157, 156]",True,2024-06-19 13:13:02.909271
"[383, 377]",True,False,Sensor contact not supported,157,"[156, 159]",True,2024-06-19 13:13:03.900359
"[381, 381, 381]",True,False,Sensor contact not supported,157,"[157, 157, 157]",True,2024-06-19 13:13:04.903574
"[381, 387, 381]",True,False,Sensor contact not supported,157,"[157, 155, 157]",True,2024-06-19 13:13:05.901705
"[380, 379]",True,False,Sensor contact not supported,157,"[157, 158]",True,2024-06-19 13:13:06.897113
"[378, 381, 383]",True,False,Sensor contact not supported,157,"[158, 157, 156]",True,2024-06-19 13:13:07.890695
"[380, 381]",True,False,Sensor contact not supported,157,"[157, 157]",True,2024-06-19 13:13:09.891561
"[381, 385, 381]",True,False,Sensor contact not supported,157,"[157, 155, 157]",True,2024-06-19 13:13:09.892600
"[378, 383, 381]",True,False,Sensor contact not supported,157,"[158, 156, 157]",True,2024-06-19 13:13:10.889555
"[380, 383]",True,False,Sensor contact not supported,157,"[157, 156]",True,2024-06-19 13:13:11.882772
"[381, 379, 377]",True,False,Sensor contact not supported,157,"[157, 158, 159]",True,2024-06-19 13:13:12.880321
"[376, 377, 379]",True,False,Sensor contact not supported,158,"[159, 159, 158]",True,2024-06-19 13:13:13.882506
"[380, 380]",True,False,Sensor contact not supported,158,"[157, 157]",True,2024-06-19 13:13:14.879544
