rr_interval,hr,hrv_uint8,sensor_contact,ee_status,timestamp_received,rr,rr_hr
False,180,True,Contact detected,False,2024-08-12 13:08:23.585374,,
False,180,True,Contact detected,False,2024-08-12 13:08:24.245609,,
False,180,True,Contact detected,False,2024-08-12 13:08:25.265882,,
False,180,True,Contact detected,False,2024-08-12 13:08:26.256235,,
False,180,True,Contact detected,False,2024-08-12 13:08:27.245590,,
True,180,True,Contact detected,False,2024-08-12 13:08:28.235943,"[322, 326, 326]","[186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:29.256216,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:30.245571,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:31.235924,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:32.256197,"[326, 322, 326]","[184, 186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:33.245552,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:34.235904,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:35.256178,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:36.245533,"[322, 326]","[186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:37.235885,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:38.286079,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:39.275434,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:40.265787,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:41.256139,"[322, 326, 326]","[186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:42.245495,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:43.235848,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:44.256120,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:45.245476,"[322, 326, 326]","[186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:46.235828,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:47.256101,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:48.245457,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:49.235810,"[326, 322, 326, 326]","[184, 186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:50.256084,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:51.245437,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:52.235791,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:53.256063,"[322, 326]","[186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:54.245419,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:55.235771,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:56.256044,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:57.245399,"[326, 326, 322]","[184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:08:58.235753,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:08:59.256026,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:09:00.245381,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:09:01.235733,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:09:02.256006,"[326, 322, 326]","[184, 186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:09:03.245361,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:09:04.235715,"[326, 326]","[184, 184]"
