rr_interval,hr,hrv_uint8,sensor_contact,ee_status,timestamp_received,rr,rr_hr
False,180,True,Contact detected,False,2024-08-12 13:02:41.295723,,
False,180,True,Contact detected,False,2024-08-12 13:02:42.273111,,
False,180,True,Contact detected,False,2024-08-12 13:02:43.263508,,
False,180,True,Contact detected,False,2024-08-12 13:02:44.282739,,
True,180,True,Contact detected,False,2024-08-12 13:02:45.273091,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:46.262448,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:47.282719,"[326, 322]","[184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:02:48.273069,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:49.263420,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:50.282695,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:51.273047,"[326, 326, 322, 326]","[184, 184, 186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:52.293319,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:53.282675,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:54.273528,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:55.262834,"[322, 326]","[186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:56.282524,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:57.272419,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:58.262694,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:59.282435,"[322, 326, 326, 326]","[186, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:00.272789,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:01.263142,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:02.282416,"[326, 326, 326, 322]","[184, 184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:03:03.272768,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:04.263224,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:05.282460,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:06.272811,"[326, 326, 322]","[184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:03:07.323004,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:08.282439,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:09.272793,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:10.262147,"[326, 326, 322, 326]","[184, 184, 186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:11.282422,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:12.272910,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:13.262263,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:14.282537,"[322, 326, 326]","[186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:15.272890,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:16.262285,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:17.282518,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:18.272872,"[322, 326]","[186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:19.263165,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:20.282440,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:21.272794,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:22.263147,"[322, 326, 326, 326]","[186, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:23.282422,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:24.272774,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:25.293047,"[326, 326, 322]","[184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:03:26.282402,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:27.272755,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:28.263108,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:29.282384,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:30.272736,"[322, 326, 326, 326]","[186, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:31.263090,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:32.282364,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:33.272717,"[326, 326, 322, 326]","[184, 184, 186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:34.263070,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:35.282345,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:36.272698,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:37.263051,"[326, 322]","[184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:03:38.282326,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:39.272679,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:40.263032,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:41.282307,"[326, 322, 326, 326]","[184, 186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:42.272660,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:03:43.263014,"[333, 489]","[180, 122]"
True,180,True,Contact detected,False,2024-08-12 13:03:44.282288,"[489, 489]","[122, 122]"
True,180,True,Contact detected,False,2024-08-12 13:03:45.272641,"[489, 489]","[122, 122]"
True,180,True,Contact detected,False,2024-08-12 13:03:46.262994,"[492, 481]","[121, 124]"
True,166,True,Contact detected,False,2024-08-12 13:03:47.282269,"[489, 489]","[122, 122]"
True,149,True,Contact detected,False,2024-08-12 13:03:48.272622,"[489, 489]","[122, 122]"
True,139,True,Contact detected,False,2024-08-12 13:03:49.262975,[489],[122]
True,122,True,Contact detected,False,2024-08-12 13:03:50.252330,"[489, 492, 481]","[122, 121, 124]"
True,121,True,Contact detected,False,2024-08-12 13:03:51.272604,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:03:52.292876,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:03:53.252311,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:03:54.272584,"[492, 481]","[121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:03:55.262937,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:03:56.252292,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:03:57.272565,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:03:58.292837,"[492, 481]","[121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:03:59.282193,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:00.272546,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:01.262899,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:02.252254,"[492, 481]","[121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:04:03.272527,[489],[122]
True,120,True,Contact detected,False,2024-08-12 13:04:04.292800,"[489, 489, 489]","[122, 122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:05.252235,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:06.272508,"[492, 481]","[121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:04:07.262861,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:08.252216,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:09.272489,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:10.262842,"[492, 481]","[121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:04:11.252199,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:12.272469,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:13.262824,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:14.252177,"[492, 481]","[121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:04:15.272451,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:16.262803,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:17.252159,[489],[122]
True,120,True,Contact detected,False,2024-08-12 13:04:18.272432,"[489, 492, 481]","[122, 121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:04:19.262785,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:20.282698,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:21.272093,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:22.262405,"[492, 481]","[121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:04:23.252401,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:24.272674,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:25.263027,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:26.252383,"[492, 481]","[121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:04:27.272655,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:28.263009,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:29.252365,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:30.302556,"[492, 481]","[121, 124]"
True,120,True,Contact detected,False,2024-08-12 13:04:31.292909,[489],[122]
True,120,True,Contact detected,False,2024-08-12 13:04:32.282264,"[489, 489, 489]","[122, 122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:33.272617,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:34.262971,"[485, 489]","[123, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:35.252325,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:36.272974,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:37.262329,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:38.252682,"[485, 489]","[123, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:39.272955,"[489, 489]","[122, 122]"
True,120,True,Contact detected,False,2024-08-12 13:04:40.262310,"[489, 489]","[122, 122]"
