sensor_contact,rr_hr,hr,timestamp_received,rr,rr_interval,hrv_uint8,ee_status
Sensor contact not supported,[163],163,2024-06-19 15:19:28.674541,[366],True,True,False
Sensor contact not supported,[234],171,2024-06-19 15:19:28.929167,[256],True,True,False
Sensor contact not supported,[220],177,2024-06-19 15:19:29.259299,[272],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:29.603835,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:29.963950,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:30.324039,[327],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:30.608876,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:30.954717,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:31.329463,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:31.614244,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:31.959727,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:32.319465,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:32.679707,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:32.979000,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:33.309611,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:33.654662,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:33.984247,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:34.329562,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:34.659105,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:34.989370,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:35.318819,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:35.665411,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:35.994382,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:36.324468,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:36.655012,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:36.999220,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:37.374706,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:37.659086,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:37.989619,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:38.364749,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:38.664166,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:38.994616,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:39.324119,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:39.699983,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:40.013816,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:40.374674,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:40.658854,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:41.049286,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:41.364426,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:41.678795,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:42.038822,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:42.339009,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:42.698946,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:42.998855,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:43.329730,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:19:43.658939,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:19:44.018788,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:19:44.319616,[327],True,True,False
