sensor_contact,rr_hr,hr,timestamp_received,rr,rr_interval,hrv_uint8,ee_status
Sensor contact not supported,[163],163,2024-06-19 15:30:56.536476,[366],True,True,False
Sensor contact not supported,[227],170,2024-06-19 15:30:56.895746,[264],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:30:57.196280,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:30:57.525901,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:30:57.870706,[327],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:30:58.216312,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:30:58.545839,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:30:58.876303,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:30:59.236436,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:30:59.596181,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:30:59.880725,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:31:00.210828,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:31:00.570872,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:31:00.900869,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:31:01.231568,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:31:01.576534,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:31:01.905968,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:31:02.251204,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:31:02.581467,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:31:02.925551,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:31:03.255905,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:31:03.586611,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:31:03.915803,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:31:04.261074,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:31:04.591854,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:31:04.920769,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:31:05.250732,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:31:05.596318,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:31:05.926596,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:31:06.256196,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:31:06.585953,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:31:06.961527,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:31:07.260785,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:31:07.590761,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:31:07.920750,[327],True,True,False
