sensor_contact,rr_hr,hr,timestamp_received,rr,rr_interval,hrv_uint8,ee_status
Sensor contact not supported,[163],163,2024-06-19 15:08:05.583181,[366],True,True,False
Sensor contact not supported,[154],161,2024-06-19 15:08:06.017834,[389],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:06.362855,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:06.692969,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:07.098905,[327],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:07.382693,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:07.713511,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:08.058225,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:08.388377,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:08.718742,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:09.048215,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:09.393510,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:09.737819,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:10.068287,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:10.398402,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:10.743477,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:11.073506,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:11.417972,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:11.763117,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:12.093481,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:12.423062,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:12.753344,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:13.113184,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:13.488152,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:13.803134,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:14.087693,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:14.479056,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:14.763616,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:15.108261,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:15.467832,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:15.768456,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:16.098423,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:16.428306,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:16.758323,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:17.132918,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:17.433374,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:17.763100,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:18.107665,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:18.467920,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:18.753207,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:19.098371,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:19.473139,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:19.758302,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:20.132787,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:20.432850,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:20.763393,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:21.093062,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:21.423335,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:21.783353,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:22.142929,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:22.427637,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:22.757917,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:23.132826,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:23.432923,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:23.762858,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:24.093107,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:24.423195,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:24.768232,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:25.098462,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:25.428007,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:25.773477,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:26.133035,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:26.432896,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:26.762717,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:27.093555,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:27.423551,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:27.767903,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:28.098195,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:28.443569,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:28.803066,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:29.088243,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:29.432701,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:29.762955,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:30.093015,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:30.423256,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:30.768471,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:31.098764,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:31.428142,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:31.758405,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:32.133418,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:32.434081,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:32.762880,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:33.092692,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:33.422956,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:33.768331,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:34.098434,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:34.427677,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:34.758104,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:35.088104,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:35.432710,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:35.762695,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:36.093314,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:36.423478,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:36.768978,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:37.098385,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:37.427821,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:37.757661,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:38.133011,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:38.433097,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:38.762579,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:39.092744,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:39.422892,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:39.768446,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:40.097701,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:40.473515,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:40.803283,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:41.088305,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:41.448284,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:41.807938,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:42.093490,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:42.422675,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:42.767987,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:43.098702,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:43.472752,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:43.757823,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:44.087833,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:44.433286,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:44.762606,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:45.093466,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:45.423834,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:45.753236,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:46.097815,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:46.473557,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:46.758444,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:47.132709,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:47.433013,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:47.762517,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:48.093415,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:48.423198,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:48.768478,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:49.112745,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:49.473006,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:49.758466,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:50.132684,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:50.433451,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:08:50.777827,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:51.138427,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:51.422640,[334],True,True,False
Sensor contact not supported,[183],181,2024-06-19 15:08:51.768208,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:52.098106,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:08:52.442706,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:08:52.803085,[327],True,True,False
