sensor_contact,rr_hr,hr,timestamp_received,rr,rr_interval,hrv_uint8,ee_status
Sensor contact not supported,[163],163,2024-06-19 15:13:47.706298,[366],True,True,False
Sensor contact not supported,[183],182,2024-06-19 15:13:48.111109,[327],True,True,False
Sensor contact not supported,[179],181,2024-06-19 15:13:48.427210,[334],True,True,False
Sensor contact not supported,[183],182,2024-06-19 15:13:48.756112,[327],True,True,False
Sensor contact not supported,[179],181,2024-06-19 15:13:49.102080,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:49.476548,[334],True,True,False
Sensor contact not supported,[183],181,2024-06-19 15:13:49.761261,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:50.091568,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:50.466131,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:50.765851,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:51.111413,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:51.441509,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:51.786196,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:52.116487,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:52.446365,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:52.791375,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:53.136871,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:53.465957,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:53.810912,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:54.171121,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:54.471117,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:54.801470,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:55.131726,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:55.506723,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:55.806116,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:56.136284,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:56.466174,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:56.796793,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:57.140931,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:57.470829,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:57.801369,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:58.146797,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:58.505960,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:58.821204,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:59.181043,[334],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:13:59.465898,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:13:59.796300,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:14:00.141225,[334],True,True,False
