sensor_contact,rr,rr_hr,rr_interval,timestamp_received,hrv_uint8,hr,ee_status
Sensor contact not supported,,,False,2024-06-19 10:52:39.193669,True,0,False
Sensor contact not supported,[333],[180],True,2024-06-19 10:52:40.188070,True,0,False
Sensor contact not supported,"[333, 25666, 333]","[180, 2, 180]",True,2024-06-19 10:52:41.186686,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:42.186198,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:43.180631,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:44.177729,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:45.175381,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:46.176479,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:48.171156,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:48.172191,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:50.166169,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:50.167171,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:51.162079,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:52.161436,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:53.153154,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:54.153634,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:55.150860,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:56.151546,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:57.148243,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:58.139626,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:52:59.137398,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:00.142144,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:01.139695,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:02.132796,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:03.133208,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:04.124682,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:05.124853,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:06.126645,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:07.123595,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:08.121666,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:10.117186,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:10.117186,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:11.107912,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:12.110752,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:13.103401,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:14.103783,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:15.101078,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:16.100342,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:17.097911,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:18.096548,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:19.092075,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 10:53:20.092132,True,180,False
