ee_status,hr,sensor_contact,rr,timestamp_received,rr_hr,rr_interval,hrv_uint8
False,120,Sensor contact not supported,"[16500, 499]",2024-06-20 14:26:19.659343,"[3, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:20.435975,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:21.211352,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:21.988329,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:22.763990,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:23.540860,"[120, 120]",True,True
False,120,Sensor contact not supported,[499],2024-06-20 14:26:24.316489,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:25.093267,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:25.868965,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:26.645793,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:27.421985,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:28.197728,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:28.973861,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:29.750618,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:30.526272,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:31.302889,[120],True,True
False,120,Sensor contact not supported,"[499, 500]",2024-06-20 14:26:32.079126,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:32.855679,[120],True,True
False,119,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:33.631495,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:34.408020,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:35.184008,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:35.960938,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:36.736913,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:37.512911,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:38.289610,[120],True,True
False,120,Sensor contact not supported,"[500, 499]",2024-06-20 14:26:39.065244,"[120, 120]",True,True
False,119,Sensor contact not supported,[500],2024-06-20 14:26:39.841934,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:40.618143,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:41.394238,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:42.170827,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:42.946463,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:43.748976,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:44.499046,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:45.275087,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:46.051918,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:46.827690,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:47.604673,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:48.380367,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:49.156596,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:49.932704,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:50.708923,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:51.486221,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:52.261840,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:53.037754,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:53.814534,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:54.590272,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:55.366618,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:56.142959,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:56.918768,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:26:57.695572,"[120, 120]",True,True
False,120,Sensor contact not supported,"[499, 500]",2024-06-20 14:26:58.471553,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:26:59.248003,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:00.024131,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:27:00.800831,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:01.576795,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:27:02.353050,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:03.129851,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:27:03.905459,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:04.682196,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:27:05.457627,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:06.234572,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:07.010419,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:27:07.786418,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:08.563232,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:27:09.339306,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:10.115022,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:27:10.891576,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:11.667581,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:27:12.444452,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:13.220852,"[120, 120]",True,True
False,119,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:13.997108,"[120, 120]",True,True
False,120,Sensor contact not supported,[499],2024-06-20 14:27:14.773286,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:15.549156,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:27:16.326234,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:17.101372,"[120, 120]",True,True
False,119,Sensor contact not supported,[500],2024-06-20 14:27:17.878089,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:27:18.653949,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 382]",2024-06-20 14:27:19.430654,"[120, 157]",True,True
False,120,Sensor contact not supported,"[333, 333]",2024-06-20 14:27:20.206426,"[180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333]",2024-06-20 14:27:20.982505,"[180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:27:21.758961,"[180, 180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333]",2024-06-20 14:27:22.277080,"[180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333]",2024-06-20 14:27:23.052842,"[180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:27:23.829177,"[180, 180, 180]",True,True
