ee_status,hr,sensor_contact,rr,timestamp_received,rr_hr,rr_interval,hrv_uint8
False,120,Sensor contact not supported,"[20410, 254]",2024-06-20 14:37:46.385329,"[2, 236]",True,True
False,120,Sensor contact not supported,[502],2024-06-20 14:37:47.161702,[119],True,True
False,120,Sensor contact not supported,"[500, 499]",2024-06-20 14:37:47.938408,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:37:48.714370,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:37:49.490182,"[120, 120]",True,True
False,120,Sensor contact not supported,[499],2024-06-20 14:37:50.266975,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:37:51.043464,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:37:51.819783,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:37:52.595178,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:37:53.371711,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:37:54.148396,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:37:54.924015,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:37:55.700048,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:37:56.477270,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:37:57.252677,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:37:58.029259,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:37:58.805315,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:37:59.581687,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:38:00.357694,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:38:01.134158,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:38:01.910652,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:38:02.686394,[120],True,True
