ee_status,hr,sensor_contact,rr,timestamp_received,rr_hr,rr_interval,hrv_uint8
False,119,Sensor contact not supported,"[20164, 155]",2024-06-20 14:43:28.456734,"[2, 387]",True,True
False,119,Sensor contact not supported,[505],2024-06-20 14:43:29.233338,[118],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:30.008949,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:30.784992,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:31.561915,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:32.337506,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:33.113682,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:33.890083,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:34.666978,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:35.442715,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:36.218892,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:36.995509,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:37.771158,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:38.548052,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:39.323760,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:40.100392,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:40.876532,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:41.652933,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:42.428889,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:43.205002,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:43.981089,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:44.758043,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:45.534005,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:46.310559,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:47.086480,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:47.863093,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:48.638578,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:49.415619,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:50.191004,[120],True,True
False,119,Sensor contact not supported,"[500, 499]",2024-06-20 14:43:50.967762,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:51.744056,[120],True,True
False,119,Sensor contact not supported,"[500, 499]",2024-06-20 14:43:52.520366,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:53.296652,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:54.072686,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:54.848729,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:55.625197,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:56.401029,[120],True,True
False,120,Sensor contact not supported,"[499, 500]",2024-06-20 14:43:57.178242,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:57.953539,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:43:58.730245,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:43:59.506653,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:00.282470,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:01.058871,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:01.835065,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:02.611739,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:03.387691,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:04.164269,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:04.940758,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:05.716339,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:06.493177,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:07.268764,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:08.044876,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:08.821941,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:09.597721,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:10.373907,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:11.149807,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:11.926263,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:12.961054,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:13.479344,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:14.254840,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:15.031263,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:15.808159,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:16.583559,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:17.360023,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:18.136262,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:18.913177,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:19.689269,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:20.465102,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:21.241727,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:22.017990,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:22.793568,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:23.570181,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:24.346234,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:25.122954,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:25.898484,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:26.674967,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:44:27.451014,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:44:28.227779,"[120, 120]",True,True
False,120,Sensor contact not supported,"[497, 334]",2024-06-20 14:44:29.003754,"[120, 179]",True,True
False,120,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:29.780006,"[180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:30.556676,"[180, 180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:31.332392,"[180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:32.109208,"[180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:32.885104,"[180, 180, 180]",True,True
False,120,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:33.661618,"[180, 180]",True,True
False,127,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:34.437551,"[180, 180]",True,True
False,139,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:35.213533,"[180, 180, 180]",True,True
False,153,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:35.989896,"[180, 180]",True,True
False,156,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:36.766117,"[180, 180]",True,True
False,164,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:37.542916,"[180, 180, 180]",True,True
False,167,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:38.318962,"[180, 180]",True,True
False,172,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:39.095751,"[180, 180]",True,True
False,172,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:39.871294,"[180, 180, 180]",True,True
False,175,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:40.647452,"[180, 180]",True,True
False,176,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:41.423916,"[180, 180]",True,True
False,177,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:42.200250,"[180, 180]",True,True
False,178,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:42.976176,"[180, 180, 180]",True,True
False,178,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:44.011677,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:44.787424,"[180, 180]",True,True
False,179,Sensor contact not supported,"[332, 333, 333]",2024-06-20 14:44:45.305540,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:46.081033,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:46.857860,"[180, 180]",True,True
False,179,Sensor contact not supported,"[332, 334, 333]",2024-06-20 14:44:47.634131,"[180, 179, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:48.409823,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:49.186409,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:49.963035,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:50.738534,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:51.514777,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:52.291852,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:53.067379,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:53.843554,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:54.619777,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:55.396445,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:55.914285,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:56.690025,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:57.466308,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:58.242769,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:44:59.019156,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:44:59.795110,"[180, 180]",True,True
False,180,Sensor contact not supported,"[332, 333]",2024-06-20 14:45:00.571501,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:01.347797,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:02.124136,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:02.900320,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:03.676123,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:04.452662,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:05.228777,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:06.005168,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:06.781122,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:07.557148,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:08.333687,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:09.110672,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:09.886407,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:10.662545,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:11.438644,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:12.215193,"[180, 180]",True,True
False,179,Sensor contact not supported,"[332, 334]",2024-06-20 14:45:12.991840,"[180, 179]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:13.767449,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:14.543826,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:15.320682,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:16.096128,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:16.872995,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:17.648698,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:18.683843,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:19.201403,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:19.977507,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:20.753697,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:21.530687,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:22.306563,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:23.082194,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:23.859295,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:24.635308,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:25.411550,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:26.188071,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:26.963698,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:27.739929,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:28.516279,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:29.292567,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:30.068630,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:30.845498,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:31.621322,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:32.397424,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:33.174028,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:33.949677,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:34.726040,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:35.502944,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:36.279390,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:37.055477,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:37.831269,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:38.608077,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:39.384290,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:40.159993,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:40.936365,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:41.712433,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:42.489322,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:43.265454,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:44.041458,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:44.817511,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:45.593797,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:46.370749,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:47.146861,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:47.922864,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:48.699542,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:49.475605,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:50.252008,"[180, 180, 180]",True,True
False,179,Sensor contact not supported,"[332, 334]",2024-06-20 14:45:51.028464,"[180, 179]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:51.804182,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:52.581187,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:53.615661,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:54.133021,"[180, 180]",True,True
False,179,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:54.909770,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:55.685644,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:56.461675,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333, 333]",2024-06-20 14:45:57.238348,"[180, 180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:58.014186,"[180, 180]",True,True
False,180,Sensor contact not supported,"[333, 333]",2024-06-20 14:45:58.935598,"[180, 180]",True,True
False,180,Sensor contact not supported,[333],2024-06-20 14:45:59.566090,[180],True,True
False,180,Sensor contact not supported,,2024-06-20 14:46:00.343452,,False,True
False,180,Sensor contact not supported,,2024-06-20 14:46:01.119758,,False,True
