ee_status,hr,sensor_contact,rr,timestamp_received,rr_hr,rr_interval,hrv_uint8
False,120,Sensor contact not supported,"[20717, 280]",2024-06-20 14:32:03.280287,"[2, 214]",True,True
False,120,Sensor contact not supported,[501],2024-06-20 14:32:04.056216,[119],True,True
False,119,Sensor contact not supported,"[500, 499]",2024-06-20 14:32:04.832236,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:05.608360,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:06.385037,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:07.161655,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:07.937610,"[120, 120]",True,True
False,119,Sensor contact not supported,[500],2024-06-20 14:32:08.714063,[120],True,True
False,120,Sensor contact not supported,"[500, 499]",2024-06-20 14:32:09.489707,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:10.266649,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:11.042210,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:11.818871,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:12.594694,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:13.371488,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:14.147306,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:14.923931,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:15.699555,[120],True,True
False,120,Sensor contact not supported,"[499, 500]",2024-06-20 14:32:16.475874,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:17.252047,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:18.029106,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:18.805268,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:19.580737,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:20.357792,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:21.133491,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:21.910307,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:22.686585,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:23.462431,"[120, 120]",True,True
False,120,Sensor contact not supported,[499],2024-06-20 14:32:24.239065,[120],True,True
False,119,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:25.014679,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:25.791488,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:26.567894,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:27.344294,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:28.112198,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:28.896618,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:29.672765,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:30.448218,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:31.224420,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:32.001663,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:32.777796,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:33.553957,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:34.329457,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:35.106152,"[120, 120]",True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:35.882401,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:36.658249,[120],True,True
False,120,Sensor contact not supported,"[500, 500]",2024-06-20 14:32:37.434658,"[120, 120]",True,True
False,120,Sensor contact not supported,[500],2024-06-20 14:32:38.211226,[120],True,True
