rr,hrv_uint8,ee_status,sensor_contact,hr,rr_hr,rr_interval,timestamp_received
,True,False,Sensor contact not supported,0,,False,2024-06-19 13:18:46.045249
"[355, 355]",True,False,Sensor contact not supported,0,"[169, 169]",True,2024-06-19 13:18:47.041733
"[22027, 362, 361, 361]",True,False,Sensor contact not supported,168,"[2, 165, 166, 166]",True,2024-06-19 13:18:48.041934
"[361, 361]",True,False,Sensor contact not supported,168,"[166, 166]",True,2024-06-19 13:18:49.035847
"[361, 362, 362]",True,False,Sensor contact not supported,167,"[166, 165, 165]",True,2024-06-19 13:18:50.033431
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:18:51.031725
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:18:52.035915
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:18:53.026452
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:18:54.027863
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:18:55.028413
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:18:56.018610
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:18:57.016055
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:18:58.019029
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:18:59.012800
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:19:00.010119
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:19:01.005738
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:19:02.010178
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:19:03.007111
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:19:04.002630
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:19:06.000296
