rr,hrv_uint8,ee_status,sensor_contact,hr,rr_hr,rr_interval,timestamp_received
,True,False,Sensor contact not supported,0,,False,2024-06-19 12:59:40.919999
"[355, 54421]",True,False,Sensor contact not supported,0,"[169, 1]",True,2024-06-19 12:59:41.912657
"[48704, 252, 362]",True,False,Sensor contact not supported,169,"[1, 238, 165]",True,2024-06-19 12:59:42.913929
"[359, 362]",True,False,Sensor contact not supported,168,"[167, 165]",True,2024-06-19 12:59:43.904639
"[361, 361, 362]",True,False,Sensor contact not supported,167,"[166, 166, 165]",True,2024-06-19 12:59:44.901663
"[362, 362, 362]",True,False,Sensor contact not supported,167,"[165, 165, 165]",True,2024-06-19 12:59:45.906428
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:46.899499
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 12:59:47.897328
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:48.896304
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:49.892925
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:50.889113
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 12:59:51.883832
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:52.884472
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:53.883588
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:55.375419
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 12:59:55.881488
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:56.871895
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:58.874042
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 12:59:58.874042
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 12:59:59.866712
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:00.864981
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:01.860432
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:02.863074
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:03.857881
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:04.853364
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:05.848431
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:07.851295
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:07.851295
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:08.849476
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:09.845897
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:10.839055
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:11.834709
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:12.831191
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:13.832916
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:14.831292
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:15.824151
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:16.824152
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:18.823944
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:18.823944
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:19.814229
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:20.818874
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:21.811521
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:22.813755
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:23.806331
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:24.806686
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:25.802428
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:26.796802
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:27.795991
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:28.793600
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:30.295381
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:31.292067
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:32.282816
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:33.285214
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:34.283104
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:35.276835
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:36.279902
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:37.276383
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:38.273095
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:39.272134
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:40.263443
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:41.264443
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 13:00:42.258984
"[362, 362, 363]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 13:00:43.261894
"[359, 362, 364]",True,False,Sensor contact not supported,166,"[167, 165, 164]",True,2024-06-19 13:00:44.259529
"[362, 362, 359]",True,False,Sensor contact not supported,166,"[165, 165, 167]",True,2024-06-19 13:00:45.749478
"[358, 361]",True,False,Sensor contact not supported,166,"[167, 166]",True,2024-06-19 13:00:46.254408
"[363, 361, 364]",True,False,Sensor contact not supported,166,"[165, 166, 164]",True,2024-06-19 13:00:47.250042
"[365, 364, 363]",True,False,Sensor contact not supported,165,"[164, 164, 165]",True,2024-06-19 13:00:48.249891
"[365, 364, 360]",True,False,Sensor contact not supported,165,"[164, 164, 166]",True,2024-06-19 13:00:49.241019
"[365, 368]",True,False,Sensor contact not supported,165,"[164, 163]",True,2024-06-19 13:00:50.241074
"[365, 370, 368]",True,False,Sensor contact not supported,164,"[164, 162, 163]",True,2024-06-19 13:00:52.240320
"[369, 375, 375]",True,False,Sensor contact not supported,163,"[162, 160, 160]",True,2024-06-19 13:00:52.241367
"[382, 382]",True,False,Sensor contact not supported,162,"[157, 157]",True,2024-06-19 13:00:53.238112
"[376, 374, 383]",True,False,Sensor contact not supported,160,"[159, 160, 156]",True,2024-06-19 13:00:54.230637
"[379, 372, 375]",True,False,Sensor contact not supported,159,"[158, 161, 160]",True,2024-06-19 13:00:55.227505
"[386, 395]",True,False,Sensor contact not supported,159,"[155, 151]",True,2024-06-19 13:00:56.224115
"[395, 388, 385]",True,False,Sensor contact not supported,156,"[151, 154, 155]",True,2024-06-19 13:00:57.220369
"[388, 395]",True,False,Sensor contact not supported,156,"[154, 151]",True,2024-06-19 13:00:58.222904
"[396, 394, 400]",True,False,Sensor contact not supported,154,"[151, 152, 150]",True,2024-06-19 13:00:59.216200
"[415, 439]",True,False,Sensor contact not supported,152,"[144, 136]",True,2024-06-19 13:01:00.213641
[476],True,False,Sensor contact not supported,147,[126],True,2024-06-19 13:01:01.217102
"[527, 585]",True,False,Sensor contact not supported,132,"[113, 102]",True,2024-06-19 13:01:02.209976
