rr,hrv_uint8,ee_status,sensor_contact,hr,rr_hr,rr_interval,timestamp_received
,True,False,Sensor contact not supported,0,,False,2024-06-19 11:57:33.234700
"[355, 355, 25224]",True,False,Sensor contact not supported,168,"[169, 169, 2]",True,2024-06-19 11:57:34.225353
"[361, 361, 361]",True,False,Sensor contact not supported,168,"[166, 166, 166]",True,2024-06-19 11:57:35.229082
[362],True,False,Sensor contact not supported,168,[165],True,2024-06-19 11:57:36.225146
"[362, 362, 362]",True,False,Sensor contact not supported,167,"[165, 165, 165]",True,2024-06-19 11:57:37.224993
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:38.220686
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:39.218345
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:57:40.212376
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:41.213671
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:42.208065
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:43.210082
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:57:44.206539
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:45.203012
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:46.201891
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:47.194363
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:57:48.196330
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:49.196550
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:50.192500
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:51.182115
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:52.187716
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:57:53.185410
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:54.180220
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:55.181234
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:56.177122
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:57:57.168924
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:58.172475
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:57:59.169311
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:00.167206
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:58:01.164930
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:02.162440
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:03.152714
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:04.156375
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:58:05.154469
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:06.152276
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:07.146421
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:08.146921
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:09.140667
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:58:10.134679
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:11.139399
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:12.136720
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:58:13.134674
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:14.131803
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:15.129425
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:16.120124
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:17.117457
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:58:18.115195
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:19.119995
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:20.112774
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:22.112029
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:58:22.114026
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:23.107187
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:24.099960
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:25.106051
"[362, 362]",True,False,Sensor contact not supported,166,"[165, 165]",True,2024-06-19 11:58:26.103877
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:27.100465
"[362, 362, 362]",True,False,Sensor contact not supported,166,"[165, 165, 165]",True,2024-06-19 11:58:28.097900
