hr,rr_interval,timestamp_received,rr,ee_status,sensor_contact,hrv_uint8,rr_hr
167,True,2024-06-20 17:53:32.653287,"[20283, 239]",False,Sensor contact not supported,True,"[2, 251]"
167,True,2024-06-20 17:53:33.429698,"[363, 362]",False,Sensor contact not supported,True,"[165, 165]"
167,True,2024-06-20 17:53:34.205693,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 17:53:34.982241,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 17:53:35.758005,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
166,True,2024-06-20 17:53:36.534415,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 17:53:37.310188,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 17:53:38.086588,"[362, 361, 362]",False,Sensor contact not supported,True,"[165, 166, 165]"
165,True,2024-06-20 17:53:38.862764,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 17:53:39.639721,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 17:53:40.415838,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 17:53:41.191998,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 17:53:41.967997,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 17:53:42.743922,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 17:53:43.520265,"[361, 362, 362]",False,Sensor contact not supported,True,"[166, 165, 165]"
166,True,2024-06-20 17:53:44.296799,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 17:53:45.072738,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 17:53:45.849379,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 17:53:46.625628,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 17:53:47.401517,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 17:53:48.178259,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 17:53:48.954508,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
