hr,rr_interval,timestamp_received,rr,ee_status,sensor_contact,hrv_uint8,rr_hr
167,True,2024-06-20 16:11:01.601364,[27404],False,Sensor contact not supported,True,[2]
167,True,2024-06-20 16:11:02.377037,"[311, 362]",False,Sensor contact not supported,True,"[192, 165]"
167,True,2024-06-20 16:11:03.153336,"[362, 361, 362]",False,Sensor contact not supported,True,"[165, 166, 165]"
166,True,2024-06-20 16:11:03.929623,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
166,True,2024-06-20 16:11:04.705749,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:05.481890,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
166,True,2024-06-20 16:11:06.258761,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:07.034656,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 16:11:07.810724,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:08.587626,"[362, 362, 361]",False,Sensor contact not supported,True,"[165, 165, 166]"
165,True,2024-06-20 16:11:09.363133,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:10.139841,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 16:11:10.915841,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:11.692462,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 16:11:12.468932,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:13.245154,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 16:11:14.021526,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 16:11:14.797195,"[362, 361, 362]",False,Sensor contact not supported,True,"[165, 166, 165]"
165,True,2024-06-20 16:11:15.574026,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 16:11:16.349601,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 16:11:17.126253,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 16:11:18.161051,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 16:11:18.678777,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 16:11:19.454652,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:20.231445,"[361, 362, 362]",False,Sensor contact not supported,True,"[166, 165, 165]"
166,True,2024-06-20 16:11:21.007497,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 16:11:21.783489,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:22.560089,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 16:11:23.335740,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:24.112304,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 16:11:24.888817,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 16:11:25.664479,"[362, 361, 362]",False,Sensor contact not supported,True,"[165, 166, 165]"
165,True,2024-06-20 16:11:26.440836,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:27.216944,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 16:11:27.993830,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:28.770207,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 16:11:29.546430,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 16:11:30.322034,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:31.098794,"[362, 362, 361]",False,Sensor contact not supported,True,"[165, 165, 166]"
165,True,2024-06-20 16:11:31.874293,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:32.650731,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 16:11:33.427621,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:34.203708,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 16:11:34.979726,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:35.755680,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:36.532086,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:37.308131,"[362, 362, 361]",False,Sensor contact not supported,True,"[165, 165, 166]"
165,True,2024-06-20 16:11:38.084692,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 16:11:38.860979,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 16:11:39.637551,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:40.413379,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 16:11:41.190092,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 16:11:41.966045,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:42.742281,"[361, 362, 362]",False,Sensor contact not supported,True,"[166, 165, 165]"
166,True,2024-06-20 16:11:43.518422,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 16:11:44.295140,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 16:11:45.071080,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 16:11:45.847045,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 16:11:46.623281,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
