hr,rr_interval,timestamp_received,rr,ee_status,sensor_contact,hrv_uint8,rr_hr
167,True,2024-06-20 17:03:07.071977,"[20764, 198]",False,Sensor contact not supported,True,"[2, 303]"
167,True,2024-06-20 17:03:07.848956,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
167,True,2024-06-20 17:03:08.624841,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 17:03:09.400667,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 17:03:10.177619,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
166,True,2024-06-20 17:03:10.953744,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 17:03:11.729726,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
166,True,2024-06-20 17:03:12.506473,"[362, 361, 362]",False,Sensor contact not supported,True,"[165, 166, 165]"
165,True,2024-06-20 17:03:13.282378,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 17:03:14.058818,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 17:03:14.834428,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
166,True,2024-06-20 17:03:15.611134,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
166,True,2024-06-20 17:03:16.386857,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 17:03:17.422699,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 17:03:17.939614,"[361, 362, 362]",False,Sensor contact not supported,True,"[166, 165, 165]"
165,True,2024-06-20 17:03:18.716185,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 17:03:19.751595,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 17:03:20.268508,"[361, 362]",False,Sensor contact not supported,True,"[166, 165]"
165,True,2024-06-20 17:03:21.044655,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 17:03:21.821325,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
165,True,2024-06-20 17:03:22.597012,"[362, 361]",False,Sensor contact not supported,True,"[165, 166]"
165,True,2024-06-20 17:03:23.373682,"[362, 362, 361]",False,Sensor contact not supported,True,"[165, 165, 166]"
166,True,2024-06-20 17:03:24.149544,"[362, 362]",False,Sensor contact not supported,True,"[165, 165]"
