rr_hr,timestamp_received,ee_status,rr_interval,rr,sensor_contact,hrv_uint8,hr
"[1, 1224]",2024-06-20 15:42:03.432762,False,True,"[49949, 49]",Sensor contact not supported,True,120
[119],2024-06-20 15:42:04.208005,False,True,[502],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:04.984458,False,True,"[500, 500]",Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:05.760939,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:06.537270,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:07.313194,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:08.089588,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:08.866042,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:09.642416,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:10.418556,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:11.194529,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:11.970902,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:12.746861,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:13.523560,False,True,"[500, 500]",Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:14.300041,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:15.076174,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:15.852676,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:16.628022,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:17.404549,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:18.180882,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:18.956939,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:19.733573,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:20.509536,False,True,"[500, 500]",Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:21.285726,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:22.062068,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:22.838254,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:23.615387,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:24.390581,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:25.166783,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:25.943275,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:26.719816,False,True,[499],Sensor contact not supported,True,119
"[120, 120]",2024-06-20 15:42:27.495680,False,True,"[500, 499]",Sensor contact not supported,True,119
[120],2024-06-20 15:42:28.272205,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:29.048438,False,True,"[500, 500]",Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:29.824924,False,True,"[500, 500]",Sensor contact not supported,True,119
[120],2024-06-20 15:42:30.601185,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:31.635678,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:32.153046,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:32.929960,False,True,"[500, 499]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:33.705893,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:34.481864,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:35.258149,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:36.034935,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:36.810411,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:37.586939,False,True,"[500, 500]",Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:38.363565,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:39.139556,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:39.915756,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:40.692240,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:41.467998,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:42.244559,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:43.020999,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:43.797137,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:44.573334,False,True,"[500, 500]",Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:45.349954,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:46.126299,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:46.902439,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:47.678144,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:48.454310,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:49.230549,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:50.007337,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:50.783515,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:51.559494,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:52.336031,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:53.112061,False,True,"[500, 500]",Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:53.888625,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:54.664429,False,True,[500],Sensor contact not supported,True,120
"[120, 120]",2024-06-20 15:42:55.440901,False,True,"[500, 500]",Sensor contact not supported,True,120
[120],2024-06-20 15:42:56.217330,False,True,[500],Sensor contact not supported,True,120
