rr_hr,timestamp_received,ee_status,rr_interval,rr,sensor_contact,hrv_uint8,hr
[60],2024-06-20 15:26:21.568905,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:22.344335,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:23.121173,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:23.897352,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:26:24.673681,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:26:25.449299,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:26.226085,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:27.002266,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:26:27.778524,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:26:28.554423,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:29.330585,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:30.366219,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:26:30.883021,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:26:31.659466,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:32.695157,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:33.212142,False,True,[999],Sensor contact not supported,True,60
[60],2024-06-20 15:26:33.988631,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:26:34.764501,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:26:35.541029,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:36.317395,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:37.093591,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:26:37.869818,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:26:38.646159,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:39.422250,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:40.198471,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:40.975601,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:26:41.751328,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:26:42.527984,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:43.303505,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:44.079879,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:26:44.856856,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:26:45.632460,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:46.409284,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:47.185602,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:26:47.961666,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:26:48.822583,False,False,,Sensor contact not supported,True,60
[62],2024-06-20 15:26:49.514245,False,True,[955],Sensor contact not supported,True,60
,2024-06-20 15:26:50.290084,False,False,,Sensor contact not supported,True,60
,2024-06-20 15:26:51.066114,False,False,,Sensor contact not supported,True,60
