rr_interval,hr,hrv_uint8,sensor_contact,ee_status,timestamp_received,rr,rr_hr
True,180,True,Contact detected,False,2024-08-12 13:00:57.270520,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:00:58.290793,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:00:59.281146,"[326, 322, 326, 326]","[184, 186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:00.270501,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:01.290774,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:02.281126,"[326, 326, 322]","[184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:01:03.270482,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:04.290755,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:05.281108,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:06.270462,"[326, 322]","[184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:01:07.290735,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:08.281089,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:09.270444,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:10.290717,"[326, 322, 326, 326]","[184, 186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:11.281070,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:12.270425,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:13.290699,"[326, 326, 326, 322]","[184, 184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:01:14.281050,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:15.270406,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:16.290679,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:17.281031,"[326, 322]","[184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:01:18.270386,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:19.291657,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:20.281012,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:21.271365,"[326, 326, 322, 326]","[184, 184, 186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:22.320560,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:23.280993,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:24.270349,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:25.290623,"[322, 326, 326]","[186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:26.280974,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:27.270329,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:28.320522,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:29.310875,"[322, 326, 326, 326]","[186, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:30.270310,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:31.290584,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:32.280936,"[326, 326, 326, 322]","[184, 184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:01:33.271289,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:34.290564,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:35.280917,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:36.271270,"[326, 322, 326]","[184, 186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:37.260625,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:38.280898,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:39.271251,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:40.260606,"[322, 326]","[186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:41.280879,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:42.270234,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:43.290507,"[326, 326, 326, 322]","[184, 184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:01:44.280860,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:45.271213,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:46.260639,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:47.280949,"[326, 322, 326]","[184, 186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:48.270540,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:49.260893,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:50.281166,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:51.270521,"[322, 326]","[186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:52.260874,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:53.281147,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:54.270503,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:55.260855,"[326, 322, 326, 326]","[184, 186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:56.281128,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:57.270483,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:01:58.260836,"[326, 326, 326, 322]","[184, 184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:01:59.281109,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:00.270464,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:01.260817,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:02.311010,"[326, 322]","[184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:02:03.270445,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:04.260797,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:05.281072,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:06.270426,"[326, 322, 326, 326]","[184, 186, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:07.260778,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:08.281024,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:09.271467,"[326, 326, 326, 322]","[184, 184, 184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:02:10.261063,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:11.281228,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:12.271425,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:13.260801,"[326, 322]","[184, 186]"
True,180,True,Contact detected,False,2024-08-12 13:02:14.281004,"[326, 326, 326, 326]","[184, 184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:15.271412,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:16.261470,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:17.280802,"[326, 326, 322, 326]","[184, 184, 186, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:18.271409,"[326, 326, 326]","[184, 184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:19.578539,"[326, 326]","[184, 184]"
True,180,True,Contact detected,False,2024-08-12 13:02:20.281124,"[326, 326]","[184, 184]"
False,180,True,Contact detected,False,2024-08-12 13:02:21.271306,,
