hr,rr_interval,timestamp_received,rr,ee_status,sensor_contact,hrv_uint8,rr_hr
75,True,2024-06-20 17:15:58.415060,[39872],False,Sensor contact not supported,True,[1]
75,True,2024-06-20 17:15:59.192043,[459],False,Sensor contact not supported,True,[130]
75,True,2024-06-20 17:15:59.967598,[833],False,Sensor contact not supported,True,[72]
75,True,2024-06-20 17:16:00.744056,[833],False,Sensor contact not supported,True,[72]
75,True,2024-06-20 17:16:01.519940,[833],False,Sensor contact not supported,True,[72]
74,True,2024-06-20 17:16:02.296575,[833],False,Sensor contact not supported,True,[72]
74,True,2024-06-20 17:16:03.073173,[833],False,Sensor contact not supported,True,[72]
74,True,2024-06-20 17:16:03.849179,[833],False,Sensor contact not supported,True,[72]
73,True,2024-06-20 17:16:04.624847,[833],False,Sensor contact not supported,True,[72]
73,True,2024-06-20 17:16:05.401269,[833],False,Sensor contact not supported,True,[72]
73,True,2024-06-20 17:16:06.178189,[833],False,Sensor contact not supported,True,[72]
73,False,2024-06-20 17:16:06.954402,,False,Sensor contact not supported,True,
73,True,2024-06-20 17:16:07.730537,[833],False,Sensor contact not supported,True,[72]
73,True,2024-06-20 17:16:08.506166,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:09.282445,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:10.058748,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:10.835144,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:11.611023,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:12.387543,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:13.163963,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:13.940211,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:14.715996,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:15.492423,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:16.269509,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:17.045543,[833],False,Sensor contact not supported,True,[72]
72,False,2024-06-20 17:16:17.821926,,False,Sensor contact not supported,True,
72,True,2024-06-20 17:16:18.598256,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:19.373720,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:20.150512,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:20.926714,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:21.702864,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:22.478803,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:23.255582,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:24.031519,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:24.807257,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:25.842768,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:26.360644,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:27.136966,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:27.912544,[833],False,Sensor contact not supported,True,[72]
72,False,2024-06-20 17:16:28.689233,,False,Sensor contact not supported,True,
72,True,2024-06-20 17:16:29.465144,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:30.241215,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:31.017913,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:31.794190,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:32.570016,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:33.346490,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:34.122574,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:34.898784,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:35.675418,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:36.451999,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:37.228084,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:38.003536,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:38.779787,[833],False,Sensor contact not supported,True,[72]
71,False,2024-06-20 17:16:39.556665,,False,Sensor contact not supported,True,
72,True,2024-06-20 17:16:40.332466,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:41.108672,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:41.884968,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:42.661845,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:43.437314,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:44.213742,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:44.990186,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:45.766957,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:46.542681,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:47.318575,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:48.095365,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:48.871372,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:49.647914,[833],False,Sensor contact not supported,True,[72]
72,False,2024-06-20 17:16:50.423656,,False,Sensor contact not supported,True,
72,True,2024-06-20 17:16:51.199874,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:51.976361,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:52.753205,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:53.528712,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:54.305298,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:55.081517,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:55.858025,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:56.634481,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:57.410579,[833],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:58.186564,[833],False,Sensor contact not supported,True,[72]
71,True,2024-06-20 17:16:58.962319,[822],False,Sensor contact not supported,True,[72]
72,True,2024-06-20 17:16:59.738950,[797],False,Sensor contact not supported,True,[75]
72,True,2024-06-20 17:17:00.515674,[773],False,Sensor contact not supported,True,[77]
73,True,2024-06-20 17:17:01.291373,[750],False,Sensor contact not supported,True,[80]
