sensor_contact,rr_hr,hr,timestamp_received,rr,rr_interval,hrv_uint8,ee_status
Sensor contact not supported,[145],144,2024-06-19 15:05:13.215761,[413],True,True,False
Sensor contact not supported,[220],154,2024-06-19 15:05:13.455400,[272],True,True,False
Sensor contact not supported,[5],135,2024-06-19 15:05:24.138275,[10522],True,True,False
Sensor contact not supported,[54],124,2024-06-19 15:05:25.321532,[1100],True,True,False
Sensor contact not supported,[85],120,2024-06-19 15:05:25.801127,[702],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:26.341319,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:26.806400,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:27.347154,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:27.796845,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:28.306458,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:28.801114,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:29.341256,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:29.835937,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:30.331320,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:30.796696,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:31.291747,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:31.801172,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:32.296159,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:32.851689,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:33.315878,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:33.796497,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:34.336832,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:34.831114,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:35.296674,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:35.836181,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:36.301810,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:36.841583,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:37.336809,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:37.801409,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:38.341609,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:38.836236,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:39.331267,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:39.855940,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:40.291140,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:40.831380,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:41.311683,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:41.791520,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:42.331416,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:42.796448,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:43.336110,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:43.831003,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:44.296131,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:44.836036,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:45.331523,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:45.796126,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:46.336473,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:46.831483,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:47.296513,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:47.836206,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:48.331030,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:05:48.796566,[500],True,True,False
