sensor_contact,rr_hr,hr,timestamp_received,rr,rr_interval,hrv_uint8,ee_status
Sensor contact not supported,[163],163,2024-06-19 15:16:38.242716,[366],True,True,False
Sensor contact not supported,[179],165,2024-06-19 15:16:38.647611,[334],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:39.128253,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:39.668301,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:40.162581,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:40.657790,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:41.123085,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:41.618000,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:42.158363,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:42.652868,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:43.118567,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:43.627841,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:44.137675,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:44.632739,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:45.128131,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:45.668078,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:46.133205,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:46.673887,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:47.123083,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:47.632637,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:48.172817,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:48.667480,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:49.132890,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:49.672837,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:50.168029,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:50.632628,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:51.172858,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:51.682573,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:52.132426,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:52.627592,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:53.123229,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:53.632637,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:54.172478,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:54.668578,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:55.177489,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:55.673070,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:56.167662,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:56.633093,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:57.127680,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:57.668059,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:58.132748,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:58.687876,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:59.122613,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:16:59.648115,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:00.127605,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:00.667681,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:01.132651,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:01.673088,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:02.183007,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:02.678369,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:03.172900,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:03.668011,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:04.132983,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:04.672802,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:05.168325,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:05.677453,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:06.172557,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:06.668129,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:07.132490,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:07.673094,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:08.167813,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:08.633001,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:09.173667,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:09.668781,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:10.133092,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:10.673242,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:11.168207,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:11.633052,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:12.187985,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:12.637450,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:13.177631,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:13.672537,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:14.168247,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:14.632786,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:15.172647,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:15.667497,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:16.148172,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:16.627632,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:17.167756,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:17.677408,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:18.173243,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:18.668254,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:19.133301,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:19.672479,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:20.167973,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:20.633365,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:21.127626,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:21.623081,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:22.133032,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:22.672555,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:23.167410,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:23.632714,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:24.172640,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:24.668351,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:25.133859,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:25.673302,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:26.167456,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:26.632672,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:27.173250,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:27.667932,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:28.133074,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:28.672338,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:29.168260,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:29.633194,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:30.172547,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:30.622540,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:31.132540,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:31.672835,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:32.167467,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:32.632504,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:33.113125,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:33.667981,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:34.133071,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:34.672600,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:35.167712,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:35.648244,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:36.113236,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:36.668297,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:37.162431,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:37.658342,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:17:38.123082,[500],True,True,False
Sensor contact not supported,[118],119,2024-06-19 15:17:38.662480,[506],True,True,False
Sensor contact not supported,[208],119,2024-06-19 15:17:38.948213,[288],True,True,False
Sensor contact not supported,[179],119,2024-06-19 15:17:39.278363,[334],True,True,False
Sensor contact not supported,[183],119,2024-06-19 15:17:39.623836,[327],True,True,False
Sensor contact not supported,[179],119,2024-06-19 15:17:39.952812,[334],True,True,False
Sensor contact not supported,[179],119,2024-06-19 15:17:40.298384,[334],True,True,False
Sensor contact not supported,[183],119,2024-06-19 15:17:40.643046,[327],True,True,False
Sensor contact not supported,[179],119,2024-06-19 15:17:40.972442,[334],True,True,False
Sensor contact not supported,[179],119,2024-06-19 15:17:41.302706,[334],True,True,False
Sensor contact not supported,[183],119,2024-06-19 15:17:41.647986,[327],True,True,False
Sensor contact not supported,[179],119,2024-06-19 15:17:41.977898,[334],True,True,False
Sensor contact not supported,[179],119,2024-06-19 15:17:42.323241,[334],True,True,False
Sensor contact not supported,[183],119,2024-06-19 15:17:42.652712,[327],True,True,False
Sensor contact not supported,[179],119,2024-06-19 15:17:42.997787,[334],True,True,False
Sensor contact not supported,[179],119,2024-06-19 15:17:43.328273,[334],True,True,False
Sensor contact not supported,[183],119,2024-06-19 15:17:43.657872,[327],True,True,False
Sensor contact not supported,[179],124,2024-06-19 15:17:43.988467,[334],True,True,False
Sensor contact not supported,[179],132,2024-06-19 15:17:44.363178,[334],True,True,False
Sensor contact not supported,[183],140,2024-06-19 15:17:44.663661,[327],True,True,False
Sensor contact not supported,[179],148,2024-06-19 15:17:44.993086,[334],True,True,False
Sensor contact not supported,[179],154,2024-06-19 15:17:45.338013,[334],True,True,False
Sensor contact not supported,[183],160,2024-06-19 15:17:45.697846,[327],True,True,False
Sensor contact not supported,[179],165,2024-06-19 15:17:45.997590,[334],True,True,False
Sensor contact not supported,[179],169,2024-06-19 15:17:46.327599,[334],True,True,False
Sensor contact not supported,[183],173,2024-06-19 15:17:46.657857,[327],True,True,False
Sensor contact not supported,[179],175,2024-06-19 15:17:46.987596,[334],True,True,False
Sensor contact not supported,[179],176,2024-06-19 15:17:47.332597,[334],True,True,False
Sensor contact not supported,[183],178,2024-06-19 15:17:47.663128,[327],True,True,False
Sensor contact not supported,[179],178,2024-06-19 15:17:47.993054,[334],True,True,False
Sensor contact not supported,[179],178,2024-06-19 15:17:48.337607,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:17:48.713055,[327],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:17:48.997547,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:17:49.372337,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:17:49.672676,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:17:50.032791,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:17:50.363362,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:17:50.663157,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:17:50.992769,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:17:51.337615,[334],True,True,False
Sensor contact not supported,[183],180,2024-06-19 15:17:51.697783,[327],True,True,False
Sensor contact not supported,[179],180,2024-06-19 15:17:51.997473,[334],True,True,False
Sensor contact not supported,[179],179,2024-06-19 15:17:52.327954,[334],True,True,False
