sensor_contact,rr_hr,hr,timestamp_received,rr,rr_interval,hrv_uint8,ee_status
Sensor contact not supported,[163],163,2024-06-19 15:10:56.734468,[366],True,True,False
Sensor contact not supported,[183],165,2024-06-19 15:10:57.109388,[327],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:10:57.649334,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:10:58.114910,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:10:58.654981,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:10:59.119612,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:10:59.659567,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:00.155196,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:00.619723,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:01.159997,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:01.655072,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:02.179525,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:02.659973,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:03.155177,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:03.649436,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:04.114958,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:04.655233,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:05.149864,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:05.614340,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:06.154547,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:06.649988,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:07.114327,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:07.655595,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:08.150058,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:08.614284,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:09.155234,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:09.649561,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:10.114346,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:10.609903,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:11.119335,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:11.614989,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:12.109240,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:12.649948,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:13.114605,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:13.654963,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:14.149849,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:14.659229,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:15.109771,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:15.619525,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:16.115045,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:16.655088,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:17.149923,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:17.614314,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:18.109388,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:18.650089,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:19.114260,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:19.654232,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:20.164637,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:20.629666,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:21.109319,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:21.649418,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:22.175050,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:22.609754,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:23.149556,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:23.615826,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:24.155161,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:24.649324,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:25.159388,[500],True,True,False
Sensor contact not supported,[120],120,2024-06-19 15:11:25.654884,[500],True,True,False
