rr_hr,timestamp_received,ee_status,rr_interval,rr,sensor_contact,hrv_uint8,hr
"[2, 722]",2024-06-20 15:32:54.097794,False,True,"[20992, 83]",Sensor contact not supported,True,61
,2024-06-20 15:32:54.874172,False,False,,Sensor contact not supported,True,61
[59],2024-06-20 15:32:55.650981,False,True,[1002],Sensor contact not supported,True,60
[60],2024-06-20 15:32:56.426836,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:32:57.203272,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:32:57.979664,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:32:58.755713,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:32:59.532307,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:00.308104,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:01.083891,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:33:01.860518,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:02.637164,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:03.412731,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:04.189341,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:04.965789,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:33:05.742061,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:06.518104,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:07.294658,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:08.070547,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:33:08.844360,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:09.623035,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:10.399376,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:11.175190,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:33:11.952146,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:12.728428,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:13.504664,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:14.280387,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:15.057155,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:33:15.833063,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:16.609802,False,True,[999],Sensor contact not supported,True,60
[60],2024-06-20 15:33:17.385321,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:18.162189,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:33:18.938376,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:19.714334,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:20.490146,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:21.266469,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:22.043042,False,True,[999],Sensor contact not supported,True,60
,2024-06-20 15:33:22.818862,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:23.595515,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:24.371434,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:25.148248,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:33:25.923901,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:26.700795,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:27.476942,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:28.253235,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:29.029264,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:33:29.805208,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:30.581753,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:31.358228,False,True,[1000],Sensor contact not supported,True,60
[60],2024-06-20 15:33:32.134096,False,True,[1000],Sensor contact not supported,True,60
,2024-06-20 15:33:32.910749,False,False,,Sensor contact not supported,True,60
[60],2024-06-20 15:33:33.687036,False,True,[1000],Sensor contact not supported,True,60
