timestamp_received,hr,sensor_contact,rr,ee_status,rr_interval,rr_hr,hrv_uint8
2024-07-11 15:51:19.459057,163,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:19.775224,164,Sensor contact not supported,[342],False,True,[175],True
2024-07-11 15:51:20.134196,166,Sensor contact not supported,[327],False,True,[183],True
2024-07-11 15:51:20.494482,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:20.854391,167,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:21.184467,167,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:21.559868,166,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:21.964348,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:22.324084,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:22.684148,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:23.059921,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:23.419364,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:23.778984,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:24.139608,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:24.498969,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:25.953936,166,Sensor contact not supported,[1327],False,True,[45],True
2024-07-11 15:51:26.314300,166,Sensor contact not supported,[483],False,True,[124],True
2024-07-11 15:51:26.674472,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:27.034724,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:27.349695,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:27.754325,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:28.084705,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:28.489185,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:28.849361,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:29.209346,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:29.569292,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:29.899338,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:30.319221,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:30.679152,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:31.039017,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:31.399817,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:31.759247,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:32.119629,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:32.478991,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:32.839427,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:33.169810,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:33.574200,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:33.934634,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:34.294433,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:34.654762,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:34.998949,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:35.344092,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:35.749821,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:36.109080,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:36.469425,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:36.828997,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:37.159559,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:37.519734,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:37.879166,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:38.284007,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:38.644104,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:39.004858,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:39.363995,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:39.724120,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:40.084315,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:40.414496,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:40.819586,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:41.179244,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:41.539536,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:41.899781,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:42.259521,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:42.619305,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:42.979515,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:43.339449,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:43.669210,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:44.074780,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:44.434041,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:44.749540,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:45.154334,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:45.514560,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:45.843847,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:46.248986,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:46.609083,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:46.969703,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:47.329039,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:47.689670,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:48.049059,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:48.378912,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:48.738973,165,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:49.144589,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:49.504120,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:49.864665,165,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:50.224511,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:50.583928,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:50.944555,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:51.274017,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:51.679122,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:52.039223,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:52.399138,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:52.759201,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:53.119184,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:53.479189,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:53.839140,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:54.199624,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:54.529060,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:54.934223,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:55.294657,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:55.654251,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:56.013983,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:56.374677,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:56.703953,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:57.109342,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:57.469631,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:57.829408,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:58.189323,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:58.549247,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:58.909104,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:59.269518,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:51:59.629375,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:51:59.959577,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:00.364521,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:00.724626,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:01.084364,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:01.444131,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:01.819189,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:02.179564,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:02.538944,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:02.898961,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:03.258943,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:03.619601,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:03.979416,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:04.338820,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:04.699537,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:05.029168,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:05.434073,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:05.794710,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:06.154609,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:06.514592,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:06.874449,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:07.204543,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:07.624161,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:07.924864,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:08.329732,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:08.689058,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:09.049547,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:09.409363,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:09.769785,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:10.129758,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:10.459248,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:10.864660,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:11.224074,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:11.584882,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:11.944191,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:12.304323,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:12.634747,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:13.038969,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:13.399538,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:13.759555,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:14.119311,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:14.479093,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:14.839268,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:15.199380,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:15.559722,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:15.888978,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:16.294326,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:16.654325,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:17.014070,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:17.374323,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:17.733969,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:18.064288,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:18.469700,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:18.829184,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:19.144115,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:19.549578,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:19.909193,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:20.269596,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:20.629710,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:20.989578,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:21.319721,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:21.724432,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:22.084719,165,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:22.444085,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:22.804719,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:23.164861,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:23.524045,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:23.884035,166,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:24.214212,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:24.619105,165,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:24.979120,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:25.339542,165,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:25.669280,165,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:26.074645,164,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:26.434034,165,Sensor contact not supported,[358],False,True,[167],True
2024-07-11 15:52:26.794757,164,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:27.124190,164,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:27.529544,164,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:27.859694,163,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:28.264323,163,Sensor contact not supported,[366],False,True,[163],True
2024-07-11 15:52:28.594250,162,Sensor contact not supported,[375],False,True,[160],True
2024-07-11 15:52:28.969374,161,Sensor contact not supported,[375],False,True,[160],True
2024-07-11 15:52:29.344384,161,Sensor contact not supported,[375],False,True,[160],True
2024-07-11 15:52:29.719003,160,Sensor contact not supported,[381],False,True,[157],True
2024-07-11 15:52:30.108947,159,Sensor contact not supported,[381],False,True,[157],True
2024-07-11 15:52:30.484226,159,Sensor contact not supported,[375],False,True,[160],True
2024-07-11 15:52:30.859927,158,Sensor contact not supported,[381],False,True,[157],True
2024-07-11 15:52:31.234106,158,Sensor contact not supported,[381],False,True,[157],True
2024-07-11 15:52:31.624105,158,Sensor contact not supported,[375],False,True,[160],True
2024-07-11 15:52:31.999086,159,Sensor contact not supported,[375],False,True,[160],True
2024-07-11 15:52:32.404524,159,Sensor contact not supported,[375],False,True,[160],True
2024-07-11 15:52:32.749145,157,Sensor contact not supported,[389],False,True,[154],True
2024-07-11 15:52:33.154795,155,Sensor contact not supported,[397],False,True,[151],True
2024-07-11 15:52:33.544567,155,Sensor contact not supported,[389],False,True,[154],True
2024-07-11 15:52:33.934956,154,Sensor contact not supported,[389],False,True,[154],True
2024-07-11 15:52:34.354580,155,Sensor contact not supported,[381],False,True,[157],True
2024-07-11 15:52:34.759486,154,Sensor contact not supported,[389],False,True,[154],True
2024-07-11 15:52:35.103978,154,Sensor contact not supported,[389],False,True,[154],True
2024-07-11 15:52:35.494811,153,Sensor contact not supported,[397],False,True,[151],True
2024-07-11 15:52:35.944296,152,Sensor contact not supported,[397],False,True,[151],True
2024-07-11 15:52:36.288992,152,Sensor contact not supported,[397],False,True,[151],True
2024-07-11 15:52:36.709865,151,Sensor contact not supported,[413],False,True,[145],True
2024-07-11 15:52:37.204497,150,Sensor contact not supported,[444],False,True,[135],True
2024-07-11 15:52:37.624178,150,Sensor contact not supported,[475],False,True,[126],True
2024-07-11 15:52:38.149763,150,Sensor contact not supported,[530],False,True,[113],True
2024-07-11 15:52:38.779073,150,Sensor contact not supported,[577],False,True,[103],True
2024-07-11 15:52:39.409205,150,Sensor contact not supported,[608],False,True,[98],True
2024-07-11 15:52:40.039084,150,Sensor contact not supported,[639],False,True,[93],True
2024-07-11 15:52:40.548907,150,Sensor contact not supported,[569],False,True,[105],True
2024-07-11 15:52:41.044724,150,Sensor contact not supported,[483],False,True,[124],True
2024-07-11 15:52:41.479358,150,Sensor contact not supported,[436],False,True,[137],True
2024-07-11 15:52:41.914097,150,Sensor contact not supported,[436],False,True,[137],True
2024-07-11 15:52:42.364109,150,Sensor contact not supported,[436],False,True,[137],True
2024-07-11 15:52:42.799012,150,Sensor contact not supported,[444],False,True,[135],True
2024-07-11 15:52:43.294747,150,Sensor contact not supported,[452],False,True,[132],True
2024-07-11 15:52:43.744577,150,Sensor contact not supported,[444],False,True,[135],True
2024-07-11 15:52:44.194158,150,Sensor contact not supported,[452],False,True,[132],True
2024-07-11 15:52:44.644517,150,Sensor contact not supported,[459],False,True,[130],True
2024-07-11 15:52:45.079139,150,Sensor contact not supported,[467],False,True,[128],True
2024-07-11 15:52:45.574702,150,Sensor contact not supported,[459],False,True,[130],True
2024-07-11 15:52:45.994320,150,Sensor contact not supported,[452],False,True,[132],True
2024-07-11 15:52:46.504338,150,Sensor contact not supported,[467],False,True,[128],True
2024-07-11 15:52:46.954591,150,Sensor contact not supported,[452],False,True,[132],True
2024-07-11 15:52:47.404662,148,Sensor contact not supported,[452],False,True,[132],True
2024-07-11 15:52:47.854010,146,Sensor contact not supported,[444],False,True,[135],True
2024-07-11 15:52:48.304193,144,Sensor contact not supported,[452],False,True,[132],True
2024-07-11 15:52:48.754369,140,Sensor contact not supported,[452],False,True,[132],True
2024-07-11 15:52:49.189458,138,Sensor contact not supported,[467],False,True,[128],True
2024-07-11 15:52:49.654587,136,Sensor contact not supported,[459],False,True,[130],True
2024-07-11 15:52:50.134751,135,Sensor contact not supported,[491],False,True,[122],True
2024-07-11 15:52:50.689229,133,Sensor contact not supported,[491],False,True,[122],True
2024-07-11 15:52:51.183994,131,Sensor contact not supported,[506],False,True,[118],True
2024-07-11 15:52:51.649808,129,Sensor contact not supported,[514],False,True,[116],True
2024-07-11 15:52:52.233947,126,Sensor contact not supported,[530],False,True,[113],True
2024-07-11 15:52:52.774252,123,Sensor contact not supported,[538],False,True,[111],True
2024-07-11 15:52:53.284462,121,Sensor contact not supported,[545],False,True,[110],True
2024-07-11 15:52:53.854396,118,Sensor contact not supported,[569],False,True,[105],True
2024-07-11 15:52:54.424412,115,Sensor contact not supported,[584],False,True,[102],True
2024-07-11 15:52:55.024776,113,Sensor contact not supported,[592],False,True,[101],True
2024-07-11 15:52:55.639643,109,Sensor contact not supported,[592],False,True,[101],True
2024-07-11 15:52:56.269346,108,Sensor contact not supported,[655],False,True,[91],True
2024-07-11 15:52:56.944375,106,Sensor contact not supported,[616],False,True,[97],True
2024-07-11 15:52:57.543966,103,Sensor contact not supported,[616],False,True,[97],True
2024-07-11 15:52:58.099063,102,Sensor contact not supported,[600],False,True,[100],True
2024-07-11 15:52:58.744190,102,Sensor contact not supported,[592],False,True,[101],True
2024-07-11 15:52:59.329076,102,Sensor contact not supported,[584],False,True,[102],True
2024-07-11 15:52:59.884603,102,Sensor contact not supported,[584],False,True,[102],True
2024-07-11 15:53:00.514450,102,Sensor contact not supported,[584],False,True,[102],True
2024-07-11 15:53:01.068901,101,Sensor contact not supported,[600],False,True,[100],True
2024-07-11 15:53:01.714720,100,Sensor contact not supported,[647],False,True,[92],True
2024-07-11 15:53:02.404219,100,Sensor contact not supported,[694],False,True,[86],True
2024-07-11 15:53:03.064620,98,Sensor contact not supported,[631],False,True,[95],True
2024-07-11 15:53:03.739356,96,Sensor contact not supported,[655],False,True,[91],True
2024-07-11 15:53:04.369448,96,Sensor contact not supported,[631],False,True,[95],True
2024-07-11 15:53:04.969129,95,Sensor contact not supported,[639],False,True,[93],True
2024-07-11 15:53:05.658972,95,Sensor contact not supported,[625],False,True,[96],True
2024-07-11 15:53:06.334597,94,Sensor contact not supported,[694],False,True,[86],True
2024-07-11 15:53:07.009655,93,Sensor contact not supported,[709],False,True,[84],True
2024-07-11 15:53:07.729145,91,Sensor contact not supported,[686],False,True,[87],True
2024-07-11 15:53:08.404634,90,Sensor contact not supported,[678],False,True,[88],True
2024-07-11 15:53:09.049052,90,Sensor contact not supported,[670],False,True,[89],True
2024-07-11 15:53:09.694174,90,Sensor contact not supported,[655],False,True,[91],True
2024-07-11 15:53:10.339790,92,Sensor contact not supported,[625],False,True,[96],True
2024-07-11 15:53:11.014556,93,Sensor contact not supported,[631],False,True,[95],True
2024-07-11 15:53:11.644021,93,Sensor contact not supported,[631],False,True,[95],True
2024-07-11 15:53:12.244579,92,Sensor contact not supported,[663],False,True,[90],True
2024-07-11 15:53:12.918897,93,Sensor contact not supported,[639],False,True,[93],True
2024-07-11 15:53:13.578942,91,Sensor contact not supported,[686],False,True,[87],True
2024-07-11 15:53:14.269756,90,Sensor contact not supported,[678],False,True,[88],True
2024-07-11 15:53:14.958986,89,Sensor contact not supported,[694],False,True,[86],True
2024-07-11 15:53:15.664651,87,Sensor contact not supported,[709],False,True,[84],True
2024-07-11 15:53:16.369899,87,Sensor contact not supported,[702],False,True,[85],True
2024-07-11 15:53:17.074562,86,Sensor contact not supported,[709],False,True,[84],True
2024-07-11 15:53:17.779302,85,Sensor contact not supported,[709],False,True,[84],True
2024-07-11 15:53:18.499796,85,Sensor contact not supported,[702],False,True,[85],True
2024-07-11 15:53:19.264016,85,Sensor contact not supported,[717],False,True,[83],True
2024-07-11 15:53:19.983944,84,Sensor contact not supported,[725],False,True,[82],True
2024-07-11 15:53:20.703978,84,Sensor contact not supported,[717],False,True,[83],True
2024-07-11 15:53:21.424194,83,Sensor contact not supported,[717],False,True,[83],True
2024-07-11 15:53:22.144388,83,Sensor contact not supported,[725],False,True,[82],True
2024-07-11 15:53:22.834634,83,Sensor contact not supported,[733],False,True,[81],True
2024-07-11 15:53:23.614382,82,Sensor contact not supported,[741],False,True,[80],True
2024-07-11 15:53:24.319840,81,Sensor contact not supported,[741],False,True,[80],True
2024-07-11 15:53:25.069424,81,Sensor contact not supported,[756],False,True,[79],True
2024-07-11 15:53:25.879277,80,Sensor contact not supported,[756],False,True,[79],True
2024-07-11 15:53:26.644461,79,Sensor contact not supported,[764],False,True,[78],True
2024-07-11 15:53:27.364087,79,Sensor contact not supported,[756],False,True,[79],True
2024-07-11 15:53:28.099167,80,Sensor contact not supported,[741],False,True,[80],True
2024-07-11 15:53:28.833871,80,Sensor contact not supported,[733],False,True,[81],True
2024-07-11 15:53:29.569149,80,Sensor contact not supported,[741],False,True,[80],True
2024-07-11 15:53:30.319580,81,Sensor contact not supported,[733],False,True,[81],True
2024-07-11 15:53:31.069737,80,Sensor contact not supported,[756],False,True,[79],True
2024-07-11 15:53:31.879828,79,Sensor contact not supported,[764],False,True,[78],True
2024-07-11 15:53:32.659361,78,Sensor contact not supported,[811],False,True,[73],True
2024-07-11 15:53:33.514841,77,Sensor contact not supported,[850],False,True,[70],True
2024-07-11 15:53:34.369500,75,Sensor contact not supported,[850],False,True,[70],True
2024-07-11 15:53:35.194547,74,Sensor contact not supported,[834],False,True,[71],True
2024-07-11 15:53:36.049538,74,Sensor contact not supported,[803],False,True,[74],True
2024-07-11 15:53:36.783985,74,Sensor contact not supported,[788],False,True,[76],True
2024-07-11 15:53:37.564243,75,Sensor contact not supported,[780],False,True,[76],True
2024-07-11 15:53:38.374211,76,Sensor contact not supported,[764],False,True,[78],True
2024-07-11 15:53:39.109367,76,Sensor contact not supported,[780],False,True,[76],True
2024-07-11 15:53:39.904633,76,Sensor contact not supported,[788],False,True,[76],True
2024-07-11 15:53:40.714916,76,Sensor contact not supported,[772],False,True,[77],True
2024-07-11 15:53:41.434090,77,Sensor contact not supported,[750],False,True,[80],True
