timestamp_sent,freq,freq_hr,on
2024-07-11 16:02:49.159029,2.762430933333334,165.74585600000003,1
2024-07-11 16:03:49.419014,2.7468682430390152,164.8120945823409,1
2024-07-11 16:03:49.782567,2.800970806815511,168.05824840893064,1
2024-07-11 16:03:50.143436,2.74013712501368,164.4082275008208,1
2024-07-11 16:03:50.491633,2.7440746242242744,164.64447745345646,1
2024-07-11 16:03:50.870540,2.770033389633522,166.2020033780113,1
2024-07-11 16:03:51.249658,2.75487292415509,165.2923754493054,1
2024-07-11 16:03:51.614614,2.8015589989630607,168.09353993778365,1
2024-07-11 16:03:51.998344,2.7852263186512713,167.1135791190763,1
2024-07-11 16:03:52.360078,2.754895584553986,165.29373507323916,1
2024-07-11 16:03:52.729770,2.747019655950374,164.82117935702243,1
2024-07-11 16:03:53.098897,2.7777296853889926,166.66378112333956,1
2024-07-11 16:03:53.477538,2.7251986357095945,163.51191814257567,1
2024-07-11 16:03:53.842277,2.7470332768693333,164.82199661216,1
2024-07-11 16:03:54.210492,2.747119181364798,164.8271508818879,1
2024-07-11 16:03:54.576108,2.762560067056733,165.753604023404,1
2024-07-11 16:03:54.937691,2.717535916241203,163.0521549744722,1
2024-07-11 16:03:55.307624,2.769544219458747,166.17265316752483,1
2024-07-11 16:03:55.672849,2.778183641754326,166.69101850525956,1
2024-07-11 16:03:56.032461,2.6886076078034598,161.31645646820758,1
2024-07-11 16:03:56.392850,2.7541930239013603,165.25158143408163,1
2024-07-11 16:03:56.751973,2.70534116563267,162.3204699379602,1
2024-07-11 16:03:57.120797,2.6928457313708742,161.57074388225246,1
2024-07-11 16:03:57.487082,2.7482585083610838,164.89551050166503,1
2024-07-11 16:03:57.863948,2.6415684872829366,158.4941092369762,1
2024-07-11 16:03:58.222669,2.687390479505891,161.24342877035346,1
2024-07-11 16:03:58.609086,2.6169744407323776,157.01846644394266,1
2024-07-11 16:03:58.972482,2.602579498770376,156.15476992622257,1
2024-07-11 16:03:59.350954,2.633227420754434,157.99364524526604,1
2024-07-11 16:03:59.758936,2.7038860344926046,162.23316206955627,1
2024-07-11 16:04:00.153142,2.598304851904138,155.89829111424828,1
2024-07-11 16:04:00.531453,2.617560439946695,157.05362639680172,1
2024-07-11 16:04:00.923711,2.686414989047633,161.184899342858,1
2024-07-11 16:04:01.317334,2.672749920594557,160.36499523567343,1
2024-07-11 16:04:01.712323,2.6029524601930953,156.17714761158572,1
2024-07-11 16:04:02.108639,2.533167087442472,151.99002524654833,1
2024-07-11 16:04:02.509659,2.5211618847703474,151.26971308622083,1
2024-07-11 16:04:02.924533,2.571917446071132,154.31504676426792,1
2024-07-11 16:04:03.325941,2.5970480608422846,155.82288365053708,1
2024-07-11 16:04:03.724138,2.5759812469916525,154.55887481949915,1
2024-07-11 16:04:04.126306,2.529761004563534,151.78566027381206,1
2024-07-11 16:04:04.528447,2.5228848083534223,151.37308850120533,1
2024-07-11 16:04:04.931159,2.5382816486317576,152.29689891790545,1
2024-07-11 16:04:05.349318,2.51097809092559,150.6586854555354,1
2024-07-11 16:04:05.753965,2.430305306387899,145.81831838327395,1
2024-07-11 16:04:06.154492,2.30596924831292,138.3581548987752,1
2024-07-11 16:04:06.569058,2.1469385687684563,128.8163141261074,1
2024-07-11 16:04:07.017764,1.9646559574510751,117.8793574470645,1
2024-07-11 16:04:07.479779,1.778019147062376,106.68114882374256,1
2024-07-11 16:04:08.004937,1.6214372755024167,97.286236530145,1
2024-07-11 16:04:08.577321,1.555990149219536,93.35940895317216,1
2024-07-11 16:04:09.212934,1.661189797698114,99.67138786188684,1
2024-07-11 16:04:09.862256,1.972253471026149,118.33520826156894,1
2024-07-11 16:04:10.461043,2.2977787793247133,137.8667267594828,1
2024-07-11 16:04:10.970242,2.28539542139579,137.1237252837474,1
2024-07-11 16:04:11.417624,2.272166799283847,136.33000795703083,1
2024-07-11 16:04:11.865644,2.2526548346922954,135.15929008153773,1
2024-07-11 16:04:12.322758,2.2370374848099215,134.22224908859528,1
2024-07-11 16:04:12.756949,2.236661994654844,134.19971967929064,1
2024-07-11 16:04:13.206783,2.206728939872641,132.40373639235847,1
2024-07-11 16:04:13.664828,2.1736838968301204,130.42103380980723,1
2024-07-11 16:04:14.128885,2.1417680752247805,128.50608451348683,1
2024-07-11 16:04:14.572828,2.150437293683807,129.02623762102843,1
2024-07-11 16:04:15.037405,2.192795133896289,131.56770803377734,1
2024-07-11 16:04:15.502258,2.1505503061012288,129.03301836607372,1
2024-07-11 16:04:15.970285,2.1986767039035144,131.92060223421086,1
2024-07-11 16:04:16.417944,2.217384835790195,133.0430901474117,1
2024-07-11 16:04:16.877463,2.2224291480664804,133.34574888398882,1
2024-07-11 16:04:17.329291,2.228888318057506,133.73329908345036,1
2024-07-11 16:04:17.782521,2.2026433333333344,132.15860000000006,1
2024-07-11 16:04:18.217778,2.1421328689123897,128.52797213474338,1
2024-07-11 16:04:18.672357,2.1380206100308796,128.28123660185278,1
2024-07-11 16:04:19.137851,2.0523948407738346,123.14369044643007,1
2024-07-11 16:04:19.599309,1.994694916133262,119.68169496799572,1
2024-07-11 16:04:20.105691,1.9756555794237982,118.5393347654279,1
