timestamp_received,rr,rr_interval,hr,ee_status,rr_hr,hrv_uint8,sensor_contact
2024-06-20 10:30:54.826441,[366],True,163,False,[163],True,Sensor contact not supported
2024-06-20 10:30:55.127004,[264],True,163,False,[227],True,Sensor contact not supported
2024-06-20 10:30:55.532079,[358],True,164,False,[167],True,Sensor contact not supported
2024-06-20 10:30:55.862167,[366],True,164,False,[163],True,Sensor contact not supported
2024-06-20 10:30:56.266599,[358],True,165,False,[167],True,Sensor contact not supported
2024-06-20 10:30:56.596787,[358],True,165,False,[167],True,Sensor contact not supported
2024-06-20 10:30:57.001342,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:30:57.361618,[358],True,165,False,[167],True,Sensor contact not supported
2024-06-20 10:30:57.722303,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:30:58.051282,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:30:58.456490,[358],True,165,False,[167],True,Sensor contact not supported
2024-06-20 10:30:58.817290,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:30:59.176823,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:30:59.536532,[358],True,165,False,[167],True,Sensor contact not supported
2024-06-20 10:30:59.866864,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:00.226858,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:00.586979,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:00.991294,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:01.321373,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:01.726676,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:02.086508,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:02.446959,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:02.806830,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:03.136878,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:03.541365,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:03.856282,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:04.261659,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:04.621483,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:04.951512,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:05.356990,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:05.716617,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:06.076337,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:06.436960,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:06.796306,[358],True,165,False,[167],True,Sensor contact not supported
2024-06-20 10:31:07.157080,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:07.531299,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:07.832191,[358],True,165,False,[167],True,Sensor contact not supported
2024-06-20 10:31:08.206914,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:08.566405,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:08.971619,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:09.331653,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:09.646270,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:10.051625,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:10.382257,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:10.786515,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:11.101640,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:11.506546,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:11.866425,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:12.227317,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:12.586844,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:12.946509,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:13.306988,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:13.637270,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:14.042000,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:14.401682,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:14.761472,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:15.121520,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:15.452233,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:15.856574,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:16.216762,[366],True,165,False,[163],True,Sensor contact not supported
2024-06-20 10:31:16.532023,[358],True,166,False,[167],True,Sensor contact not supported
2024-06-20 10:31:16.891644,[358],True,166,False,[167],True,Sensor contact not supported
