rr,rr_interval,timestamp_received,hr,hrv_uint8,sensor_contact,ee_status,rr_hr
[366],True,2024-06-19 14:32:09.965506,163,True,Sensor contact not supported,False,[163]
[319],True,2024-06-19 14:32:10.295352,166,True,Sensor contact not supported,False,[188]
[500],True,2024-06-19 14:32:10.835364,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:11.330235,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:11.796196,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:12.335307,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:12.785499,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:13.296077,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:13.835690,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:14.330527,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:14.795778,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:15.335810,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:15.830655,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:16.295386,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:16.835536,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:17.331153,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:17.796179,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:18.335415,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:18.831003,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:19.295488,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:19.835731,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:20.330985,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:20.795421,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:21.291058,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:21.831207,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:22.296149,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:22.835395,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:23.330330,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:23.795778,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:24.335979,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:24.786061,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:25.296021,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:32:25.835689,120,True,Sensor contact not supported,False,[120]
