rr,rr_interval,timestamp_received,hr,hrv_uint8,sensor_contact,ee_status,rr_hr
[366],True,2024-06-19 14:46:36.739083,163,True,Sensor contact not supported,False,[163]
[413],True,2024-06-19 14:46:37.174092,160,True,Sensor contact not supported,False,[145]
[500],True,2024-06-19 14:46:37.683391,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:38.193333,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:38.733806,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:39.184160,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:39.693643,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:40.233351,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:40.728960,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:41.193959,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:41.733294,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:42.228289,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:42.693961,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:43.233883,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:43.728826,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:44.194069,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:44.733743,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:45.228309,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:45.739076,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:46.233981,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:46.728803,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:47.193900,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:47.734022,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:48.228769,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:48.738986,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:49.189154,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:49.728365,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:50.239035,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:50.733972,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:51.183924,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:51.693785,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:52.233817,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:52.728838,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:53.238394,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:53.688415,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:54.228606,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:54.738664,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:55.233269,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:55.729137,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:56.194104,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:56.688519,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:57.228655,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:57.738389,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:58.234054,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:58.683276,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:59.194033,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:46:59.733940,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:00.228784,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:00.693794,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:01.234107,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:01.683236,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:02.193763,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:02.733491,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:03.228323,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:03.693462,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:04.234020,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:04.729057,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:05.193580,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:05.733941,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:06.183535,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:06.694128,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:07.233577,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:07.683406,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:08.193874,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:08.733641,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:09.228272,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:09.693571,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:10.233900,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:10.684077,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:11.195197,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:11.688229,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:12.228323,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:12.693811,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:13.233477,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:13.728207,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:14.194020,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:14.733925,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:15.228192,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:15.693187,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:16.233265,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:16.683271,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:17.193360,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:17.688504,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:18.228814,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:18.693928,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:19.233995,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:19.728933,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:20.193795,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:20.733538,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:21.183200,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:21.738741,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:22.248606,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:22.683579,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:23.193374,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:23.733907,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:24.228642,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:24.693477,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:25.233686,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:25.728892,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:26.193664,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:26.734049,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:27.229204,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:27.693271,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:28.233252,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:28.728342,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:29.193511,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:29.733327,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:30.228529,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:30.693706,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:31.189055,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:31.683510,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:32.193829,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:32.733431,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:33.228481,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:33.693679,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:34.188304,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:34.728367,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:35.194046,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:35.733558,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:36.228797,120,True,Sensor contact not supported,False,[120]
[500],True,2024-06-19 14:47:36.738534,120,True,Sensor contact not supported,False,[120]
[600],True,2024-06-19 14:47:37.308359,120,True,Sensor contact not supported,False,[100]
[1000],True,2024-06-19 14:47:38.298738,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:39.303586,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:40.353189,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:41.359012,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:42.348732,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:43.308897,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:44.343294,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:45.303304,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:46.308163,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:47.343807,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:48.303631,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:49.309068,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:50.343581,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:51.303594,120,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:52.309075,114,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:53.343978,107,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:54.303955,99,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:55.353716,91,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:56.343339,85,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:57.303612,79,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:58.308315,75,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:47:59.313088,70,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:00.348387,67,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:01.308454,65,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:02.313618,63,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:03.349035,62,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:04.308916,61,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:05.313846,61,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:06.348148,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:07.353730,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:08.298834,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:09.348341,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:10.308308,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:11.344108,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:12.304071,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:13.353250,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:14.343215,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:15.303872,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:16.308405,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:17.343408,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:18.303179,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:19.308467,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:20.313419,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:21.348357,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:22.308740,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:23.343693,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:24.303330,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:25.323438,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:26.298498,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:27.348368,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:28.308859,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:29.343720,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:30.303697,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:31.308896,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:32.343434,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:33.303942,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:34.353506,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:35.343396,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:36.348679,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:37.338852,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:38.298573,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:39.303068,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:40.293765,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:41.298734,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:42.303878,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:43.308120,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:44.358400,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:45.348241,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:46.338698,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:47.298725,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:48.348616,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:49.339011,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:50.298772,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:51.303702,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:52.338840,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:53.298948,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:54.303663,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:55.338676,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:56.298635,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:57.304080,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:58.338931,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:48:59.298709,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:49:00.303976,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:49:01.293295,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:49:02.299356,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:49:03.304017,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:49:04.338812,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:49:05.298907,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:49:06.348891,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:49:07.339357,60,True,Sensor contact not supported,False,[60]
