rr,rr_interval,timestamp_received,hr,hrv_uint8,sensor_contact,ee_status,rr_hr
[366],True,2024-06-19 14:55:10.628335,163,True,Sensor contact not supported,False,[163]
[413],True,2024-06-19 14:55:11.093705,160,True,Sensor contact not supported,False,[145]
[1000],True,2024-06-19 14:55:12.098511,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:13.148731,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:14.138686,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:15.098069,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:16.103437,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:17.138189,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:18.098731,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:19.148601,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:20.138899,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:21.098846,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:22.103466,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:23.108818,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:24.143182,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:25.103138,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:26.138412,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:27.098396,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:28.103269,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:29.093607,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:30.098393,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:31.103553,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:32.138923,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:33.098083,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:34.103613,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:35.093464,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:36.098679,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:37.103192,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:38.138359,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:39.098826,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:40.103316,60,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:55:41.139065,60,True,Sensor contact not supported,False,[60]
