rr,rr_interval,timestamp_received,hr,hrv_uint8,sensor_contact,ee_status,rr_hr
[22178],True,2024-06-19 14:29:17.283588,59,True,Sensor contact not supported,False,[2]
[819],True,2024-06-19 14:29:18.273287,59,True,Sensor contact not supported,False,[73]
[1000],True,2024-06-19 14:29:19.203302,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:20.148478,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:21.138551,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:22.143793,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:23.193910,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:24.184051,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:25.143733,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:26.178433,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:27.183498,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:28.174130,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:29.178908,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:30.139153,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:31.173672,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:32.134028,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:33.138880,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:34.173751,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:35.178413,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:36.138627,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:37.173262,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:38.133917,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:39.139057,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:40.173718,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:41.133633,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:42.138611,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:43.174066,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:44.134055,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:45.138564,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:46.173312,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:47.133873,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:48.138563,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:49.173982,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:50.179009,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:51.139141,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:52.174059,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:53.133666,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:54.138711,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:55.128978,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:56.133993,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:57.138503,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:58.174187,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:29:59.133648,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:00.139029,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:01.173298,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:02.133946,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:03.138941,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:04.174025,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:05.178403,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:06.138882,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:07.173882,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:08.133460,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:09.138863,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:10.188985,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:11.133695,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:12.138559,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:13.173490,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:14.178930,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:15.169158,59,True,Sensor contact not supported,False,[60]
[1000],True,2024-06-19 14:30:16.129101,59,True,Sensor contact not supported,False,[60]
