sensor_contact,rr,rr_hr,rr_interval,timestamp_received,hrv_uint8,hr,ee_status
Sensor contact not supported,,,False,2024-06-19 11:06:37.113217,True,0,False
Sensor contact not supported,,,False,2024-06-19 11:06:39.115344,True,0,False
Sensor contact not supported,"[500, 500, 23000]","[120, 120, 2]",True,2024-06-19 11:06:39.115344,True,120,False
Sensor contact not supported,[500],[120],True,2024-06-19 11:06:40.106990,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:41.109474,True,120,False
Sensor contact not supported,"[498, 499]","[120, 120]",True,2024-06-19 11:06:42.103423,True,120,False
Sensor contact not supported,"[499, 500]","[120, 120]",True,2024-06-19 11:06:43.098011,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:44.101926,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:45.099640,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:46.093126,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:47.094392,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:48.086544,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:49.090650,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:50.086408,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:51.085053,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:52.081973,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:53.075198,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:54.077210,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:55.075285,True,120,False
Sensor contact not supported,"[500, 499]","[120, 120]",True,2024-06-19 11:06:56.064536,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:57.068835,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:59.064989,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:06:59.064989,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:07:00.061471,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:07:01.053481,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:07:02.057378,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:07:03.052253,True,120,False
