sensor_contact,rr,rr_hr,rr_interval,timestamp_received,hrv_uint8,hr,ee_status
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:57.107379,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:58.106565,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:59.103562,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:00.102554,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:01.104695,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:02.096129,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:04.097609,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:04.097609,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:05.091318,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:06.089838,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:07.089431,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:08.085975,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:09.077586,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:10.078725,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:11.079805,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:12.071453,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:13.073425,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:14.066389,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:15.069707,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:16.062285,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:17.058551,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:18.055533,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:19.053321,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:20.057242,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:21.050267,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:23.050093,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:23.050303,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:24.043620,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:25.041200,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:26.036695,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:27.032716,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:28.036926,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:00:29.034857,True,120,False
Sensor contact not supported,"[500, 500, 500]","[120, 120, 120]",True,2024-06-19 11:00:30.025924,True,120,False
Sensor contact not supported,"[376, 333, 333]","[159, 180, 180]",True,2024-06-19 11:00:31.026369,True,120,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:32.022357,True,123,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:33.017307,True,154,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:34.022090,True,170,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:35.015600,True,175,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:36.017087,True,178,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:37.011614,True,179,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:38.011168,True,179,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:39.003750,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:40.000829,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:41.002243,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:43.000319,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:43.000319,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:43.995984,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:45.487619,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:46.491312,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:47.487655,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:48.485772,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:49.482884,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:50.477395,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:51.476171,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:52.471475,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:53.469502,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:54.465849,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:55.464165,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:56.465668,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:57.456299,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:58.453551,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:00:59.454522,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:00.456147,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:01.453199,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:02.450650,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:04.446428,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:04.446612,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:05.438590,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:06.437020,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:07.438164,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:08.431121,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:09.428551,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:10.425257,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:11.427040,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:12.420105,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:13.416999,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:14.420754,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:15.415703,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:16.411317,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:17.408904,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:18.405074,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:19.402871,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:20.405726,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:21.398807,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:22.394276,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:23.398237,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:24.389628,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:25.388579,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:26.390653,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:27.384191,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:28.385026,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:29.380078,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:30.380952,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:31.378225,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:32.369199,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:33.372422,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:34.366925,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:35.367235,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:36.364451,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:37.361528,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:38.356867,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:39.354938,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:40.355752,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:41.350550,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:42.344540,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:43.342686,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:44.345645,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:45.340888,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:46.333409,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:47.338744,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:48.335646,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:49.328011,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:50.327278,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:51.321361,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:52.323713,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:53.317964,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:54.314255,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:55.317373,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:56.313708,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:57.313426,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:58.309062,True,180,False
Sensor contact not supported,"[333, 333, 333]","[180, 180, 180]",True,2024-06-19 11:01:59.304692,True,180,False
Sensor contact not supported,"[333, 333]","[180, 180]",True,2024-06-19 11:02:00.301793,True,180,False
Sensor contact not supported,,,False,2024-06-19 11:02:01.302516,True,180,False
