sensor_contact,rr,rr_hr,rr_interval,timestamp_received,hrv_uint8,hr,ee_status
Sensor contact not supported,,,False,2024-06-19 10:59:29.186184,True,0,False
Sensor contact not supported,"[40713, 4852, 21440]","[1, 12, 2]",True,2024-06-19 10:59:30.180143,True,120,False
Sensor contact not supported,[501],[119],True,2024-06-19 10:59:31.177089,True,120,False
Sensor contact not supported,"[500, 499]","[120, 120]",True,2024-06-19 10:59:32.170935,True,120,False
Sensor contact not supported,"[499, 498]","[120, 120]",True,2024-06-19 10:59:33.175007,True,120,False
Sensor contact not supported,"[500, 499]","[120, 120]",True,2024-06-19 10:59:34.171920,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:35.169564,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:36.166170,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:37.163385,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:38.161109,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:40.157880,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:40.157880,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:41.148531,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:42.148783,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:44.147609,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:44.147609,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:45.139051,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:46.141729,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:47.139661,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:48.137523,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:49.134763,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:50.126226,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:51.129418,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:52.120520,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:53.118124,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:54.117281,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:55.112610,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 10:59:56.113647,True,120,False
