rr_interval,timestamp_received,rr,sensor_contact,rr_hr,hr,hrv_uint8,ee_status
True,2024-06-20 08:49:34.329750,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:35.155241,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:35.994673,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:36.820503,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:37.660351,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:38.499980,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:39.324939,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:40.164602,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:40.990362,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:41.830448,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:42.699753,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:43.494634,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:44.365152,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:45.159881,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:45.999417,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:46.825010,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:47.664663,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:48.489963,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:49.374591,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:50.199568,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:50.994842,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:51.819635,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:52.659649,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:53.499742,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:54.324746,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:55.165260,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:55.989612,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:56.829490,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:57.654809,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:49:58.540161,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:49:59.319698,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:00.159900,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:01.000075,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:50:01.825306,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:02.664859,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:03.490060,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:50:04.374632,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:05.154739,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:05.994537,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:50:06.819689,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:07.659696,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:08.499934,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:50:09.324481,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:10.164905,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:10.990446,[827],Sensor contact not supported,[72],72,True,False
True,2024-06-20 08:50:11.830122,[834],Sensor contact not supported,[71],72,True,False
True,2024-06-20 08:50:12.684807,[811],Sensor contact not supported,[73],72,True,False
True,2024-06-20 08:50:13.419854,[780],Sensor contact not supported,[76],73,True,False
True,2024-06-20 08:50:14.185106,[756],Sensor contact not supported,[79],75,True,False
True,2024-06-20 08:50:14.949945,[733],Sensor contact not supported,[81],77,True,False
True,2024-06-20 08:50:15.669713,[717],Sensor contact not supported,[83],79,True,False
True,2024-06-20 08:50:16.330083,[694],Sensor contact not supported,[86],81,True,False
True,2024-06-20 08:50:17.004345,[678],Sensor contact not supported,[88],83,True,False
True,2024-06-20 08:50:17.664795,[663],Sensor contact not supported,[90],85,True,False
True,2024-06-20 08:50:18.310393,[625],Sensor contact not supported,[96],86,True,False
True,2024-06-20 08:50:18.984935,[631],Sensor contact not supported,[95],89,True,False
True,2024-06-20 08:50:19.554846,[639],Sensor contact not supported,[93],90,True,False
True,2024-06-20 08:50:20.154667,[600],Sensor contact not supported,[100],91,True,False
True,2024-06-20 08:50:20.799566,[592],Sensor contact not supported,[101],92,True,False
True,2024-06-20 08:50:21.385091,[584],Sensor contact not supported,[102],95,True,False
True,2024-06-20 08:50:21.910314,[577],Sensor contact not supported,[103],98,True,False
True,2024-06-20 08:50:22.479870,[561],Sensor contact not supported,[106],100,True,False
True,2024-06-20 08:50:23.035544,[553],Sensor contact not supported,[108],103,True,False
True,2024-06-20 08:50:23.590162,[545],Sensor contact not supported,[110],105,True,False
True,2024-06-20 08:50:24.129693,[538],Sensor contact not supported,[111],107,True,False
True,2024-06-20 08:50:24.655331,[530],Sensor contact not supported,[113],108,True,False
True,2024-06-20 08:50:25.180235,[530],Sensor contact not supported,[113],110,True,False
True,2024-06-20 08:50:25.705125,[514],Sensor contact not supported,[116],112,True,False
True,2024-06-20 08:50:26.214696,[514],Sensor contact not supported,[116],113,True,False
True,2024-06-20 08:50:26.724897,[506],Sensor contact not supported,[118],114,True,False
True,2024-06-20 08:50:27.293239,[506],Sensor contact not supported,[118],115,True,False
True,2024-06-20 08:50:27.729774,[491],Sensor contact not supported,[122],117,True,False
True,2024-06-20 08:50:28.210012,[500],Sensor contact not supported,[120],118,True,False
True,2024-06-20 08:50:28.705074,[483],Sensor contact not supported,[124],120,True,False
True,2024-06-20 08:50:29.244902,[483],Sensor contact not supported,[124],121,True,False
True,2024-06-20 08:50:29.679756,[483],Sensor contact not supported,[124],122,True,False
True,2024-06-20 08:50:30.159555,[475],Sensor contact not supported,[126],123,True,False
True,2024-06-20 08:50:30.624921,[475],Sensor contact not supported,[126],124,True,False
True,2024-06-20 08:50:31.105293,[467],Sensor contact not supported,[128],125,True,False
True,2024-06-20 08:50:31.570375,[467],Sensor contact not supported,[128],126,True,False
True,2024-06-20 08:50:32.034578,[467],Sensor contact not supported,[128],126,True,False
True,2024-06-20 08:50:32.499993,[459],Sensor contact not supported,[130],127,True,False
True,2024-06-20 08:50:32.965076,[467],Sensor contact not supported,[128],128,True,False
True,2024-06-20 08:50:33.444507,[467],Sensor contact not supported,[128],128,True,False
True,2024-06-20 08:50:33.924684,[475],Sensor contact not supported,[126],127,True,False
True,2024-06-20 08:50:34.390073,[483],Sensor contact not supported,[124],126,True,False
True,2024-06-20 08:50:34.929615,[483],Sensor contact not supported,[124],125,True,False
True,2024-06-20 08:50:35.424854,[491],Sensor contact not supported,[122],124,True,False
True,2024-06-20 08:50:35.859619,[491],Sensor contact not supported,[122],123,True,False
True,2024-06-20 08:50:36.369465,[500],Sensor contact not supported,[120],122,True,False
True,2024-06-20 08:50:36.909963,[506],Sensor contact not supported,[118],121,True,False
True,2024-06-20 08:50:37.374906,[506],Sensor contact not supported,[118],120,True,False
True,2024-06-20 08:50:37.899390,[514],Sensor contact not supported,[116],119,True,False
True,2024-06-20 08:50:38.424649,[522],Sensor contact not supported,[114],117,True,False
True,2024-06-20 08:50:38.934661,[522],Sensor contact not supported,[114],116,True,False
True,2024-06-20 08:50:39.474758,[530],Sensor contact not supported,[113],115,True,False
True,2024-06-20 08:50:40.059864,[538],Sensor contact not supported,[111],114,True,False
True,2024-06-20 08:50:40.600287,[538],Sensor contact not supported,[111],113,True,False
True,2024-06-20 08:50:41.140245,[545],Sensor contact not supported,[110],112,True,False
True,2024-06-20 08:50:41.649705,[553],Sensor contact not supported,[108],111,True,False
True,2024-06-20 08:50:42.249516,[553],Sensor contact not supported,[108],110,True,False
True,2024-06-20 08:50:42.774431,[561],Sensor contact not supported,[106],109,True,False
True,2024-06-20 08:50:43.374983,[553],Sensor contact not supported,[108],108,True,False
True,2024-06-20 08:50:43.914740,[545],Sensor contact not supported,[110],109,True,False
True,2024-06-20 08:50:44.455037,[538],Sensor contact not supported,[111],109,True,False
True,2024-06-20 08:50:44.994624,[530],Sensor contact not supported,[113],110,True,False
True,2024-06-20 08:50:45.474848,[530],Sensor contact not supported,[113],111,True,False
True,2024-06-20 08:50:45.985045,[514],Sensor contact not supported,[116],113,True,False
True,2024-06-20 08:50:46.510361,[514],Sensor contact not supported,[116],114,True,False
True,2024-06-20 08:50:47.020214,[506],Sensor contact not supported,[118],115,True,False
True,2024-06-20 08:50:47.559826,[506],Sensor contact not supported,[118],116,True,False
True,2024-06-20 08:50:48.024349,[500],Sensor contact not supported,[120],117,True,False
True,2024-06-20 08:50:48.565302,[491],Sensor contact not supported,[122],118,True,False
True,2024-06-20 08:50:48.999501,[491],Sensor contact not supported,[122],119,True,False
True,2024-06-20 08:50:49.540316,[483],Sensor contact not supported,[124],121,True,False
True,2024-06-20 08:50:49.975032,[483],Sensor contact not supported,[124],122,True,False
True,2024-06-20 08:50:50.454640,[475],Sensor contact not supported,[126],123,True,False
True,2024-06-20 08:50:50.920148,[475],Sensor contact not supported,[126],124,True,False
True,2024-06-20 08:50:51.445062,[475],Sensor contact not supported,[126],124,True,False
True,2024-06-20 08:50:51.865135,[467],Sensor contact not supported,[128],125,True,False
True,2024-06-20 08:50:52.374745,[459],Sensor contact not supported,[130],127,True,False
True,2024-06-20 08:50:52.794479,[467],Sensor contact not supported,[128],127,True,False
True,2024-06-20 08:50:53.305065,[459],Sensor contact not supported,[130],128,True,False
True,2024-06-20 08:50:53.754644,[452],Sensor contact not supported,[132],129,True,False
True,2024-06-20 08:50:54.175465,[459],Sensor contact not supported,[130],129,True,False
True,2024-06-20 08:50:54.669861,[452],Sensor contact not supported,[132],130,True,False
True,2024-06-20 08:50:55.089735,[444],Sensor contact not supported,[135],131,True,False
True,2024-06-20 08:50:55.524975,[452],Sensor contact not supported,[132],132,True,False
True,2024-06-20 08:50:56.020080,[444],Sensor contact not supported,[135],132,True,False
True,2024-06-20 08:50:56.470099,[444],Sensor contact not supported,[135],133,True,False
True,2024-06-20 08:50:56.859894,[444],Sensor contact not supported,[135],133,True,False
True,2024-06-20 08:50:57.309351,[436],Sensor contact not supported,[137],134,True,False
True,2024-06-20 08:50:57.744647,[436],Sensor contact not supported,[137],135,True,False
True,2024-06-20 08:50:58.180884,[444],Sensor contact not supported,[135],135,True,False
True,2024-06-20 08:50:58.674637,[428],Sensor contact not supported,[140],136,True,False
True,2024-06-20 08:50:59.050029,[436],Sensor contact not supported,[137],137,True,False
True,2024-06-20 08:50:59.485213,[436],Sensor contact not supported,[137],137,True,False
True,2024-06-20 08:50:59.920089,[428],Sensor contact not supported,[140],137,True,False
True,2024-06-20 08:51:00.354855,[428],Sensor contact not supported,[140],138,True,False
True,2024-06-20 08:51:00.774385,[428],Sensor contact not supported,[140],138,True,False
True,2024-06-20 08:51:01.210111,[428],Sensor contact not supported,[140],139,True,False
True,2024-06-20 08:51:01.644374,[420],Sensor contact not supported,[142],140,True,False
True,2024-06-20 08:51:02.064971,[428],Sensor contact not supported,[140],140,True,False
True,2024-06-20 08:51:02.484637,[420],Sensor contact not supported,[142],140,True,False
True,2024-06-20 08:51:05.217479,[420],Sensor contact not supported,[142],141,True,False
True,2024-06-20 08:51:05.652388,[420],Sensor contact not supported,[142],141,True,False
True,2024-06-20 08:51:06.072858,[428],Sensor contact not supported,[140],141,True,False
True,2024-06-20 08:51:06.492234,[428],Sensor contact not supported,[140],140,True,False
True,2024-06-20 08:51:06.927891,[428],Sensor contact not supported,[140],140,True,False
True,2024-06-20 08:51:07.363138,[428],Sensor contact not supported,[140],140,True,False
True,2024-06-20 08:51:07.812875,[444],Sensor contact not supported,[135],138,True,False
True,2024-06-20 08:51:08.247298,[436],Sensor contact not supported,[137],138,True,False
True,2024-06-20 08:51:08.742402,[452],Sensor contact not supported,[132],136,True,False
True,2024-06-20 08:51:09.192246,[444],Sensor contact not supported,[135],136,True,False
True,2024-06-20 08:51:09.642867,[452],Sensor contact not supported,[132],134,True,False
True,2024-06-20 08:51:10.093082,[459],Sensor contact not supported,[130],133,True,False
True,2024-06-20 08:51:10.527273,[459],Sensor contact not supported,[130],132,True,False
True,2024-06-20 08:51:11.022673,[467],Sensor contact not supported,[128],131,True,False
True,2024-06-20 08:51:11.457442,[467],Sensor contact not supported,[128],130,True,False
True,2024-06-20 08:51:11.937300,[475],Sensor contact not supported,[126],129,True,False
True,2024-06-20 08:51:12.417826,[483],Sensor contact not supported,[124],127,True,False
True,2024-06-20 08:51:12.897900,[483],Sensor contact not supported,[124],126,True,False
True,2024-06-20 08:51:13.437921,[491],Sensor contact not supported,[122],125,True,False
True,2024-06-20 08:51:13.932218,[491],Sensor contact not supported,[122],124,True,False
True,2024-06-20 08:51:14.427299,[500],Sensor contact not supported,[120],122,True,False
True,2024-06-20 08:51:14.893156,[506],Sensor contact not supported,[118],121,True,False
True,2024-06-20 08:51:15.403071,[506],Sensor contact not supported,[118],120,True,False
True,2024-06-20 08:51:15.912468,[514],Sensor contact not supported,[116],119,True,False
True,2024-06-20 08:51:16.422591,[506],Sensor contact not supported,[118],119,True,False
True,2024-06-20 08:51:16.932248,[506],Sensor contact not supported,[118],118,True,False
True,2024-06-20 08:51:17.443152,[506],Sensor contact not supported,[118],118,True,False
True,2024-06-20 08:51:17.922931,[491],Sensor contact not supported,[122],119,True,False
True,2024-06-20 08:51:18.432258,[500],Sensor contact not supported,[120],119,True,False
True,2024-06-20 08:51:18.912919,[483],Sensor contact not supported,[124],121,True,False
True,2024-06-20 08:51:19.392800,[483],Sensor contact not supported,[124],121,True,False
True,2024-06-20 08:51:19.932523,[483],Sensor contact not supported,[124],122,True,False
True,2024-06-20 08:51:20.352642,[475],Sensor contact not supported,[126],123,True,False
True,2024-06-20 08:51:20.832898,[475],Sensor contact not supported,[126],124,True,False
True,2024-06-20 08:51:21.297695,[467],Sensor contact not supported,[128],125,True,False
True,2024-06-20 08:51:21.778766,[467],Sensor contact not supported,[128],126,True,False
True,2024-06-20 08:51:22.242473,[459],Sensor contact not supported,[130],127,True,False
True,2024-06-20 08:51:22.708101,[467],Sensor contact not supported,[128],127,True,False
True,2024-06-20 08:51:23.202870,[452],Sensor contact not supported,[132],129,True,False
True,2024-06-20 08:51:23.652568,[459],Sensor contact not supported,[130],129,True,False
True,2024-06-20 08:51:24.072766,[452],Sensor contact not supported,[132],130,True,False
True,2024-06-20 08:51:24.567391,[452],Sensor contact not supported,[132],131,True,False
True,2024-06-20 08:51:25.017389,[452],Sensor contact not supported,[132],131,True,False
True,2024-06-20 08:51:25.467846,[444],Sensor contact not supported,[135],132,True,False
True,2024-06-20 08:51:25.917421,[444],Sensor contact not supported,[135],133,True,False
True,2024-06-20 08:51:26.307667,[444],Sensor contact not supported,[135],133,True,False
True,2024-06-20 08:51:26.802801,[444],Sensor contact not supported,[135],134,True,False
True,2024-06-20 08:51:27.252734,[436],Sensor contact not supported,[137],135,True,False
True,2024-06-20 08:51:27.642333,[436],Sensor contact not supported,[137],135,True,False
True,2024-06-20 08:51:28.092787,[436],Sensor contact not supported,[137],136,True,False
True,2024-06-20 08:51:28.513200,[436],Sensor contact not supported,[137],136,True,False
True,2024-06-20 08:51:28.947254,[436],Sensor contact not supported,[137],136,True,False
True,2024-06-20 08:51:29.382541,[428],Sensor contact not supported,[140],137,True,False
True,2024-06-20 08:51:29.802577,[436],Sensor contact not supported,[137],137,True,False
True,2024-06-20 08:51:30.237490,[428],Sensor contact not supported,[140],138,True,False
True,2024-06-20 08:51:30.672538,[428],Sensor contact not supported,[140],138,True,False
True,2024-06-20 08:51:31.092750,[420],Sensor contact not supported,[142],139,True,False
True,2024-06-20 08:51:31.527368,[428],Sensor contact not supported,[140],139,True,False
True,2024-06-20 08:51:31.948118,[420],Sensor contact not supported,[142],140,True,False
True,2024-06-20 08:51:32.367216,[420],Sensor contact not supported,[142],141,True,False
True,2024-06-20 08:51:32.787859,[428],Sensor contact not supported,[140],140,True,False
True,2024-06-20 08:51:33.222939,[420],Sensor contact not supported,[142],141,True,False
True,2024-06-20 08:51:33.642915,[413],Sensor contact not supported,[145],142,True,False
True,2024-06-20 08:51:34.062834,[420],Sensor contact not supported,[142],142,True,False
True,2024-06-20 08:51:34.512246,[420],Sensor contact not supported,[142],142,True,False
True,2024-06-20 08:51:34.902396,[413],Sensor contact not supported,[145],143,True,False
True,2024-06-20 08:51:35.353154,[420],Sensor contact not supported,[142],143,True,False
True,2024-06-20 08:51:35.727401,[413],Sensor contact not supported,[145],143,True,False
True,2024-06-20 08:51:36.147971,[413],Sensor contact not supported,[145],144,True,False
True,2024-06-20 08:51:36.567788,[413],Sensor contact not supported,[145],144,True,False
True,2024-06-20 08:51:37.017832,[413],Sensor contact not supported,[145],144,True,False
True,2024-06-20 08:51:37.392824,[420],Sensor contact not supported,[142],143,True,False
True,2024-06-20 08:51:37.812394,[420],Sensor contact not supported,[142],143,True,False
True,2024-06-20 08:51:38.247718,[428],Sensor contact not supported,[140],142,True,False
True,2024-06-20 08:51:38.683019,[428],Sensor contact not supported,[140],141,True,False
True,2024-06-20 08:51:39.102358,[436],Sensor contact not supported,[137],140,True,False
True,2024-06-20 08:51:39.553107,[436],Sensor contact not supported,[137],139,True,False
True,2024-06-20 08:51:39.987539,[436],Sensor contact not supported,[137],138,True,False
True,2024-06-20 08:51:40.483210,[444],Sensor contact not supported,[135],137,True,False
True,2024-06-20 08:51:40.932873,[452],Sensor contact not supported,[132],136,True,False
True,2024-06-20 08:51:41.337335,[452],Sensor contact not supported,[132],135,True,False
True,2024-06-20 08:51:41.832782,[452],Sensor contact not supported,[132],134,True,False
True,2024-06-20 08:51:42.253032,[459],Sensor contact not supported,[130],133,True,False
True,2024-06-20 08:51:42.717648,[467],Sensor contact not supported,[128],131,True,False
True,2024-06-20 08:51:43.182748,[467],Sensor contact not supported,[128],130,True,False
True,2024-06-20 08:51:43.663089,[467],Sensor contact not supported,[128],129,True,False
True,2024-06-20 08:51:44.142633,[483],Sensor contact not supported,[124],128,True,False
True,2024-06-20 08:51:44.622282,[483],Sensor contact not supported,[124],126,True,False
True,2024-06-20 08:51:45.102571,[483],Sensor contact not supported,[124],126,True,False
True,2024-06-20 08:51:45.642993,[491],Sensor contact not supported,[122],124,True,False
True,2024-06-20 08:51:46.137255,[500],Sensor contact not supported,[120],123,True,False
True,2024-06-20 08:51:46.602476,[500],Sensor contact not supported,[120],122,True,False
True,2024-06-20 08:51:47.112293,[506],Sensor contact not supported,[118],121,True,False
True,2024-06-20 08:51:47.652709,[506],Sensor contact not supported,[118],120,True,False
True,2024-06-20 08:51:48.118000,[491],Sensor contact not supported,[122],120,True,False
True,2024-06-20 08:51:48.657580,[500],Sensor contact not supported,[120],120,True,False
True,2024-06-20 08:51:49.107712,[491],Sensor contact not supported,[122],121,True,False
True,2024-06-20 08:51:49.587245,[483],Sensor contact not supported,[124],121,True,False
True,2024-06-20 08:51:50.067659,[475],Sensor contact not supported,[126],123,True,False
True,2024-06-20 08:51:50.547546,[483],Sensor contact not supported,[124],123,True,False
True,2024-06-20 08:51:51.027134,[475],Sensor contact not supported,[126],124,True,False
True,2024-06-20 08:51:51.492310,[467],Sensor contact not supported,[128],125,True,False
True,2024-06-20 08:51:51.957607,[467],Sensor contact not supported,[128],126,True,False
True,2024-06-20 08:51:52.422623,[467],Sensor contact not supported,[128],126,True,False
True,2024-06-20 08:51:52.887727,[459],Sensor contact not supported,[130],127,True,False
True,2024-06-20 08:51:53.352802,[459],Sensor contact not supported,[130],128,True,False
True,2024-06-20 08:51:53.817504,[452],Sensor contact not supported,[132],129,True,False
True,2024-06-20 08:51:54.312729,[459],Sensor contact not supported,[130],130,True,False
True,2024-06-20 08:51:54.762530,[452],Sensor contact not supported,[132],130,True,False
True,2024-06-20 08:51:55.212240,[444],Sensor contact not supported,[135],132,True,False
True,2024-06-20 08:51:55.662331,[452],Sensor contact not supported,[132],132,True,False
True,2024-06-20 08:51:56.112734,[444],Sensor contact not supported,[135],133,True,False
True,2024-06-20 08:51:56.502613,[444],Sensor contact not supported,[135],133,True,False
True,2024-06-20 08:51:56.997565,[444],Sensor contact not supported,[135],133,True,False
True,2024-06-20 08:51:57.447927,[436],Sensor contact not supported,[137],134,True,False
True,2024-06-20 08:51:57.838077,[444],Sensor contact not supported,[135],134,True,False
True,2024-06-20 08:51:58.273036,[436],Sensor contact not supported,[137],135,True,False
True,2024-06-20 08:51:58.707657,[436],Sensor contact not supported,[137],136,True,False
True,2024-06-20 08:51:59.142218,[428],Sensor contact not supported,[140],137,True,False
True,2024-06-20 08:51:59.577358,[436],Sensor contact not supported,[137],137,True,False
True,2024-06-20 08:52:00.012278,[428],Sensor contact not supported,[140],138,True,False
True,2024-06-20 08:52:00.447256,[428],Sensor contact not supported,[140],138,True,False
True,2024-06-20 08:52:00.868039,[428],Sensor contact not supported,[140],139,True,False
True,2024-06-20 08:52:01.287557,[428],Sensor contact not supported,[140],139,True,False
True,2024-06-20 08:52:01.722145,[428],Sensor contact not supported,[140],139,True,False
True,2024-06-20 08:52:02.157887,[420],Sensor contact not supported,[142],140,True,False
True,2024-06-20 08:52:02.578049,[420],Sensor contact not supported,[142],141,True,False
True,2024-06-20 08:52:02.997753,[428],Sensor contact not supported,[140],140,True,False
True,2024-06-20 08:52:03.417838,[420],Sensor contact not supported,[142],141,True,False
True,2024-06-20 08:52:03.837826,[420],Sensor contact not supported,[142],141,True,False
True,2024-06-20 08:52:04.257395,[413],Sensor contact not supported,[145],142,True,False
True,2024-06-20 08:52:04.692433,[420],Sensor contact not supported,[142],142,True,False
True,2024-06-20 08:52:05.142641,[420],Sensor contact not supported,[142],142,True,False
True,2024-06-20 08:52:05.517576,[413],Sensor contact not supported,[145],143,True,False
True,2024-06-20 08:52:05.937693,[413],Sensor contact not supported,[145],143,True,False
True,2024-06-20 08:52:06.387721,[413],Sensor contact not supported,[145],144,True,False
True,2024-06-20 08:52:06.762917,[413],Sensor contact not supported,[145],144,True,False
True,2024-06-20 08:52:07.182560,[413],Sensor contact not supported,[145],144,True,False
True,2024-06-20 08:52:07.632573,[413],Sensor contact not supported,[145],144,True,False
True,2024-06-20 08:52:08.007222,[420],Sensor contact not supported,[142],144,True,False
True,2024-06-20 08:52:08.427596,[413],Sensor contact not supported,[145],144,True,False
True,2024-06-20 08:52:08.847731,[420],Sensor contact not supported,[142],143,True,False
True,2024-06-20 08:52:09.267240,[428],Sensor contact not supported,[140],142,True,False
True,2024-06-20 08:52:09.703040,[420],Sensor contact not supported,[142],142,True,False
True,2024-06-20 08:52:10.137237,[436],Sensor contact not supported,[137],141,True,False
True,2024-06-20 08:52:10.572389,[436],Sensor contact not supported,[137],139,True,False
True,2024-06-20 08:52:11.007209,[436],Sensor contact not supported,[137],139,True,False
True,2024-06-20 08:52:11.502503,[436],Sensor contact not supported,[137],138,True,False
True,2024-06-20 08:52:11.892590,[452],Sensor contact not supported,[132],136,True,False
True,2024-06-20 08:52:12.387794,[444],Sensor contact not supported,[135],136,True,False
True,2024-06-20 08:52:12.807564,[452],Sensor contact not supported,[132],135,True,False
True,2024-06-20 08:52:13.302731,[459],Sensor contact not supported,[130],133,True,False
True,2024-06-20 08:52:13.722728,[459],Sensor contact not supported,[130],132,True,False
True,2024-06-20 08:52:14.187828,[467],Sensor contact not supported,[128],131,True,False
True,2024-06-20 08:52:14.667459,[467],Sensor contact not supported,[128],130,True,False
True,2024-06-20 08:52:15.132235,[475],Sensor contact not supported,[126],129,True,False
True,2024-06-20 08:52:15.612130,[483],Sensor contact not supported,[124],127,True,False
True,2024-06-20 08:52:16.107676,[483],Sensor contact not supported,[124],126,True,False
True,2024-06-20 08:52:16.587502,[483],Sensor contact not supported,[124],125,True,False
True,2024-06-20 08:52:17.127803,[500],Sensor contact not supported,[120],124,True,False
True,2024-06-20 08:52:17.622340,[500],Sensor contact not supported,[120],122,True,False
True,2024-06-20 08:52:18.087847,[500],Sensor contact not supported,[120],122,True,False
True,2024-06-20 08:52:18.642814,[506],Sensor contact not supported,[118],120,True,False
True,2024-06-20 08:52:19.092243,[491],Sensor contact not supported,[122],121,True,False
True,2024-06-20 08:52:19.632935,[491],Sensor contact not supported,[122],121,True,False
True,2024-06-20 08:52:20.067375,[491],Sensor contact not supported,[122],121,True,False
True,2024-06-20 08:52:20.547541,[483],Sensor contact not supported,[124],122,True,False
True,2024-06-20 08:52:21.087069,[483],Sensor contact not supported,[124],122,True,False
True,2024-06-20 08:52:21.507447,[475],Sensor contact not supported,[126],123,True,False
True,2024-06-20 08:52:21.987307,[475],Sensor contact not supported,[126],124,True,False
True,2024-06-20 08:52:22.452588,[467],Sensor contact not supported,[128],125,True,False
True,2024-06-20 08:52:22.932791,[467],Sensor contact not supported,[128],126,True,False
True,2024-06-20 08:52:23.397972,[467],Sensor contact not supported,[128],126,True,False
True,2024-06-20 08:52:23.862995,[459],Sensor contact not supported,[130],128,True,False
True,2024-06-20 08:52:24.357976,[459],Sensor contact not supported,[130],128,True,False
