hrv_uint8,timestamp_received,ee_status,sensor_contact,hr,rr,rr_hr,rr_interval
True,2024-07-11 15:37:50.724780,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:37:51.520004,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:37:52.390305,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:37:53.184910,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:37:54.010770,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:37:54.850412,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:37:55.719881,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:37:56.515376,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:37:57.355390,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:37:58.180558,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:37:59.019870,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:37:59.889981,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:00.685267,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:01.509743,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:02.349638,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:03.190023,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:04.015410,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:04.855260,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:05.680255,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:06.535084,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:07.345327,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:08.184832,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:09.010623,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:09.850200,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:10.690698,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:11.515090,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:12.355055,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:13.180030,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:14.020391,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:14.845216,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:15.684846,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:16.510401,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:17.350267,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:18.189689,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:19.014940,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:19.854680,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:20.725334,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:21.519958,False,Sensor contact not supported,72,[834],[71],True
True,2024-07-11 15:38:22.390187,False,Sensor contact not supported,72,[827],[72],True
True,2024-07-11 15:38:23.140189,False,Sensor contact not supported,73,[795],[75],True
True,2024-07-11 15:38:23.905539,False,Sensor contact not supported,74,[780],[76],True
True,2024-07-11 15:38:24.669895,False,Sensor contact not supported,76,[750],[80],True
True,2024-07-11 15:38:25.435187,False,Sensor contact not supported,77,[733],[81],True
True,2024-07-11 15:38:26.154958,False,Sensor contact not supported,79,[709],[84],True
True,2024-07-11 15:38:26.799737,False,Sensor contact not supported,81,[694],[86],True
True,2024-07-11 15:38:27.474662,False,Sensor contact not supported,82,[670],[89],True
True,2024-07-11 15:38:28.135947,False,Sensor contact not supported,83,[655],[91],True
True,2024-07-11 15:38:28.780254,False,Sensor contact not supported,85,[639],[93],True
True,2024-07-11 15:38:29.454647,False,Sensor contact not supported,87,[608],[98],True
True,2024-07-11 15:38:30.009681,False,Sensor contact not supported,89,[631],[95],True
True,2024-07-11 15:38:30.625131,False,Sensor contact not supported,91,[600],[100],True
True,2024-07-11 15:38:31.255182,False,Sensor contact not supported,94,[592],[101],True
True,2024-07-11 15:38:31.795286,False,Sensor contact not supported,95,[577],[103],True
True,2024-07-11 15:38:32.350361,False,Sensor contact not supported,98,[569],[105],True
True,2024-07-11 15:38:32.920308,False,Sensor contact not supported,100,[561],[106],True
True,2024-07-11 15:38:33.475915,False,Sensor contact not supported,103,[553],[108],True
True,2024-07-11 15:38:34.060252,False,Sensor contact not supported,105,[545],[110],True
True,2024-07-11 15:38:34.599776,False,Sensor contact not supported,107,[530],[113],True
True,2024-07-11 15:38:35.125379,False,Sensor contact not supported,109,[530],[113],True
True,2024-07-11 15:38:35.605298,False,Sensor contact not supported,110,[522],[114],True
True,2024-07-11 15:38:36.160040,False,Sensor contact not supported,112,[522],[114],True
True,2024-07-11 15:38:36.640852,False,Sensor contact not supported,113,[506],[118],True
True,2024-07-11 15:38:37.150011,False,Sensor contact not supported,115,[506],[118],True
True,2024-07-11 15:38:37.644658,False,Sensor contact not supported,116,[500],[120],True
True,2024-07-11 15:38:38.184722,False,Sensor contact not supported,117,[500],[120],True
True,2024-07-11 15:38:38.634809,False,Sensor contact not supported,118,[491],[122],True
True,2024-07-11 15:38:39.174640,False,Sensor contact not supported,120,[483],[124],True
True,2024-07-11 15:38:39.609770,False,Sensor contact not supported,121,[483],[124],True
True,2024-07-11 15:38:40.091122,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:38:40.569784,False,Sensor contact not supported,123,[475],[126],True
True,2024-07-11 15:38:41.050184,False,Sensor contact not supported,124,[475],[126],True
True,2024-07-11 15:38:41.515361,False,Sensor contact not supported,125,[467],[128],True
True,2024-07-11 15:38:41.980259,False,Sensor contact not supported,126,[467],[128],True
True,2024-07-11 15:38:42.490035,False,Sensor contact not supported,127,[459],[130],True
True,2024-07-11 15:38:42.910782,False,Sensor contact not supported,127,[467],[128],True
True,2024-07-11 15:38:43.375409,False,Sensor contact not supported,127,[467],[128],True
True,2024-07-11 15:38:43.855547,False,Sensor contact not supported,128,[467],[128],True
True,2024-07-11 15:38:44.320292,False,Sensor contact not supported,127,[475],[126],True
True,2024-07-11 15:38:44.814514,False,Sensor contact not supported,126,[483],[124],True
True,2024-07-11 15:38:45.294890,False,Sensor contact not supported,125,[483],[124],True
True,2024-07-11 15:38:45.834950,False,Sensor contact not supported,124,[491],[122],True
True,2024-07-11 15:38:46.329631,False,Sensor contact not supported,123,[500],[120],True
True,2024-07-11 15:38:46.825130,False,Sensor contact not supported,122,[500],[120],True
True,2024-07-11 15:38:47.290189,False,Sensor contact not supported,121,[506],[118],True
True,2024-07-11 15:38:47.845185,False,Sensor contact not supported,120,[506],[118],True
True,2024-07-11 15:38:48.325281,False,Sensor contact not supported,119,[514],[116],True
True,2024-07-11 15:38:48.835046,False,Sensor contact not supported,117,[522],[114],True
True,2024-07-11 15:38:49.374626,False,Sensor contact not supported,116,[522],[114],True
True,2024-07-11 15:38:49.914882,False,Sensor contact not supported,115,[538],[111],True
True,2024-07-11 15:38:50.456057,False,Sensor contact not supported,114,[530],[113],True
True,2024-07-11 15:38:50.979712,False,Sensor contact not supported,113,[545],[110],True
True,2024-07-11 15:38:51.535011,False,Sensor contact not supported,112,[545],[110],True
True,2024-07-11 15:38:52.090383,False,Sensor contact not supported,111,[553],[108],True
True,2024-07-11 15:38:52.689972,False,Sensor contact not supported,110,[553],[108],True
True,2024-07-11 15:38:53.199821,False,Sensor contact not supported,109,[561],[106],True
True,2024-07-11 15:38:53.755446,False,Sensor contact not supported,108,[553],[108],True
True,2024-07-11 15:38:54.340259,False,Sensor contact not supported,109,[545],[110],True
True,2024-07-11 15:38:54.880467,False,Sensor contact not supported,109,[538],[111],True
True,2024-07-11 15:38:55.374584,False,Sensor contact not supported,111,[522],[114],True
True,2024-07-11 15:38:55.884790,False,Sensor contact not supported,112,[522],[114],True
True,2024-07-11 15:38:56.409797,False,Sensor contact not supported,113,[522],[114],True
True,2024-07-11 15:38:56.920030,False,Sensor contact not supported,114,[506],[118],True
True,2024-07-11 15:38:57.429907,False,Sensor contact not supported,115,[506],[118],True
True,2024-07-11 15:38:57.970547,False,Sensor contact not supported,117,[500],[120],True
True,2024-07-11 15:38:58.465282,False,Sensor contact not supported,117,[500],[120],True
True,2024-07-11 15:38:58.975059,False,Sensor contact not supported,119,[491],[122],True
True,2024-07-11 15:38:59.409589,False,Sensor contact not supported,120,[483],[124],True
True,2024-07-11 15:38:59.904585,False,Sensor contact not supported,121,[483],[124],True
True,2024-07-11 15:39:00.370243,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:39:00.850208,False,Sensor contact not supported,123,[475],[126],True
True,2024-07-11 15:39:01.314775,False,Sensor contact not supported,124,[467],[128],True
True,2024-07-11 15:39:01.780199,False,Sensor contact not supported,125,[467],[128],True
True,2024-07-11 15:39:02.259764,False,Sensor contact not supported,126,[467],[128],True
True,2024-07-11 15:39:02.724739,False,Sensor contact not supported,127,[467],[128],True
True,2024-07-11 15:39:03.189723,False,Sensor contact not supported,128,[459],[130],True
True,2024-07-11 15:39:03.684878,False,Sensor contact not supported,129,[452],[132],True
True,2024-07-11 15:39:04.105426,False,Sensor contact not supported,129,[459],[130],True
True,2024-07-11 15:39:04.599792,False,Sensor contact not supported,130,[452],[132],True
True,2024-07-11 15:39:05.050309,False,Sensor contact not supported,131,[452],[132],True
True,2024-07-11 15:39:05.499858,False,Sensor contact not supported,132,[444],[135],True
True,2024-07-11 15:39:05.950442,False,Sensor contact not supported,132,[452],[132],True
True,2024-07-11 15:39:06.400073,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:39:06.790084,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:39:07.285545,False,Sensor contact not supported,134,[436],[137],True
True,2024-07-11 15:39:07.674798,False,Sensor contact not supported,134,[444],[135],True
True,2024-07-11 15:39:08.125312,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:39:08.545365,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:39:08.994957,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:39:09.430195,False,Sensor contact not supported,137,[428],[140],True
True,2024-07-11 15:39:09.849650,False,Sensor contact not supported,137,[436],[137],True
True,2024-07-11 15:39:10.285052,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:39:10.765310,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:39:11.185058,False,Sensor contact not supported,139,[428],[140],True
True,2024-07-11 15:39:11.575058,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:39:12.025443,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:39:12.475323,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:39:12.850271,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:39:13.270418,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:39:13.704822,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:39:14.124757,False,Sensor contact not supported,141,[428],[140],True
True,2024-07-11 15:39:14.544670,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:39:14.980137,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:39:15.414783,False,Sensor contact not supported,139,[436],[137],True
True,2024-07-11 15:39:15.910322,False,Sensor contact not supported,138,[436],[137],True
True,2024-07-11 15:39:16.300019,False,Sensor contact not supported,137,[444],[135],True
True,2024-07-11 15:39:16.795275,False,Sensor contact not supported,136,[444],[135],True
True,2024-07-11 15:39:17.245377,False,Sensor contact not supported,135,[452],[132],True
True,2024-07-11 15:39:17.665133,False,Sensor contact not supported,134,[452],[132],True
True,2024-07-11 15:39:18.130059,False,Sensor contact not supported,133,[459],[130],True
True,2024-07-11 15:39:18.624798,False,Sensor contact not supported,131,[467],[128],True
True,2024-07-11 15:39:19.044852,False,Sensor contact not supported,130,[467],[128],True
True,2024-07-11 15:39:19.525034,False,Sensor contact not supported,129,[467],[128],True
True,2024-07-11 15:39:20.005264,False,Sensor contact not supported,128,[475],[126],True
True,2024-07-11 15:39:20.485560,False,Sensor contact not supported,127,[483],[124],True
True,2024-07-11 15:39:20.965281,False,Sensor contact not supported,126,[483],[124],True
True,2024-07-11 15:39:21.505197,False,Sensor contact not supported,125,[491],[122],True
True,2024-07-11 15:39:22.000078,False,Sensor contact not supported,123,[500],[120],True
True,2024-07-11 15:39:22.465249,False,Sensor contact not supported,122,[500],[120],True
True,2024-07-11 15:39:23.005932,False,Sensor contact not supported,121,[506],[118],True
True,2024-07-11 15:39:23.470161,False,Sensor contact not supported,120,[506],[118],True
True,2024-07-11 15:39:23.994934,False,Sensor contact not supported,119,[514],[116],True
True,2024-07-11 15:39:24.504891,False,Sensor contact not supported,118,[514],[116],True
True,2024-07-11 15:39:25.045184,False,Sensor contact not supported,118,[500],[120],True
True,2024-07-11 15:39:25.510398,False,Sensor contact not supported,119,[500],[120],True
True,2024-07-11 15:39:26.050418,False,Sensor contact not supported,119,[500],[120],True
True,2024-07-11 15:39:26.545178,False,Sensor contact not supported,120,[491],[122],True
True,2024-07-11 15:39:26.979909,False,Sensor contact not supported,121,[483],[124],True
True,2024-07-11 15:39:27.475480,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:39:27.955416,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:39:28.419803,False,Sensor contact not supported,124,[467],[128],True
True,2024-07-11 15:39:28.900189,False,Sensor contact not supported,124,[475],[126],True
True,2024-07-11 15:39:29.365011,False,Sensor contact not supported,125,[467],[128],True
True,2024-07-11 15:39:29.830467,False,Sensor contact not supported,126,[467],[128],True
True,2024-07-11 15:39:30.294918,False,Sensor contact not supported,127,[459],[130],True
True,2024-07-11 15:39:30.775162,False,Sensor contact not supported,128,[459],[130],True
True,2024-07-11 15:39:31.210453,False,Sensor contact not supported,129,[459],[130],True
True,2024-07-11 15:39:31.720480,False,Sensor contact not supported,129,[459],[130],True
True,2024-07-11 15:39:32.170914,False,Sensor contact not supported,130,[452],[132],True
True,2024-07-11 15:39:32.589880,False,Sensor contact not supported,131,[452],[132],True
True,2024-07-11 15:39:33.025431,False,Sensor contact not supported,132,[444],[135],True
True,2024-07-11 15:39:33.520050,False,Sensor contact not supported,132,[444],[135],True
True,2024-07-11 15:39:33.970486,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:39:34.435427,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:39:34.810058,False,Sensor contact not supported,134,[444],[135],True
True,2024-07-11 15:39:35.305493,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:39:35.710408,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:39:36.129662,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:39:36.565090,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:39:37.000085,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:39:37.420506,False,Sensor contact not supported,137,[428],[140],True
True,2024-07-11 15:39:37.869729,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:39:38.290298,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:39:38.710627,False,Sensor contact not supported,139,[428],[140],True
True,2024-07-11 15:39:39.144688,False,Sensor contact not supported,139,[428],[140],True
True,2024-07-11 15:39:39.580325,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:39:40.000332,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:39:40.420088,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:39:40.840294,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:39:41.260297,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:39:41.680090,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:39:42.100567,False,Sensor contact not supported,142,[413],[145],True
True,2024-07-11 15:39:42.535165,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:39:42.985561,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:39:43.360219,False,Sensor contact not supported,143,[420],[142],True
True,2024-07-11 15:39:43.780303,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:39:44.199455,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:39:44.649739,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:39:45.040247,False,Sensor contact not supported,143,[420],[142],True
True,2024-07-11 15:39:45.490251,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:39:45.910138,False,Sensor contact not supported,142,[428],[140],True
True,2024-07-11 15:39:46.299905,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:39:46.720521,False,Sensor contact not supported,141,[428],[140],True
True,2024-07-11 15:39:47.155056,False,Sensor contact not supported,140,[436],[137],True
True,2024-07-11 15:39:47.590332,False,Sensor contact not supported,139,[436],[137],True
True,2024-07-11 15:39:48.100232,False,Sensor contact not supported,138,[436],[137],True
True,2024-07-11 15:39:48.474661,False,Sensor contact not supported,137,[444],[135],True
True,2024-07-11 15:39:48.925410,False,Sensor contact not supported,136,[452],[132],True
True,2024-07-11 15:39:49.420371,False,Sensor contact not supported,135,[452],[132],True
True,2024-07-11 15:39:49.840470,False,Sensor contact not supported,134,[452],[132],True
True,2024-07-11 15:39:50.305789,False,Sensor contact not supported,133,[459],[130],True
True,2024-07-11 15:39:50.770138,False,Sensor contact not supported,131,[467],[128],True
True,2024-07-11 15:39:51.235112,False,Sensor contact not supported,130,[467],[128],True
True,2024-07-11 15:39:51.714555,False,Sensor contact not supported,129,[475],[126],True
True,2024-07-11 15:39:52.195307,False,Sensor contact not supported,128,[475],[126],True
True,2024-07-11 15:39:52.674730,False,Sensor contact not supported,127,[483],[124],True
True,2024-07-11 15:39:53.170297,False,Sensor contact not supported,125,[491],[122],True
True,2024-07-11 15:39:53.649670,False,Sensor contact not supported,124,[491],[122],True
True,2024-07-11 15:39:54.159703,False,Sensor contact not supported,123,[500],[120],True
True,2024-07-11 15:39:54.700061,False,Sensor contact not supported,122,[500],[120],True
True,2024-07-11 15:39:55.165113,False,Sensor contact not supported,121,[506],[118],True
True,2024-07-11 15:39:55.675496,False,Sensor contact not supported,120,[506],[118],True
True,2024-07-11 15:39:56.169955,False,Sensor contact not supported,120,[491],[122],True
True,2024-07-11 15:39:56.710369,False,Sensor contact not supported,120,[500],[120],True
True,2024-07-11 15:39:57.145334,False,Sensor contact not supported,121,[483],[124],True
True,2024-07-11 15:39:57.685427,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:39:58.119561,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:39:58.584581,False,Sensor contact not supported,123,[475],[126],True
True,2024-07-11 15:39:59.065284,False,Sensor contact not supported,124,[475],[126],True
True,2024-07-11 15:39:59.560298,False,Sensor contact not supported,125,[475],[126],True
True,2024-07-11 15:40:00.054832,False,Sensor contact not supported,126,[459],[130],True
True,2024-07-11 15:40:00.474678,False,Sensor contact not supported,127,[467],[128],True
True,2024-07-11 15:40:00.939981,False,Sensor contact not supported,128,[459],[130],True
True,2024-07-11 15:40:01.435347,False,Sensor contact not supported,128,[459],[130],True
True,2024-07-11 15:40:01.855197,False,Sensor contact not supported,129,[459],[130],True
True,2024-07-11 15:40:02.350017,False,Sensor contact not supported,130,[452],[132],True
True,2024-07-11 15:40:02.770428,False,Sensor contact not supported,131,[452],[132],True
True,2024-07-11 15:40:03.265376,False,Sensor contact not supported,131,[452],[132],True
True,2024-07-11 15:40:03.669592,False,Sensor contact not supported,132,[444],[135],True
True,2024-07-11 15:40:04.165217,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:40:04.555063,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:40:05.004625,False,Sensor contact not supported,134,[444],[135],True
True,2024-07-11 15:40:05.440066,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:40:05.874641,False,Sensor contact not supported,134,[444],[135],True
True,2024-07-11 15:40:06.370467,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:40:06.760258,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:40:07.194605,False,Sensor contact not supported,137,[428],[140],True
True,2024-07-11 15:40:07.630413,False,Sensor contact not supported,137,[436],[137],True
True,2024-07-11 15:40:08.050262,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:40:08.484506,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:40:08.920086,False,Sensor contact not supported,139,[428],[140],True
True,2024-07-11 15:40:09.385316,False,Sensor contact not supported,139,[428],[140],True
True,2024-07-11 15:40:09.775292,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:40:10.195029,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:40:10.630814,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:40:11.050295,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:40:11.470127,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:40:11.889528,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:40:12.310709,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:40:12.729789,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:40:13.150097,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:40:13.600088,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:40:13.975262,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:40:14.440275,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:40:14.815243,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:40:15.265380,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:40:15.639981,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:40:16.060334,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:40:16.479606,False,Sensor contact not supported,144,[420],[142],True
True,2024-07-11 15:40:16.899967,False,Sensor contact not supported,143,[420],[142],True
True,2024-07-11 15:40:17.319748,False,Sensor contact not supported,142,[428],[140],True
True,2024-07-11 15:40:17.755494,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:40:18.174654,False,Sensor contact not supported,140,[436],[137],True
True,2024-07-11 15:40:18.610336,False,Sensor contact not supported,139,[436],[137],True
True,2024-07-11 15:40:19.120287,False,Sensor contact not supported,139,[436],[137],True
True,2024-07-11 15:40:19.509816,False,Sensor contact not supported,137,[444],[135],True
True,2024-07-11 15:40:19.945046,False,Sensor contact not supported,136,[444],[135],True
True,2024-07-11 15:40:20.439915,False,Sensor contact not supported,136,[444],[135],True
True,2024-07-11 15:40:20.889992,False,Sensor contact not supported,134,[459],[130],True
True,2024-07-11 15:40:21.309928,False,Sensor contact not supported,133,[459],[130],True
True,2024-07-11 15:40:21.774934,False,Sensor contact not supported,132,[459],[130],True
True,2024-07-11 15:40:22.240303,False,Sensor contact not supported,131,[467],[128],True
True,2024-07-11 15:40:22.719515,False,Sensor contact not supported,130,[467],[128],True
True,2024-07-11 15:40:23.200344,False,Sensor contact not supported,129,[475],[126],True
True,2024-07-11 15:40:23.680390,False,Sensor contact not supported,127,[483],[124],True
True,2024-07-11 15:40:24.160145,False,Sensor contact not supported,126,[483],[124],True
True,2024-07-11 15:40:24.640719,False,Sensor contact not supported,125,[491],[122],True
True,2024-07-11 15:40:25.195026,False,Sensor contact not supported,124,[491],[122],True
True,2024-07-11 15:40:25.690259,False,Sensor contact not supported,122,[506],[118],True
True,2024-07-11 15:40:26.185355,False,Sensor contact not supported,121,[500],[120],True
True,2024-07-11 15:40:26.649813,False,Sensor contact not supported,121,[500],[120],True
True,2024-07-11 15:40:27.189582,False,Sensor contact not supported,120,[500],[120],True
True,2024-07-11 15:40:27.685021,False,Sensor contact not supported,121,[491],[122],True
True,2024-07-11 15:40:28.180374,False,Sensor contact not supported,121,[491],[122],True
True,2024-07-11 15:40:28.630027,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:40:29.094800,False,Sensor contact not supported,123,[475],[126],True
True,2024-07-11 15:40:29.575413,False,Sensor contact not supported,124,[475],[126],True
True,2024-07-11 15:40:30.039887,False,Sensor contact not supported,124,[475],[126],True
True,2024-07-11 15:40:30.520259,False,Sensor contact not supported,125,[467],[128],True
True,2024-07-11 15:40:30.985195,False,Sensor contact not supported,126,[467],[128],True
True,2024-07-11 15:40:31.450111,False,Sensor contact not supported,127,[459],[130],True
True,2024-07-11 15:40:31.914754,False,Sensor contact not supported,127,[467],[128],True
True,2024-07-11 15:40:32.409577,False,Sensor contact not supported,129,[452],[132],True
