hrv_uint8,timestamp_received,ee_status,sensor_contact,hr,rr,rr_hr,rr_interval
True,2024-07-11 15:47:24.409921,False,Sensor contact not supported,144,[420],[142],True
True,2024-07-11 15:47:24.874924,False,Sensor contact not supported,142,[428],[140],True
True,2024-07-11 15:47:25.264328,False,Sensor contact not supported,141,[428],[140],True
True,2024-07-11 15:47:25.684492,False,Sensor contact not supported,141,[428],[140],True
True,2024-07-11 15:47:26.135038,False,Sensor contact not supported,140,[436],[137],True
True,2024-07-11 15:47:26.569296,False,Sensor contact not supported,139,[436],[137],True
True,2024-07-11 15:47:27.064964,False,Sensor contact not supported,137,[444],[135],True
True,2024-07-11 15:47:27.454525,False,Sensor contact not supported,137,[444],[135],True
True,2024-07-11 15:47:27.950498,False,Sensor contact not supported,135,[452],[132],True
True,2024-07-11 15:47:28.369381,False,Sensor contact not supported,134,[452],[132],True
True,2024-07-11 15:47:28.864618,False,Sensor contact not supported,133,[459],[130],True
True,2024-07-11 15:47:29.285040,False,Sensor contact not supported,132,[459],[130],True
True,2024-07-11 15:47:29.749407,False,Sensor contact not supported,131,[467],[128],True
True,2024-07-11 15:47:30.230282,False,Sensor contact not supported,130,[467],[128],True
True,2024-07-11 15:47:30.695560,False,Sensor contact not supported,129,[475],[126],True
True,2024-07-11 15:47:31.234116,False,Sensor contact not supported,127,[483],[124],True
True,2024-07-11 15:47:31.669363,False,Sensor contact not supported,126,[483],[124],True
True,2024-07-11 15:47:32.210089,False,Sensor contact not supported,125,[491],[122],True
True,2024-07-11 15:47:32.704772,False,Sensor contact not supported,124,[491],[122],True
True,2024-07-11 15:47:33.169541,False,Sensor contact not supported,122,[500],[120],True
True,2024-07-11 15:47:33.709973,False,Sensor contact not supported,121,[506],[118],True
True,2024-07-11 15:47:34.204369,False,Sensor contact not supported,121,[500],[120],True
True,2024-07-11 15:47:34.669947,False,Sensor contact not supported,120,[500],[120],True
True,2024-07-11 15:47:35.149475,False,Sensor contact not supported,121,[483],[124],True
True,2024-07-11 15:47:35.689228,False,Sensor contact not supported,121,[491],[122],True
True,2024-07-11 15:47:36.124520,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:47:36.604921,False,Sensor contact not supported,123,[475],[126],True
True,2024-07-11 15:47:37.070155,False,Sensor contact not supported,124,[475],[126],True
True,2024-07-11 15:47:37.564726,False,Sensor contact not supported,125,[467],[128],True
True,2024-07-11 15:47:38.059956,False,Sensor contact not supported,126,[467],[128],True
True,2024-07-11 15:47:38.479743,False,Sensor contact not supported,126,[467],[128],True
True,2024-07-11 15:47:38.944334,False,Sensor contact not supported,128,[459],[130],True
True,2024-07-11 15:47:39.410039,False,Sensor contact not supported,128,[459],[130],True
True,2024-07-11 15:47:39.905249,False,Sensor contact not supported,129,[459],[130],True
True,2024-07-11 15:47:40.324700,False,Sensor contact not supported,130,[452],[132],True
True,2024-07-11 15:47:40.819978,False,Sensor contact not supported,130,[452],[132],True
True,2024-07-11 15:47:41.269301,False,Sensor contact not supported,131,[452],[132],True
True,2024-07-11 15:47:41.719226,False,Sensor contact not supported,131,[452],[132],True
True,2024-07-11 15:47:42.169394,False,Sensor contact not supported,132,[444],[135],True
True,2024-07-11 15:47:42.589901,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:47:43.009672,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:47:43.444595,False,Sensor contact not supported,134,[436],[137],True
True,2024-07-11 15:47:43.939674,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:47:44.329833,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:47:44.765064,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:47:45.199217,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:47:45.634589,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:47:46.070383,False,Sensor contact not supported,137,[428],[140],True
True,2024-07-11 15:47:46.489419,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:47:46.939632,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:47:47.375032,False,Sensor contact not supported,139,[428],[140],True
True,2024-07-11 15:47:47.824578,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:47:48.214271,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:47:48.634224,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:47:49.054468,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:47:49.475094,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:47:49.909351,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:47:50.329924,False,Sensor contact not supported,142,[413],[145],True
True,2024-07-11 15:47:50.749858,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:47:51.199930,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:47:51.589455,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:47:52.039713,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:47:52.414804,False,Sensor contact not supported,143,[420],[142],True
True,2024-07-11 15:47:52.864875,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:47:53.239381,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:47:53.674699,False,Sensor contact not supported,145,[405],[148],True
True,2024-07-11 15:47:54.064294,False,Sensor contact not supported,145,[413],[145],True
True,2024-07-11 15:47:54.484403,False,Sensor contact not supported,144,[420],[142],True
True,2024-07-11 15:47:54.905274,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:47:55.324616,False,Sensor contact not supported,143,[420],[142],True
True,2024-07-11 15:47:55.744358,False,Sensor contact not supported,142,[428],[140],True
True,2024-07-11 15:47:56.209171,False,Sensor contact not supported,141,[428],[140],True
True,2024-07-11 15:47:56.614630,False,Sensor contact not supported,141,[428],[140],True
True,2024-07-11 15:47:57.050097,False,Sensor contact not supported,140,[436],[137],True
True,2024-07-11 15:47:57.484750,False,Sensor contact not supported,139,[436],[137],True
True,2024-07-11 15:47:57.934895,False,Sensor contact not supported,137,[444],[135],True
True,2024-07-11 15:47:58.369252,False,Sensor contact not supported,137,[444],[135],True
True,2024-07-11 15:47:58.864980,False,Sensor contact not supported,136,[444],[135],True
True,2024-07-11 15:47:59.284710,False,Sensor contact not supported,134,[459],[130],True
True,2024-07-11 15:47:59.779174,False,Sensor contact not supported,133,[452],[132],True
True,2024-07-11 15:48:00.199815,False,Sensor contact not supported,132,[467],[128],True
True,2024-07-11 15:48:00.665530,False,Sensor contact not supported,131,[467],[128],True
True,2024-07-11 15:48:01.129735,False,Sensor contact not supported,130,[467],[128],True
True,2024-07-11 15:48:01.609788,False,Sensor contact not supported,129,[475],[126],True
True,2024-07-11 15:48:02.150135,False,Sensor contact not supported,127,[483],[124],True
True,2024-07-11 15:48:02.584675,False,Sensor contact not supported,126,[483],[124],True
True,2024-07-11 15:48:03.124502,False,Sensor contact not supported,125,[483],[124],True
True,2024-07-11 15:48:03.619225,False,Sensor contact not supported,124,[500],[120],True
True,2024-07-11 15:48:04.129333,False,Sensor contact not supported,122,[500],[120],True
True,2024-07-11 15:48:04.639583,False,Sensor contact not supported,121,[506],[118],True
True,2024-07-11 15:48:05.074582,False,Sensor contact not supported,121,[500],[120],True
True,2024-07-11 15:48:05.569153,False,Sensor contact not supported,121,[491],[122],True
True,2024-07-11 15:48:06.109649,False,Sensor contact not supported,121,[491],[122],True
True,2024-07-11 15:48:06.544448,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:48:07.024536,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:48:07.564742,False,Sensor contact not supported,123,[483],[124],True
True,2024-07-11 15:48:07.984986,False,Sensor contact not supported,124,[475],[126],True
True,2024-07-11 15:48:08.464671,False,Sensor contact not supported,125,[467],[128],True
True,2024-07-11 15:48:08.929311,False,Sensor contact not supported,126,[467],[128],True
True,2024-07-11 15:48:09.394864,False,Sensor contact not supported,126,[467],[128],True
True,2024-07-11 15:48:09.859597,False,Sensor contact not supported,127,[459],[130],True
True,2024-07-11 15:48:10.354420,False,Sensor contact not supported,128,[459],[130],True
True,2024-07-11 15:48:10.774487,False,Sensor contact not supported,129,[459],[130],True
True,2024-07-11 15:48:11.239189,False,Sensor contact not supported,130,[452],[132],True
True,2024-07-11 15:48:11.749347,False,Sensor contact not supported,130,[459],[130],True
True,2024-07-11 15:48:12.139676,False,Sensor contact not supported,131,[444],[135],True
True,2024-07-11 15:48:12.635495,False,Sensor contact not supported,131,[452],[132],True
True,2024-07-11 15:48:13.114430,False,Sensor contact not supported,132,[444],[135],True
True,2024-07-11 15:48:13.519632,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:48:13.969840,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:48:14.419630,False,Sensor contact not supported,134,[444],[135],True
True,2024-07-11 15:48:14.809776,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:48:15.244394,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:48:15.679782,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:48:16.129946,False,Sensor contact not supported,136,[436],[137],True
True,2024-07-11 15:48:16.564303,False,Sensor contact not supported,137,[428],[140],True
True,2024-07-11 15:48:17.029950,False,Sensor contact not supported,137,[436],[137],True
True,2024-07-11 15:48:17.419218,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:48:17.854182,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:48:18.274790,False,Sensor contact not supported,139,[428],[140],True
True,2024-07-11 15:48:18.710007,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:48:19.129471,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:48:19.564378,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:48:19.984397,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:48:20.404629,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:48:20.824103,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:48:21.244229,False,Sensor contact not supported,142,[413],[145],True
True,2024-07-11 15:48:21.665060,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:48:22.084850,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:48:22.504816,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:48:22.924635,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:48:23.375013,False,Sensor contact not supported,143,[420],[142],True
True,2024-07-11 15:48:23.749666,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:48:24.169518,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:24.619267,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:24.995321,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:25.445202,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:25.819782,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:26.239517,False,Sensor contact not supported,144,[420],[142],True
True,2024-07-11 15:48:26.674829,False,Sensor contact not supported,142,[428],[140],True
True,2024-07-11 15:48:27.094687,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:48:27.529344,False,Sensor contact not supported,141,[436],[137],True
True,2024-07-11 15:48:27.964214,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:48:28.399310,False,Sensor contact not supported,139,[436],[137],True
True,2024-07-11 15:48:28.849830,False,Sensor contact not supported,138,[444],[135],True
True,2024-07-11 15:48:29.284717,False,Sensor contact not supported,137,[444],[135],True
True,2024-07-11 15:48:29.780106,False,Sensor contact not supported,136,[444],[135],True
True,2024-07-11 15:48:30.229822,False,Sensor contact not supported,134,[459],[130],True
True,2024-07-11 15:48:30.649292,False,Sensor contact not supported,134,[452],[132],True
True,2024-07-11 15:48:31.114940,False,Sensor contact not supported,132,[459],[130],True
True,2024-07-11 15:48:31.580024,False,Sensor contact not supported,131,[467],[128],True
True,2024-07-11 15:48:32.044474,False,Sensor contact not supported,130,[467],[128],True
True,2024-07-11 15:48:32.524752,False,Sensor contact not supported,129,[475],[126],True
True,2024-07-11 15:48:33.004296,False,Sensor contact not supported,128,[475],[126],True
True,2024-07-11 15:48:33.484164,False,Sensor contact not supported,127,[483],[124],True
True,2024-07-11 15:48:34.024085,False,Sensor contact not supported,125,[491],[122],True
True,2024-07-11 15:48:34.474957,False,Sensor contact not supported,124,[491],[122],True
True,2024-07-11 15:48:35.015581,False,Sensor contact not supported,123,[500],[120],True
True,2024-07-11 15:48:35.479520,False,Sensor contact not supported,121,[506],[118],True
True,2024-07-11 15:48:36.019557,False,Sensor contact not supported,121,[500],[120],True
True,2024-07-11 15:48:36.515187,False,Sensor contact not supported,120,[500],[120],True
True,2024-07-11 15:48:37.010033,False,Sensor contact not supported,121,[491],[122],True
True,2024-07-11 15:48:37.444435,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:48:37.985204,False,Sensor contact not supported,122,[483],[124],True
True,2024-07-11 15:48:38.419073,False,Sensor contact not supported,123,[483],[124],True
True,2024-07-11 15:48:38.899813,False,Sensor contact not supported,123,[475],[126],True
True,2024-07-11 15:48:39.364218,False,Sensor contact not supported,125,[467],[128],True
True,2024-07-11 15:48:39.844340,False,Sensor contact not supported,125,[475],[126],True
True,2024-07-11 15:48:40.355089,False,Sensor contact not supported,127,[459],[130],True
True,2024-07-11 15:48:40.774904,False,Sensor contact not supported,127,[467],[128],True
True,2024-07-11 15:48:41.239862,False,Sensor contact not supported,128,[459],[130],True
True,2024-07-11 15:48:41.734588,False,Sensor contact not supported,128,[459],[130],True
True,2024-07-11 15:48:42.154473,False,Sensor contact not supported,130,[452],[132],True
True,2024-07-11 15:48:42.650085,False,Sensor contact not supported,130,[459],[130],True
True,2024-07-11 15:48:43.099649,False,Sensor contact not supported,131,[444],[135],True
True,2024-07-11 15:48:43.549642,False,Sensor contact not supported,131,[452],[132],True
True,2024-07-11 15:48:43.999787,False,Sensor contact not supported,132,[444],[135],True
True,2024-07-11 15:48:44.405109,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:48:44.899639,False,Sensor contact not supported,133,[444],[135],True
True,2024-07-11 15:48:45.290039,False,Sensor contact not supported,134,[444],[135],True
True,2024-07-11 15:48:45.724311,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:48:46.175074,False,Sensor contact not supported,135,[444],[135],True
True,2024-07-11 15:48:46.609210,False,Sensor contact not supported,135,[436],[137],True
True,2024-07-11 15:48:47.044319,False,Sensor contact not supported,137,[428],[140],True
True,2024-07-11 15:48:47.480226,False,Sensor contact not supported,137,[436],[137],True
True,2024-07-11 15:48:47.915447,False,Sensor contact not supported,137,[428],[140],True
True,2024-07-11 15:48:48.335393,False,Sensor contact not supported,137,[436],[137],True
True,2024-07-11 15:48:48.769722,False,Sensor contact not supported,138,[428],[140],True
True,2024-07-11 15:48:49.205514,False,Sensor contact not supported,139,[420],[142],True
True,2024-07-11 15:48:49.625150,False,Sensor contact not supported,139,[428],[140],True
True,2024-07-11 15:48:50.045550,False,Sensor contact not supported,139,[428],[140],True
True,2024-07-11 15:48:50.480552,False,Sensor contact not supported,140,[420],[142],True
True,2024-07-11 15:48:50.899549,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:48:51.320577,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:48:51.755502,False,Sensor contact not supported,141,[420],[142],True
True,2024-07-11 15:48:52.175556,False,Sensor contact not supported,142,[413],[145],True
True,2024-07-11 15:48:52.595597,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:48:53.045383,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:48:53.420561,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:48:53.885584,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:48:54.305168,False,Sensor contact not supported,143,[420],[142],True
True,2024-07-11 15:48:54.679940,False,Sensor contact not supported,143,[413],[145],True
True,2024-07-11 15:48:55.130580,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:55.505585,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:55.969982,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:56.374747,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:56.750065,False,Sensor contact not supported,144,[413],[145],True
True,2024-07-11 15:48:57.170566,False,Sensor contact not supported,144,[420],[142],True
True,2024-07-11 15:48:57.590187,False,Sensor contact not supported,142,[428],[140],True
True,2024-07-11 15:48:58.024921,False,Sensor contact not supported,142,[420],[142],True
True,2024-07-11 15:48:58.445693,False,Sensor contact not supported,141,[436],[137],True
True,2024-07-11 15:48:58.954715,False,Sensor contact not supported,140,[428],[140],True
True,2024-07-11 15:48:59.329338,False,Sensor contact not supported,139,[436],[137],True
True,2024-07-11 15:48:59.765561,False,Sensor contact not supported,138,[444],[135],True
True,2024-07-11 15:49:00.274884,False,Sensor contact not supported,137,[444],[135],True
True,2024-07-11 15:49:00.665554,False,Sensor contact not supported,135,[452],[132],True
True,2024-07-11 15:49:01.160565,False,Sensor contact not supported,134,[452],[132],True
True,2024-07-11 15:49:01.579473,False,Sensor contact not supported,134,[452],[132],True
True,2024-07-11 15:49:02.075562,False,Sensor contact not supported,132,[467],[128],True
True,2024-07-11 15:49:02.510557,False,Sensor contact not supported,131,[459],[130],True
True,2024-07-11 15:49:02.975512,False,Sensor contact not supported,130,[475],[126],True
True,2024-07-11 15:49:03.456221,False,Sensor contact not supported,129,[467],[128],True
True,2024-07-11 15:49:03.920594,False,Sensor contact not supported,127,[483],[124],True
True,2024-07-11 15:49:04.415551,False,Sensor contact not supported,126,[483],[124],True
True,2024-07-11 15:49:04.955421,False,Sensor contact not supported,125,[491],[122],True
True,2024-07-11 15:49:05.405085,False,Sensor contact not supported,124,[491],[122],True
True,2024-07-11 15:49:05.945502,False,Sensor contact not supported,123,[500],[120],True
True,2024-07-11 15:49:06.440576,False,Sensor contact not supported,122,[500],[120],True
True,2024-07-11 15:49:06.905537,False,Sensor contact not supported,121,[506],[118],True
True,2024-07-11 15:49:07.455674,False,Sensor contact not supported,120,[500],[120],True
