rr,ee_status,sensor_contact,rr_hr,timestamp_received,hrv_uint8,hr,rr_interval
[467],False,Sensor contact not supported,[128],2024-06-19 15:52:37.829354,True,125,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:52:38.324280,True,127,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:52:38.759057,True,127,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:52:39.254441,True,128,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:52:39.674574,True,129,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:52:40.169097,True,130,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:52:40.589269,True,131,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:52:41.024297,True,131,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:52:41.519037,True,131,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:52:41.969700,True,132,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:52:42.419488,True,133,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:52:42.869063,True,134,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:52:43.259546,True,134,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:52:43.694015,True,135,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:52:44.189411,True,136,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:52:44.564493,True,136,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:52:44.998817,True,136,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:45.494041,True,137,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:45.869014,True,138,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:46.304485,True,138,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:46.724200,True,139,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:47.158901,True,139,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:47.579599,True,139,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:52:48.014624,True,140,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:52:48.434437,True,141,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:48.853992,True,140,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:52:49.273774,True,141,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:52:49.694398,True,142,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:52:50.113976,True,142,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:52:50.548894,True,142,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:52:50.999007,True,143,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:52:51.389594,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:52:51.839101,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:52:52.214007,True,144,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:52:52.664677,True,144,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:52:53.038852,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:52:53.459549,True,144,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:52:53.879019,True,143,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:54.299551,True,142,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:54.734232,True,141,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:52:55.154555,True,141,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:52:55.604470,True,140,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:52:56.039551,True,139,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:52:56.489089,True,137,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:52:56.924153,True,137,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:52:57.419423,True,136,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:52:57.839379,True,134,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:52:58.334183,True,133,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:52:58.754627,True,132,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:52:59.219124,True,131,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:52:59.683907,True,130,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:53:00.164064,True,128,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:53:00.643924,True,128,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:53:01.184289,True,126,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:53:01.619169,True,125,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:53:02.159774,True,123,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:53:02.624757,True,122,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:53:03.164032,True,121,True
[506],False,Sensor contact not supported,[118],2024-06-19 15:53:03.628839,True,120,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:53:04.169372,True,120,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:53:04.634458,True,120,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:53:05.129598,True,120,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:53:05.609703,True,121,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:53:06.088852,True,122,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:53:06.569267,True,123,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:53:07.049802,True,123,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:53:07.574647,True,125,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:53:07.994230,True,125,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:53:08.459452,True,127,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:53:08.924193,True,127,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:53:09.389295,True,128,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:53:09.853743,True,128,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:10.349510,True,130,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:10.769527,True,130,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:11.204080,True,131,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:11.699515,True,131,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:12.149323,True,132,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:12.599466,True,133,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:13.049111,True,133,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:13.439066,True,134,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:13.873923,True,134,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:14.369746,True,135,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:14.758912,True,136,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:15.194266,True,136,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:15.628713,True,137,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:16.063914,True,137,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:16.483812,True,138,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:16.919213,True,138,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:17.354602,True,139,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:17.774516,True,140,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:18.194556,True,140,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:18.629650,True,140,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:19.049031,True,141,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:19.469499,True,141,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:19.933866,True,141,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:20.324513,True,142,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:20.744546,True,142,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:21.194156,True,143,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:21.569015,True,142,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:21.988782,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:22.409383,True,143,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:22.859460,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:23.233845,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:23.684102,True,144,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:24.059591,True,144,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:24.524459,True,144,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:24.899395,True,144,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:25.319767,True,143,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:25.753982,True,142,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:26.189633,True,141,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:26.608943,True,140,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:27.059539,True,139,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:27.494444,True,138,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:27.989195,True,137,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:28.439724,True,136,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:28.888842,True,135,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:53:29.339101,True,133,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:53:29.758893,True,132,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:53:30.224664,True,131,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:53:30.704116,True,130,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:53:31.169168,True,129,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:53:31.649700,True,127,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:53:32.189594,True,127,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:53:32.669165,True,125,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:53:33.164516,True,124,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:53:33.658991,True,123,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:53:34.153878,True,122,True
[506],False,Sensor contact not supported,[118],2024-06-19 15:53:34.618961,True,121,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:53:35.159087,True,120,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:53:35.653839,True,121,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:53:36.148870,True,121,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:53:36.598831,True,122,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:53:37.078894,True,122,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:53:37.543877,True,123,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:53:38.023995,True,124,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:53:38.503826,True,124,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:53:38.969577,True,125,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:53:39.434037,True,127,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:53:39.899607,True,127,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:53:40.409218,True,128,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:40.859154,True,129,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:41.278884,True,130,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:53:41.774739,True,130,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:42.224743,True,131,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:42.674031,True,132,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:43.124126,True,132,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:43.529117,True,133,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:43.964327,True,133,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:44.399509,True,134,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:44.894222,True,135,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:45.284341,True,135,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:45.718744,True,136,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:46.154144,True,137,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:46.588916,True,137,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:47.023711,True,137,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:47.444363,True,138,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:47.879372,True,138,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:48.314345,True,139,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:48.733834,True,140,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:49.169195,True,140,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:49.588866,True,140,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:50.009726,True,140,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:50.429187,True,141,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:50.849484,True,142,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:51.328756,True,142,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:51.703913,True,142,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:52.154078,True,142,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:52.528927,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:52.993788,True,143,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:53.368724,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:53.774329,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:54.194190,True,144,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:54.644184,True,144,True
[405],False,Sensor contact not supported,[148],2024-06-19 15:53:55.019322,True,145,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:55.439074,True,144,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:53:55.859519,True,144,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:56.278924,True,143,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:53:56.714007,True,143,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:57.134372,True,142,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:53:57.568786,True,141,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:58.004574,True,140,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:53:58.439352,True,139,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:58.934469,True,137,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:53:59.384391,True,137,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:53:59.789032,True,135,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:54:00.284425,True,134,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:54:00.703679,True,133,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:54:01.199435,True,131,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:54:01.633906,True,131,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:54:02.098792,True,129,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:54:02.579724,True,128,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:54:03.059263,True,127,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:54:03.539338,True,126,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:54:04.079314,True,125,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:54:04.574235,True,124,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:54:05.038864,True,122,True
[506],False,Sensor contact not supported,[118],2024-06-19 15:54:05.534505,True,121,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:54:06.074282,True,121,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:54:06.569486,True,121,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:54:07.064460,True,121,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:54:07.559629,True,121,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:54:07.994089,True,123,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:54:08.473709,True,123,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:54:08.954308,True,124,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:54:09.464297,True,125,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:54:09.929382,True,126,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:54:10.349325,True,126,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:54:10.859670,True,127,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:54:11.278785,True,128,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:54:11.744339,True,129,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:54:12.238869,True,130,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:54:12.659391,True,130,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:54:13.094322,True,131,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:54:13.589426,True,131,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:54:14.039457,True,132,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:54:14.488834,True,133,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:54:14.939495,True,133,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:54:15.328862,True,134,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:54:15.779373,True,134,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:54:16.214063,True,135,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:54:16.693834,True,136,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:54:17.084580,True,137,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:54:17.519557,True,137,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:54:17.954465,True,138,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:54:18.374419,True,138,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:54:18.809380,True,139,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:54:19.259570,True,139,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:54:19.708688,True,139,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:54:20.083933,True,139,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:20.519139,True,140,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:20.938803,True,141,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:21.359544,True,141,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:21.779088,True,141,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:22.214046,True,142,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:22.664576,True,142,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:54:23.083891,True,143,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:23.459010,True,142,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:54:23.878754,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:54:24.344172,True,143,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:54:24.748882,True,144,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:54:25.123787,True,144,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:54:25.573836,True,144,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:54:25.948991,True,144,True
[413],False,Sensor contact not supported,[145],2024-06-19 15:54:26.368989,True,144,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:26.789408,True,144,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:27.208983,True,143,True
[420],False,Sensor contact not supported,[142],2024-06-19 15:54:27.628740,True,143,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:54:28.064100,True,142,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:54:28.529034,True,140,True
[428],False,Sensor contact not supported,[140],2024-06-19 15:54:28.979272,True,140,True
[436],False,Sensor contact not supported,[137],2024-06-19 15:54:29.369402,True,139,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:54:29.804604,True,138,True
[444],False,Sensor contact not supported,[135],2024-06-19 15:54:30.299544,True,137,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:54:30.749534,True,135,True
[452],False,Sensor contact not supported,[132],2024-06-19 15:54:31.198934,True,134,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:54:31.618842,True,133,True
[459],False,Sensor contact not supported,[130],2024-06-19 15:54:32.114546,True,132,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:54:32.549299,True,131,True
[467],False,Sensor contact not supported,[128],2024-06-19 15:54:33.014287,True,130,True
[475],False,Sensor contact not supported,[126],2024-06-19 15:54:33.494497,True,129,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:54:33.974232,True,127,True
[483],False,Sensor contact not supported,[124],2024-06-19 15:54:34.454040,True,126,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:54:34.994292,True,125,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:54:35.489016,True,124,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:54:35.984554,True,122,True
[506],False,Sensor contact not supported,[118],2024-06-19 15:54:36.494031,True,121,True
[500],False,Sensor contact not supported,[120],2024-06-19 15:54:36.989531,True,121,True
[491],False,Sensor contact not supported,[122],2024-06-19 15:54:37.484475,True,121,True
