hrv_uint8,ee_status,timestamp_received,rr_hr,rr,sensor_contact,rr_interval,hr
True,False,2024-08-12 17:14:06.528692,,,Contact detected,False,167
True,False,2024-08-12 17:14:07.364458,,,Contact detected,False,167
True,False,2024-08-12 17:14:08.354813,,,Contact detected,False,167
True,False,2024-08-12 17:14:09.374086,,,Contact detected,False,167
True,False,2024-08-12 17:14:10.364439,[170],[352],Contact detected,True,167
True,False,2024-08-12 17:14:11.354792,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,167
True,False,2024-08-12 17:14:12.404987,"[168, 170]","[356, 352]",Contact detected,True,167
True,False,2024-08-12 17:14:13.364420,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 17:14:14.354775,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 17:14:15.375046,"[170, 170]","[352, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:16.364401,"[168, 170, 170, 168]","[356, 352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 17:14:17.354754,"[170, 170]","[352, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:18.375029,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:19.364382,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:20.354735,"[170, 168]","[352, 356]",Contact detected,True,166
True,False,2024-08-12 17:14:21.375009,"[170, 170, 170]","[352, 352, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:22.364363,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:23.354716,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:24.374989,"[168, 170]","[356, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:25.364345,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:26.354697,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 17:14:27.374970,"[170, 170]","[352, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:28.364325,"[168, 170, 170, 168]","[356, 352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 17:14:29.354678,"[170, 170]","[352, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:30.374950,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 17:14:31.364306,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
