hrv_uint8,ee_status,timestamp_received,rr_hr,rr,sensor_contact,rr_interval,hr
True,False,2024-08-12 16:34:54.510093,,,Contact detected,False,167
True,False,2024-08-12 16:34:55.500446,,,Contact detected,False,167
True,False,2024-08-12 16:34:56.550640,,,Contact detected,False,167
True,False,2024-08-12 16:34:57.510064,,,Contact detected,False,167
True,False,2024-08-12 16:34:58.530337,[170],[352],Contact detected,True,167
True,False,2024-08-12 16:34:59.520689,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,167
True,False,2024-08-12 16:35:00.510045,"[168, 170]","[356, 352]",Contact detected,True,167
True,False,2024-08-12 16:35:01.500397,"[170, 168, 170, 170]","[352, 356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:02.550590,"[168, 170]","[356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:03.510026,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:04.500379,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:05.520651,"[170, 170]","[352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:06.511005,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:07.500437,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:08.490791,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:09.510086,"[170, 168]","[352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:10.500418,"[170, 170, 170]","[352, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:11.490772,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:12.510110,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:13.500400,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:14.490753,"[168, 170]","[356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:15.510091,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:16.500380,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:17.490734,"[170, 170]","[352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:18.510048,"[168, 170, 170, 170]","[356, 352, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:19.500361,"[168, 170]","[356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:20.490714,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:21.510936,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:22.500292,"[170, 170]","[352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:23.490643,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:24.510916,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:25.500272,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:26.520544,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:27.510897,"[170, 168]","[352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:28.500253,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:29.490605,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:30.510878,"[170, 170, 170]","[352, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:31.500234,"[168, 170]","[356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:32.520506,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:33.510859,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:34.500214,"[170, 170]","[352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:35.490567,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:36.510840,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:37.530116,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:38.520468,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:39.510821,"[170, 168]","[352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:40.500176,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:41.490529,"[170, 170, 170]","[352, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:42.510802,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:43.500157,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:44.490510,"[168, 170]","[356, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:45.510783,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:46.500139,"[170, 170, 168]","[352, 352, 356]",Contact detected,True,166
True,False,2024-08-12 16:35:47.490492,"[170, 170]","[352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:48.510765,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:49.500119,"[168, 170, 170]","[356, 352, 352]",Contact detected,True,166
True,False,2024-08-12 16:35:50.490472,"[170, 168, 170]","[352, 356, 352]",Contact detected,True,166
