ee_status,timestamp_received,rr,sensor_contact,hrv_uint8,rr_hr,rr_interval,hr
False,2024-06-17 17:18:12.286059,[1000],Sensor contact not supported,True,[60],True,62
False,2024-06-17 17:18:13.775368,[1000],Sensor contact not supported,True,[60],True,62
False,2024-06-17 17:18:14.777128,[1000],Sensor contact not supported,True,[60],True,62
False,2024-06-17 17:18:15.775564,[1000],Sensor contact not supported,True,[60],True,62
False,2024-06-17 17:18:16.772460,[1000],Sensor contact not supported,True,[60],True,62
False,2024-06-17 17:18:17.765713,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:18.767460,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:19.765311,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:20.762685,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:21.760448,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:22.750435,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:23.755210,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:24.746722,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:25.743237,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:26.748216,[1000],Sensor contact not supported,True,[60],True,61
False,2024-06-17 17:18:27.745085,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:28.742671,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:29.736444,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:30.733032,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:31.732147,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:32.733150,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:33.730081,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:34.727398,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:35.725704,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:36.722519,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:37.717232,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:38.717410,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:39.709720,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:40.706135,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:41.703879,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:42.707729,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:43.698326,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:44.698713,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:45.693914,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:46.694626,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:47.691186,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:48.688143,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:49.682338,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:50.679852,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:51.681617,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:52.676579,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:53.680808,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:54.677414,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:55.675520,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:56.672694,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:57.670160,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:58.660539,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:18:59.660783,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:00.662430,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:01.659905,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:02.654092,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:03.648122,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:04.652813,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:05.647273,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:06.647659,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:07.643043,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:08.642322,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:09.639910,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:11.130515,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:11.630449,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:12.632538,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:13.632103,[1000],Sensor contact not supported,True,[60],True,60
False,2024-06-17 17:19:14.629603,,Sensor contact not supported,True,,False,60
False,2024-06-17 17:19:15.625048,,Sensor contact not supported,True,,False,60
