ee_status,hr,timestamp_received,rr_hr,rr_interval,sensor_contact,rr,hrv_uint8
False,86,2024-06-18 08:57:47.293926,[60],True,Sensor contact not supported,[999],True
False,77,2024-06-18 08:57:48.285632,[60],True,Sensor contact not supported,[999],True
False,72,2024-06-18 08:57:49.286843,[60],True,Sensor contact not supported,[1000],True
False,71,2024-06-18 08:57:50.287784,[60],True,Sensor contact not supported,[1000],True
False,70,2024-06-18 08:57:52.283373,[60],True,Sensor contact not supported,[1000],True
False,69,2024-06-18 08:57:52.283373,[60],True,Sensor contact not supported,[1000],True
False,68,2024-06-18 08:57:53.277766,[60],True,Sensor contact not supported,[1000],True
False,67,2024-06-18 08:57:54.271884,[60],True,Sensor contact not supported,[1000],True
False,67,2024-06-18 08:57:55.275922,[60],True,Sensor contact not supported,[1000],True
False,66,2024-06-18 08:57:56.269285,[60],True,Sensor contact not supported,[1000],True
False,65,2024-06-18 08:57:57.265214,[60],True,Sensor contact not supported,[1000],True
False,65,2024-06-18 08:57:58.262987,[60],True,Sensor contact not supported,[1000],True
False,64,2024-06-18 08:57:59.262014,[60],True,Sensor contact not supported,[1000],True
False,64,2024-06-18 08:58:00.261355,[60],True,Sensor contact not supported,[1000],True
False,63,2024-06-18 08:58:01.260313,[60],True,Sensor contact not supported,[1000],True
False,63,2024-06-18 08:58:02.257123,[60],True,Sensor contact not supported,[1000],True
False,63,2024-06-18 08:58:03.250098,[60],True,Sensor contact not supported,[1000],True
False,63,2024-06-18 08:58:04.252845,[60],True,Sensor contact not supported,[1000],True
False,62,2024-06-18 08:58:05.245930,[60],True,Sensor contact not supported,[1000],True
False,62,2024-06-18 08:58:06.241819,[60],True,Sensor contact not supported,[1000],True
False,62,2024-06-18 08:58:07.242476,[60],True,Sensor contact not supported,[1000],True
False,62,2024-06-18 08:58:08.242692,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:09.234897,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:10.238083,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:12.233373,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:12.233373,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:13.229725,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:14.227328,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:15.223272,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:17.220166,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:17.220166,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:18.216688,[60],True,Sensor contact not supported,[1000],True
False,61,2024-06-18 08:58:19.210509,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:20.207838,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:21.204033,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:22.207780,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:23.200656,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:24.202137,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:25.198105,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:26.195133,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:27.190873,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:28.187526,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:29.190821,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:30.180909,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:32.742721,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:32.742721,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:33.176535,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:34.172311,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:35.176044,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:36.172807,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:37.163511,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:38.167586,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:39.163406,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:40.156080,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:41.155788,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:42.154802,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:43.149413,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:44.148414,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:45.142974,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:46.141738,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:47.638693,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:48.638355,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:49.639630,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:50.637112,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:51.626920,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:52.628245,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:53.628015,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:54.621551,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:55.624878,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:56.619565,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:57.617437,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:58.613525,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:58:59.613560,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:00.606654,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:01.608836,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:02.608268,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:03.601691,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:04.598601,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:05.597992,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:06.597883,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:07.716853,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:08.589441,[60],True,Sensor contact not supported,[1000],True
False,60,2024-06-18 08:59:09.587992,,False,Sensor contact not supported,,True
